,Quarter,Banks,Cost of Funds (annualized)_Domestic Operation,Cost of Funds (annualized)_Global Operation,Cost of Funds (annualized)_Overseas Operation,Yield on Funds (annualized)_Domestic Operation,Yield on Funds (annualized)_Global Operation,Yield on Funds (annualized)_Overseas Operation,Efficiency (Cost Income) Ratio_Domestic Operation,Efficiency (Cost Income) Ratio_Global Operation,Efficiency (Cost Income) Ratio_Overseas Operation,Overhead Efficiency Ratio_Domestic Operation,Overhead Efficiency Ratio_Global Operation,Overhead Efficiency Ratio_Overseas Operation,Profit Margin_Domestic Operation,Profit Margin_Global Operation,Profit Margin_Overseas Operation,Net Interest Margin (NIM) (annualized)_Domestic Operation,Net Interest Margin (NIM) (annualized)_Global Operation,Net Interest Margin (NIM) (annualized)_Overseas Operation,Return on Equity (annualized)_Domestic Operation,Return on Equity (annualized)_Global Operation,Return on Equity (annualized)_Overseas Operation,Return on Total Assets (annualized)_Domestic Operation,Return on Total Assets (annualized)_Global Operation,Return on Total Assets (annualized)_Overseas Operation,Operating Profit to Total Working Funds (annualized)_Domestic Operation,Operating Profit to Total Working Funds (annualized)_Global Operation,Operating Profit to Total Working Funds (annualized)_Overseas Operation,Interest Income to Total Income_Domestic Operation,Interest Income to Total Income_Global Operation,Interest Income to Total Income_Overseas Operation,Non-Interest Income to Total Income_Domestic Operation,Non-Interest Income to Total Income_Global Operation,Non-Interest Income to Total Income_Overseas Operation,Staff Expenses to Total Income_Domestic Operation,Staff Expenses to Total Income_Global Operation,Staff Expenses to Total Income_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
1737,2017Q1,SUMITOMO MITSUI BANKING CORPORATION,6.179026,6.179026,,7.237928,7.237928,,31.889004,31.889004,,36.763774,36.763774,,17.839528,17.839528,,3.155241,3.155241,,3.74461,3.74461,,1.250269,1.250269,,2.228276,2.228276,,94.527416,94.527416,,5.472584,5.472584,,7.557844,7.557844,,1,0,0,0
1738,2017Q1,UNITED OVERSEAS BANK LTD,4.23719,4.23719,,6.40538,6.40538,,31.43283,31.43283,,51.75236,51.75236,,7.862138,7.862138,,4.34259,4.34259,,1.003117,1.003117,,0.535343,0.535343,,3.340261,3.340261,,88.361778,88.361778,,11.638222,11.638222,,12.942548,12.942548,,1,0,0,0
1739,2017Q1,WESTPAC BANKING CORPORATION,4.459654,4.459654,,7.713205,7.713205,,36.549138,36.549138,,-9.031589,-9.031589,,22.222535,22.222535,,4.579824,4.579824,,5.001117,5.001117,,1.421059,1.421059,,2.377305,2.377305,,101.934061,101.934061,,-1.934061,-1.934061,,9.265244,9.265244,,1,0,0,0
1740,2017Q1,WOORI BANK,5.489773,5.489773,,7.670791,7.670791,,40.300133,40.300133,,30.287373,30.287373,,19.638371,19.638371,,4.556102,4.556102,,3.457848,3.457848,,1.479566,1.479566,,2.54921,2.54921,,92.372236,92.372236,,7.627764,7.627764,,11.056205,11.056205,,1,0,0,0
1741,2017Q1,AXIS BANK LIMITED,6.581231,6.122656,2.016654,9.5036,8.864534,3.309824,42.239563,40.943959,11.520154,92.334155,95.887957,391.81234,9.954159,6.542454,-66.026184,3.884069,3.600791,1.16505,9.120517,6.269485,-2593.4979,1.057274,0.661836,-2.548139,3.257501,3.163138,1.698805,79.282437,79.204349,77.543383,20.717563,20.795651,22.456617,7.132694,6.920479,2.406561,0,1,0,0
1742,2017Q1,BANDHAN BANK LIMITED,7.860867,7.860867,,17.606635,17.606635,,36.306819,36.306819,,40.255517,40.255517,,25.738915,25.738915,,10.82647,10.82647,,28.832888,28.832888,,4.541454,4.541454,,7.322618,7.322618,,90.476812,90.476812,,9.523188,9.523188,,12.628563,12.628563,,0,1,0,0
1743,2017Q1,CITY UNION BANK LIMITED,7.049802,6.992321,,10.790406,10.759794,,40.944277,40.944277,,70.241553,70.241553,,13.745363,13.745363,,4.075629,4.064067,,14.850278,14.936462,,1.522409,1.516455,,3.00909,2.997321,,86.769223,86.769223,,13.230777,13.230777,,8.150861,8.150861,,0,1,0,0
1744,2017Q1,CSB BANK LIMITED,7.19989,7.19989,,9.56879,9.56879,,74.412498,74.412498,,63.565749,63.565749,,0.096089,0.096089,,2.245602,2.245602,,0.159451,0.159451,,0.009636,0.009636,,0.940412,0.940412,,82.600926,82.600926,,17.399074,17.399074,,18.147214,18.147214,,0,1,0,0
1745,2017Q1,DCB BANK LIMITED,7.292028,7.292028,,10.490703,10.490703,,60.006687,60.006687,,39.747182,39.747182,,8.585396,8.585396,,4.027664,4.027664,,10.212216,10.212216,,0.92783,0.92783,,1.943248,1.943248,,89.265675,89.265675,,10.734325,10.734325,,13.243988,13.243988,,0,1,0,0
1746,2017Q1,FEDERAL BANK LTD,6.395148,6.363625,1.470923,10.146208,10.089213,2.696947,53.631796,53.442089,16.918338,48.499838,48.960892,330.350819,8.401681,8.51286,44.950198,3.565633,3.549309,1.432062,9.415395,9.562753,9.561522,0.79614,0.804636,1.884375,1.857463,1.864321,2.50639,89.003884,88.914987,59.780108,10.996116,11.085013,40.219892,11.952373,11.924682,2.849367,0,1,0,0
1747,2017Q1,HDFC BANK LTD.,6.446567,6.224837,2.032838,10.217659,9.907011,3.00194,43.216907,42.93084,15.192014,62.768935,63.012544,156.826116,17.61696,17.831497,34.59675,4.904001,4.73712,1.027326,17.836852,18.025746,31.860877,1.880298,1.850994,1.104093,3.387763,3.298978,1.087573,84.842039,84.938793,90.331345,15.157961,15.061207,9.668655,7.993816,7.946137,3.879342,0,1,0,0
1748,2017Q1,ICICI BANK LIMITED,5.989687,5.49543,3.018521,8.930074,8.230091,4.31881,36.764119,35.567518,16.485335,129.942045,133.834253,272.262278,17.306209,13.261994,-37.90515,3.652887,3.303405,1.350675,12.549716,10.253137,-179.631669,1.863464,1.324476,-1.879236,3.880833,3.612117,1.872407,72.771972,73.279622,79.701804,27.228028,26.720378,20.298196,8.048948,7.758357,4.081769,0,1,0,0
1749,2017Q1,IDBI BANK LIMITED,7.086418,6.789113,3.089837,9.596353,9.214873,4.496828,54.386106,52.666697,6.122096,75.516079,76.700048,361.419391,-13.586247,-16.220705,-90.171734,1.983134,1.924348,1.197308,-15.597725,-19.393443,663.356277,-1.15886,-1.340586,-3.980793,1.181328,1.189927,1.314849,87.410658,87.601785,92.966858,12.589342,12.398215,7.033142,7.22813,6.997641,0.527674,0,1,1,0
1750,2017Q1,IDFC FIRST BANK LIMITED,7.867401,7.867401,,9.191373,9.191373,,41.887764,41.887764,,80.629082,80.629082,,10.67656,10.67656,,2.167419,2.167419,,7.162696,7.162696,,0.964314,0.964314,,1.658157,1.658157,,89.265218,89.265218,,10.734782,10.734782,,6.005769,6.005769,,0,1,0,0
1751,2017Q1,INDUSIND BANK LTD,6.713331,6.679828,0.988028,10.521019,10.475255,2.409022,47.085885,46.736669,0.710698,85.956465,87.20715,11008.216177,15.096515,15.437733,87.986229,4.423826,4.408625,1.514883,14.422411,14.715661,43.832789,1.801835,1.840439,6.48211,3.469245,3.498134,6.48211,77.767182,77.546711,30.671119,22.232818,22.453289,69.328881,8.223984,8.187589,0.44926,0,1,0,0
1752,2017Q1,JAMMU & KASHMIR BANK LTD,6.450682,6.450682,,9.258898,9.258898,,56.924461,56.924461,,28.81419,28.81419,,-22.738141,-22.738141,,3.478683,3.478683,,-27.047547,-27.047547,,-2.046405,-2.046405,,1.622703,1.622703,,93.134425,93.134425,,6.865575,6.865575,,15.637202,15.637202,,0,1,0,0
1753,2017Q1,KARNATAKA BANK LTD,7.191493,7.191493,,9.798484,9.798484,,56.684074,56.684074,,62.09379,62.09379,,7.543941,7.543941,,2.816725,2.816725,,10.633104,10.633104,,0.751055,0.751055,,1.653692,1.653692,,86.495052,86.495052,,13.504948,13.504948,,10.025537,10.025537,,0,1,0,0
1754,2017Q1,KARUR VYSYA BANK LTD,7.099697,7.099697,,10.263893,10.263893,,44.992562,44.992562,,60.875101,60.875101,,9.461726,9.461726,,3.785652,3.785652,,12.119265,12.119265,,1.002116,1.002116,,2.597915,2.597915,,87.786604,87.786604,,12.213396,12.213396,,9.492673,9.492673,,0,1,0,0
1755,2017Q1,KOTAK MAHINDRA BANK LTD.,6.113529,6.100981,0.686653,9.946619,9.925561,1.428898,48.458805,48.421499,37.377021,61.442916,61.887716,232.613475,16.02911,16.110139,53.826227,4.566897,4.557144,0.637253,13.167647,13.258621,192.682997,1.723466,1.732053,3.445189,3.032853,3.038552,3.448855,83.705237,83.579791,25.189659,16.294763,16.420209,74.810341,12.987607,12.961025,0.587922,0,1,0,0
1756,2017Q1,LAKSHMI VILAS BANK LTD,7.823036,8.449491,,10.422102,10.422102,,50.673324,50.673324,,76.699225,76.699225,,7.645255,7.645255,,2.87385,2.87385,,13.377944,13.843489,,0.833409,0.833409,,2.063589,2.063589,,85.084229,85.084229,,14.915771,14.915771,,9.993025,9.993025,,0,1,0,0
1757,2017Q1,NAINITAL BANK LTD,6.65634,6.65634,,9.712375,9.712375,,53.798114,53.798114,,41.024708,41.024708,,7.91725,7.91725,,3.213416,3.213416,,8.685105,8.685105,,0.735815,0.735815,,1.666843,1.666843,,91.432522,91.432522,,8.567478,8.567478,,13.417186,13.417186,,0,1,0,0
1758,2017Q1,RBL BANK LIMITED,7.417473,7.417473,,9.809158,9.809158,,53.432641,53.432641,,71.527791,71.527791,,9.981535,9.981535,,3.226435,3.226435,,11.872411,11.872411,,1.072882,1.072882,,2.213881,2.213881,,83.092455,83.092455,,16.907545,16.907545,,9.983634,9.983634,,0,1,0,0
1759,2017Q1,SOUTH INDIAN BANK LTD,6.982561,6.982561,,9.580009,9.580009,,49.147972,49.147972,,60.943385,60.943385,,5.980108,5.980108,,2.745079,2.745079,,9.418891,9.418891,,0.579816,0.579816,,1.79423,1.79423,,89.084799,89.084799,,10.915201,10.915201,,10.307351,10.307351,,0,1,0,0
1760,2017Q1,TAMILNAD MERCANTILE BANK LTD,7.667677,7.667677,,10.365124,10.365124,,44.619189,44.619189,,61.015657,61.015657,,8.308209,8.308209,,3.528067,3.528067,,10.138903,10.932843,,0.885124,0.885124,,2.447835,2.447835,,88.704928,88.704928,,11.295072,11.295072,,9.913273,9.913273,,0,1,0,0
1761,2017Q1,THE DHANALAKSHMI BANK LTD,6.740362,6.740362,,11.357488,11.357488,,78.746468,78.746468,,31.851961,31.851961,,1.031411,1.031411,,3.458166,3.458166,,2.183168,2.183168,,0.099317,0.099317,,0.754821,0.754821,,90.749008,90.749008,,9.250992,9.250992,,16.240515,16.240515,,0,1,0,0
1762,2017Q1,YES BANK LTD.,7.077627,6.962692,2.341785,9.999564,9.852236,3.562496,41.326675,41.355408,44.190088,100.861865,100.976932,111.593165,16.024719,16.162003,30.529805,3.529936,3.47748,1.239328,20.92189,21.192775,29.059007,1.798926,1.791052,1.328783,3.1815,3.140961,1.245588,79.85197,79.803334,74.713105,20.14803,20.196666,25.286895,8.786607,8.770265,7.059919,0,1,0,0
1763,2017Q1,ALLAHABAD BANK,6.188663,5.957928,1.368201,8.631824,8.260922,2.017843,51.891765,51.247092,11.614059,64.774927,65.057727,142.738254,-1.651586,-1.544054,6.651762,2.567536,2.47309,0.883357,-2.386207,-2.214304,6.094842,-0.147316,-0.132839,0.154512,1.670981,1.638374,0.991168,86.910905,86.97677,91.996795,13.089095,13.02323,8.003205,11.388642,11.258155,1.312768,0,0,1,0
1764,2017Q1,ANDHRA BANK,6.709059,6.709059,,9.476504,9.476504,,43.962855,43.962855,,67.219848,67.219848,,0.856759,0.856759,,2.907829,2.907829,,1.56418,1.56418,,0.082898,0.082898,,2.092309,2.092309,,88.596212,88.596212,,11.403788,11.403788,,10.30468,10.30468,,0,0,1,0
1765,2017Q1,BANK OF BARODA,6.30509,4.897646,1.477472,9.172332,7.253084,2.628086,49.284166,45.859533,23.104002,69.897225,72.695444,112.357464,1.875363,2.819035,10.806779,2.801895,2.316779,1.147749,2.110767,3.343931,341.275071,0.168835,0.205084,0.27556,1.833374,1.627328,1.002965,86.167554,86.226076,86.721437,13.832446,13.773924,13.278563,9.766974,9.452463,6.79027,0,0,1,0
1766,2017Q1,BANK OF INDIA,6.360113,5.053527,1.646076,10.149458,7.866852,2.9234,51.627707,47.669551,20.968973,77.775634,76.387166,53.326627,-4.366976,-3.382993,4.919688,2.837008,2.367836,1.351749,-5.226621,-4.217966,7.284258,-0.367407,-0.232228,0.132268,1.600642,1.450407,1.045318,84.207279,85.297736,94.498832,15.792721,14.702264,5.501168,12.667174,11.715681,3.687144,0,0,1,0
1767,2017Q1,BANK OF MAHARASHTRA,6.322215,6.322215,,9.199755,9.199755,,60.978421,60.978421,,52.730039,52.730039,,-10.114159,-10.114159,,2.422749,2.422749,,-16.842061,-16.842061,,-0.878414,-0.878414,,1.169336,1.169336,,88.904077,88.904077,,11.095923,11.095923,,13.318114,13.318114,,0,0,1,0
1768,2017Q1,BHARATIYA MAHILA BANK LTD.,6.95916,6.95916,,8.531305,8.531305,,83.080543,83.080543,,20.419362,20.419362,,2.476691,2.476691,,4.963396,4.963396,,0.415678,0.415678,,0.210248,0.210248,,0.899436,0.899436,,89.376566,89.376566,,10.623434,10.623434,,25.07093,25.07093,,0,0,1,0
1769,2017Q1,CANARA BANK,6.857861,6.344548,1.518955,9.04967,8.337256,1.944754,49.132708,48.847673,32.987297,89.044258,88.747051,64.115033,2.564095,2.292348,-10.309757,2.15591,1.988601,0.487341,3.802847,3.444897,-40.234931,0.237942,0.1962,-0.191732,1.686651,1.558851,0.371122,84.367574,84.564603,93.701755,15.632426,15.435397,6.298245,10.196323,10.042678,2.917473,0,0,1,0
1770,2017Q1,CENTRAL BANK OF INDIA,6.506049,6.506049,,9.401619,9.401619,,67.29285,67.29285,,45.235527,45.235527,,-8.857119,-8.857119,,2.506199,2.506199,,-13.62241,-13.62241,,-0.766107,-0.766107,,0.970124,0.970124,,89.553168,89.553168,,10.446832,10.446832,,15.30345,15.30345,,0,0,1,0
1771,2017Q1,CORPORATION BANK,6.949913,6.949913,,9.444524,9.444524,,41.130602,41.130602,,99.629859,99.629859,,2.487419,2.487419,,2.158936,2.158936,,4.670273,4.670273,,0.230692,0.230692,,1.824937,1.824937,,86.302904,86.302904,,13.697096,13.697096,,6.40183,6.40183,,0,0,1,0
1772,2017Q1,DENA BANK,6.672613,6.672613,,8.908037,8.908037,,61.996962,61.996962,,55.164313,55.164313,,-7.553496,-7.553496,,2.107096,2.107096,,-12.088887,-12.088887,,-0.664175,-0.664175,,1.069151,1.069151,,89.051659,89.051659,,10.948341,10.948341,,12.980204,12.980204,,0,0,1,0
1773,2017Q1,IDBI BANK LIMITED,7.086418,6.789113,3.089837,9.596353,9.214873,4.496828,54.386106,52.666697,6.122096,75.516079,76.700048,361.419391,-13.586247,-16.220705,-90.171734,1.983134,1.924348,1.197308,-15.597725,-19.393443,663.356277,-1.15886,-1.340586,-3.980793,1.181328,1.189927,1.314849,87.410658,87.601785,92.966858,12.589342,12.398215,7.033142,7.22813,6.997641,0.527674,0,1,1,0
1774,2017Q1,INDIAN BANK,6.387966,6.196208,1.750244,8.594125,8.434351,2.812602,45.821554,45.603197,35.803191,65.970616,65.929802,63.595134,7.480521,7.701435,21.914532,2.732243,2.706005,1.435128,7.98794,8.351661,,0.677522,0.67939,0.72318,1.964206,1.933617,1.216557,87.893508,87.878684,86.923957,12.106492,12.121316,13.076043,10.955678,10.910973,8.034622,0,0,1,0
1775,2017Q1,INDIAN OVERSEAS BANK,6.400869,6.192279,2.769695,9.319613,8.889309,3.789449,58.509314,57.260196,32.759033,68.125357,68.990591,99.302303,-15.507258,-14.786323,5.595135,2.399655,2.339506,1.626638,-23.611078,-22.652805,10.390856,-1.397728,-1.278741,0.22552,1.361282,1.366117,1.427243,85.422266,85.33447,82.852423,14.577734,14.66553,17.147577,13.429873,13.176142,6.002946,0,0,1,0
1776,2017Q1,ORIENTAL BANK OF COMMERCE,6.719759,6.719759,,9.057652,9.057652,,45.6662,45.6662,,78.904616,78.904616,,-5.163667,-5.163667,,2.413839,2.413839,,-7.170684,-7.170684,,-0.463707,-0.463707,,1.767452,1.767452,,86.947614,86.947614,,13.052386,13.052386,,9.908226,9.908226,,0,0,1,0
1777,2017Q1,PUNJAB AND SIND BANK,6.9692,6.9692,,9.189298,9.189298,,54.622976,54.622976,,38.67168,38.67168,,2.297802,2.297802,,2.427882,2.427882,,3.306127,3.306127,,0.204248,0.204248,,1.261416,1.261416,,93.391911,93.391911,,6.608089,6.608089,,11.314431,11.314431,,0,0,1,0
1778,2017Q1,PUNJAB NATIONAL BANK,5.891861,5.27211,1.307341,8.511264,7.596113,1.789055,35.805593,39.171272,206.765824,106.055429,95.436713,3.871334,3.343631,2.356151,-32.395481,2.708029,2.409041,0.511824,4.431486,3.162878,-67.204821,0.306227,0.194081,-0.587735,2.524149,2.133767,-0.587735,83.696682,84.080038,97.571201,16.303318,15.919962,2.428799,9.880786,9.640714,1.192038,0,0,1,0
1779,2017Q1,STATE BANK OF BIKANER AND JAIPUR,6.187832,6.187832,,25.704459,25.704459,,54.773371,54.773371,,60.185366,60.185366,,-12.946465,-12.946465,,8.083597,8.083597,,-19.732047,-19.732047,,-1.210688,-1.210688,,1.718391,1.718391,,86.6061,86.6061,,13.3939,13.3939,,13.33117,13.33117,,0,0,1,0
1780,2017Q1,STATE BANK OF HYDERABAD,6.654265,6.654265,,8.93442,8.93442,,49.036162,49.036162,,68.252333,68.252333,,-18.294387,-18.294387,,2.575627,2.575627,,-26.126712,-26.126712,,-1.662515,-1.662515,,1.752612,1.752612,,87.334866,87.334866,,12.665134,12.665134,,10.658036,10.658036,,0,0,1,0
1781,2017Q1,STATE BANK OF INDIA,24.11532,21.857184,7.091224,35.542056,34.162064,10.996364,196.677096,190.783932,97.640416,299.688548,305.781636,499.76554,15.249752,19.873544,106.5689,12.33798,12.040096,4.964992,18.407856,22.2572,50.707332,1.453524,1.7157,3.324708,8.84424,8.321152,5.110928,332.64946,332.710428,333.853584,67.35054,67.289572,66.146416,51.877584,50.212784,18.998068,0,0,1,0
1782,2017Q1,STATE BANK OF MYSORE,6.620805,6.620805,,9.539919,9.539919,,68.130532,68.130532,,51.080615,51.080615,,-25.628803,-25.628803,,2.615169,2.615169,,-41.228321,-41.228321,,-2.329372,-2.329372,,1.060718,1.060718,,87.235377,87.235377,,12.764623,12.764623,,17.255687,17.255687,,0,0,1,0
1783,2017Q1,STATE BANK OF PATIALA,6.872585,6.872585,,9.390119,9.390119,,61.129235,61.129235,,64.710716,64.710716,,-31.891147,-31.891147,,2.180172,2.180172,,-46.091308,-46.091308,,-2.85497,-2.85497,,1.160368,1.160368,,86.809344,86.809344,,13.190656,13.190656,,13.145663,13.145663,,0,0,1,0
1784,2017Q1,STATE BANK OF TRAVANCORE,6.581003,6.581003,,9.008726,9.008726,,61.634135,61.634135,,61.342727,61.342727,,-19.53372,-19.53372,,2.30233,2.30233,,-35.662619,-35.662619,,-1.779692,-1.779692,,1.242964,1.242964,,86.552699,86.552699,,13.447301,13.447301,,14.504207,14.504207,,0,0,1,0
1785,2017Q1,SYNDICATE BANK,6.398051,5.949788,2.507682,9.064932,8.206875,2.422127,57.00207,56.507616,21.667358,61.891186,62.860963,242.628856,2.022363,1.356511,-16.552126,2.544679,2.239027,0.17842,3.629103,2.54295,154.289502,0.188007,0.116021,-0.449263,1.503644,1.368277,0.305287,86.728866,86.934005,92.451394,13.271134,13.065995,7.548606,14.821831,14.337765,1.318404,0,0,1,0
1786,2017Q1,UCO BANK,6.390357,5.971875,1.580319,9.463764,8.614739,2.378166,52.779499,50.666893,17.742888,68.289201,70.361272,166.420667,-10.930563,-10.035998,14.619595,2.137109,2.014025,1.109905,-16.306461,-14.960656,22.450624,-0.904057,-0.772059,0.395461,1.223299,1.220698,1.232538,88.710723,88.53331,83.643522,11.289277,11.46669,16.356478,10.633934,10.415116,4.384159,0,0,1,0
1787,2017Q1,UNION BANK OF INDIA,6.55234,6.268543,2.34371,8.318681,7.882009,2.873844,47.169391,46.422324,-9.802038,78.007566,77.116167,-208.547983,2.534123,1.475658,-35.769367,2.242615,2.148691,1.071485,3.633622,2.184057,1836.451349,0.229374,0.130878,-1.130497,1.762959,1.751464,0.862739,86.43445,86.804903,91.257609,13.56555,13.195097,8.742391,9.535445,9.33544,1.407536,0,0,1,0
1788,2017Q1,UNITED BANK OF INDIA,6.352159,6.352159,,8.348617,8.348617,,62.256811,62.256811,,85.366053,85.366053,,1.889927,1.889927,,1.707045,1.707045,,3.226442,3.226442,,0.162821,0.162821,,1.151867,1.151867,,81.173424,81.173424,,18.826576,18.826576,,13.984058,13.984058,,0,0,1,0
1789,2017Q1,VIJAYA BANK,6.7859,6.7859,,9.463958,9.463958,,53.057519,53.057519,,60.341052,60.341052,,5.34887,5.34887,,2.680635,2.680635,,9.298383,9.298383,,0.506816,0.506816,,1.635047,1.635047,,88.231092,88.231092,,11.768908,11.768908,,12.457562,12.457562,,0,0,1,0
1790,2017Q1,CAPITAL SMALL FINANCE BANK LIMITED,6.151027,6.151027,,9.10088,9.10088,,75.270129,75.270129,,28.136909,28.136909,,6.174558,6.174558,,3.011827,3.011827,,9.524045,9.524045,,0.553134,0.553134,,0.854188,0.854188,,91.834065,91.834065,,8.165935,8.165935,,15.524989,15.524989,,0,0,0,1
1791,2017Q1,EQUITAS SMALL FINANCE BANK LIMITED,7.109205,7.109205,,14.024254,14.024254,,70.785656,70.785656,,42.955849,42.955849,,8.575487,8.575487,,7.63209,7.63209,,5.174031,5.174031,,1.181183,1.181183,,2.542196,2.542196,,80.790239,80.790239,,19.209761,19.209761,,26.190663,26.190663,,0,0,0,1
1792,2017Q1,ESAF SMALL FINANCE BANK LIMITED,0.654312,0.654312,,1.233487,1.233487,,72.92892,72.92892,,80.380699,80.380699,,1.582672,1.582672,,0.557404,0.557404,,0.24954,0.24954,,0.025966,0.025966,,0.295718,0.295718,,60.96877,60.96877,,39.03123,39.03123,,3.765018,3.765018,,0,0,0,1
1793,2017Q2,AB BANK LIMITED,2.277995,2.277995,,4.858771,4.858771,,45.47619,45.47619,,192.931937,192.931937,,51.86863,51.86863,,3.427763,3.427763,,18.515805,18.515805,,8.187618,8.187618,,8.187618,8.187618,,16.534541,16.534541,,83.465459,83.465459,,3.96376,3.96376,,1,0,0,0
1794,2017Q2,ABU DHABI COMMERCIAL BANK PJSC,6.989616,6.989616,,7.213132,7.213132,,44.346789,44.346789,,111.639896,111.639896,,14.636275,14.636275,,1.735099,1.735099,,8.993502,8.993502,,1.20106,1.20106,,1.760504,1.760504,,80.914914,80.914914,,19.085086,19.085086,,9.100472,9.100472,,1,0,0,0
1795,2017Q2,AMERICAN EXPRESS BANKING CORP.,4.66486,4.66486,,5.800174,5.800174,,85.108703,85.108703,,100.089311,100.089311,,9.464263,9.464263,,3.628405,3.628405,,16.346974,16.346974,,2.308848,2.308848,,3.336893,3.336893,,21.753869,21.753869,,78.246131,78.246131,,8.802461,8.802461,,1,0,0,0
1796,2017Q2,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,4.933398,4.933398,,6.816738,6.816738,,64.777256,64.777256,,54.770621,54.770621,,6.454193,6.454193,,3.36259,3.36259,,1.694541,1.694541,,0.349439,0.349439,,1.144539,1.144539,,78.662887,78.662887,,21.337113,21.337113,,19.575692,19.575692,,1,0,0,0
1797,2017Q2,"BANK OF AMERICA , NATIONAL ASSOCIATION",5.097052,5.097052,,6.55865,6.55865,,26.326287,26.326287,,161.220693,161.220693,,31.630701,31.630701,,4.051003,4.051003,,11.591183,11.591183,,2.462923,2.462923,,4.226784,4.226784,,68.706146,68.706146,,31.293854,31.293854,,11.833899,11.833899,,1,0,0,0
1798,2017Q2,BANK OF BAHRAIN & KUWAIT B.S.C.,5.440412,5.440412,,7.243309,7.243309,,47.882133,47.882133,,59.493464,59.493464,,13.383709,13.383709,,2.62508,2.62508,,4.731203,4.731203,,0.995627,0.995627,,1.716965,1.716965,,87.38471,87.38471,,12.61529,12.61529,,10.062145,10.062145,,1,0,0,0
1799,2017Q2,BANK OF CEYLON,6.176778,6.176778,,9.159011,9.159011,,20.139663,20.139663,,130.05589,130.05589,,55.090996,55.090996,,6.534563,6.534563,,11.697473,11.697473,,5.632884,5.632884,,6.298436,6.298436,,79.796175,79.796175,,20.203825,20.203825,,4.530856,4.530856,,1,0,0,0
1800,2017Q2,BANK OF NOVA SCOTIA,3.858432,3.858432,,4.500674,4.500674,,35.128294,35.128294,,151.807321,151.807321,,18.424561,18.424561,,1.500107,1.500107,,4.687171,4.687171,,1.011672,1.011672,,1.842212,1.842212,,72.420178,72.420178,,27.579822,27.579822,,8.624843,8.624843,,1,0,0,0
1801,2017Q2,BARCLAYS BANK PLC,5.428755,5.428755,,7.229604,7.229604,,33.176094,33.176094,,120.725252,120.725252,,19.519558,19.519558,,4.175584,4.175584,,5.560887,5.560887,,1.383553,1.383553,,3.29276,3.29276,,72.156383,72.156383,,27.843617,27.843617,,12.896387,12.896387,,1,0,0,0
1802,2017Q2,BNP PARIBAS,4.787021,4.787021,,6.324732,6.324732,,37.61696,37.61696,,93.050225,93.050225,,14.589414,14.589414,,2.538748,2.538748,,7.101732,7.101732,,0.887792,0.887792,,1.927658,1.927658,,82.225762,82.225762,,17.774238,17.774238,,7.673675,7.673675,,1,0,0,0
1803,2017Q2,CITIBANK N.A,4.291859,4.291859,,8.053248,8.053248,,39.822433,39.822433,,78.738145,78.738145,,24.942712,24.942712,,5.537151,5.537151,,15.473964,15.473964,,2.249383,2.249383,,4.136624,4.136624,,76.099625,76.099625,,23.900375,23.900375,,9.278048,9.278048,,1,0,0,0
1804,2017Q2,COMMONWEALTH BANK OF AUSTRALIA,,,,4.354138,4.354138,,395.556745,395.556745,,0.868086,0.868086,,-295.556745,-295.556745,,4.354138,4.354138,,-12.892333,-12.892333,,-15.756764,-15.756764,,-15.756764,-15.756764,,96.566228,96.566228,,3.433772,3.433772,,160.25543,160.25543,,1,0,0,0
1805,2017Q2,COOPERATIEVE RABOBANK U.A.,5.199853,5.199853,,7.172941,7.172941,,53.39106,53.39106,,32.067854,32.067854,,-10.636356,-10.636356,,3.593227,3.593227,,-2.280954,-2.280954,,-0.765485,-0.765485,,1.837345,1.837345,,90.62187,90.62187,,9.37813,9.37813,,13.338162,13.338162,,1,0,0,0
1806,2017Q2,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,5.073265,5.073265,,6.139118,6.139118,,84.008946,84.008946,,-29.451857,-29.451857,,-126.487741,-126.487741,,3.026091,3.026091,,-24.289127,-24.289127,,-3.640745,-3.640745,,0.201588,0.201588,,110.836351,110.836351,,-10.836351,-10.836351,,15.441162,15.441162,,1,0,0,0
1807,2017Q2,CREDIT SUISSE AG,4.553213,4.553213,,7.832059,7.832059,,16.347143,16.347143,,214.354917,214.354917,,33.240053,33.240053,,4.799201,4.799201,,9.872982,9.872982,,3.115197,3.115197,,5.558128,5.558128,,75.15727,75.15727,,24.84273,24.84273,,7.653697,7.653697,,1,0,0,0
1808,2017Q2,"CTBC BANK CO., LTD.",6.064777,6.064777,,7.941593,7.941593,,75.192915,75.192915,,17.21637,17.21637,,16.847971,16.847971,,5.16801,5.16801,,4.008197,4.008197,,1.329932,1.329932,,1.334646,1.334646,,91.176778,91.176778,,8.823222,8.823222,,27.304673,27.304673,,1,0,0,0
1809,2017Q2,DBS BANK INDIA LTD.,5.599098,5.599098,,6.319863,6.319863,,98.814758,98.814758,,36.866526,36.866526,,-4.446205,-4.446205,,1.661871,1.661871,,-2.584471,-2.584471,,-0.268603,-0.268603,,0.02574,0.02574,,86.904269,86.904269,,13.095731,13.095731,,14.439465,14.439465,,1,0,0,0
