,Quarter,Banks,Cost of Funds (annualized)_Domestic Operation,Cost of Funds (annualized)_Global Operation,Cost of Funds (annualized)_Overseas Operation,Yield on Funds (annualized)_Domestic Operation,Yield on Funds (annualized)_Global Operation,Yield on Funds (annualized)_Overseas Operation,Efficiency (Cost Income) Ratio_Domestic Operation,Efficiency (Cost Income) Ratio_Global Operation,Efficiency (Cost Income) Ratio_Overseas Operation,Overhead Efficiency Ratio_Domestic Operation,Overhead Efficiency Ratio_Global Operation,Overhead Efficiency Ratio_Overseas Operation,Profit Margin_Domestic Operation,Profit Margin_Global Operation,Profit Margin_Overseas Operation,Net Interest Margin (NIM) (annualized)_Domestic Operation,Net Interest Margin (NIM) (annualized)_Global Operation,Net Interest Margin (NIM) (annualized)_Overseas Operation,Return on Equity (annualized)_Domestic Operation,Return on Equity (annualized)_Global Operation,Return on Equity (annualized)_Overseas Operation,Return on Total Assets (annualized)_Domestic Operation,Return on Total Assets (annualized)_Global Operation,Return on Total Assets (annualized)_Overseas Operation,Operating Profit to Total Working Funds (annualized)_Domestic Operation,Operating Profit to Total Working Funds (annualized)_Global Operation,Operating Profit to Total Working Funds (annualized)_Overseas Operation,Interest Income to Total Income_Domestic Operation,Interest Income to Total Income_Global Operation,Interest Income to Total Income_Overseas Operation,Non-Interest Income to Total Income_Domestic Operation,Non-Interest Income to Total Income_Global Operation,Non-Interest Income to Total Income_Overseas Operation,Staff Expenses to Total Income_Domestic Operation,Staff Expenses to Total Income_Global Operation,Staff Expenses to Total Income_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
0,2012Q2,AB BANK LIMITED,1.864621,,,7.046442,,,42.857143,,,177.777778,,,54.736842,,,5.948296,,,17.482052,,,9.17529,,,9.17529,,,,,,72.982456,,,4.736842,,,1,0,0,0
1,2012Q2,ABU DHABI COMMERCIAL BANK PJSC,8.344901,,,10.801779,,,43.795461,,,18.397213,,,15.08244,,,4.649054,,,5.869524,,,1.458355,,,2.45152,,,,,,3.634576,,,12.912774,,,1,0,0,0
2,2012Q2,AMERICAN EXPRESS BANKING CORP.,10.608585,,,4.669984,,,109.247311,,,98.598509,,,-10.631239,,,-2.027663,,,-13.17925,,,-2.95021,,,-2.105256,,,,,,85.838055,,,16.534089,,,1,0,0,0
3,2012Q2,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,5.296486,,,7.734742,,,144.147465,,,13.618926,,,-16.463196,,,2.622354,,,-6.449413,,,-1.091523,,,-1.140326,,,,,,7.648115,,,31.256732,,,1,0,0,0
4,2012Q2,"BANK OF AMERICA , NATIONAL ASSOCIATION",7.838502,,,9.599857,,,30.613828,,,111.151618,,,26.711552,,,5.360162,,,10.844721,,,2.872294,,,4.902758,,,,,,22.359965,,,12.490417,,,1,0,0,0
5,2012Q2,BANK OF BAHRAIN & KUWAIT B.S.C.,5.521026,,,10.129751,,,28.892187,,,38.238256,,,23.225411,,,6.113554,,,9.215949,,,2.248502,,,4.345046,,,,,,6.973096,,,8.86009,,,1,0,0,0
6,2012Q2,BANK OF CEYLON,5.540868,,,8.869787,,,20.998792,,,107.927373,,,64.300459,,,6.845954,,,11.311454,,,6.162868,,,6.162868,,,,,,18.446172,,,3.665683,,,1,0,0,0
7,2012Q2,BANK OF NOVA SCOTIA,4.158838,,,6.653387,,,11.607142,,,383.0064,,,31.663239,,,2.969709,,,20.025031,,,2.665295,,,4.404519,,,,,,26.321327,,,2.65827,,,1,0,0,0
8,2012Q2,BARCLAYS BANK PLC,7.594092,,,9.635661,,,50.246088,,,74.682843,,,14.809036,,,3.655492,,,7.22042,,,1.569795,,,2.561627,,,,,,18.557995,,,12.96052,,,1,0,0,0
9,2012Q2,BNP PARIBAS,7.696706,,,9.008358,,,62.166344,,,50.933416,,,13.993083,,,4.461246,,,6.964589,,,1.266288,,,2.018082,,,,,,18.663778,,,11.819253,,,1,0,0,0
10,2012Q2,CITIBANK N.A,5.002083,,,8.816994,,,42.40113,,,70.012774,,,25.67711,,,5.069891,,,16.97526,,,2.0552,,,3.033677,,,,,,19.534487,,,10.237585,,,1,0,0,0
11,2012Q2,COMMONWEALTH BANK OF AUSTRALIA,1.911021,,,8.326426,,,133.746776,,,19.067036,,,-32.444064,,,7.736764,,,-4.844988,,,-3.344293,,,-3.296284,,,,,,24.131378,,,49.976713,,,1,0,0,0
12,2012Q2,COOPERATIEVE RABOBANK U.A.,1.955896,,,10.62291,,,66.895018,,,13.903568,,,16.439093,,,10.394658,,,1.9188,,,1.688807,,,3.191029,,,,,,9.119175,,,38.418671,,,1,0,0,0
13,2012Q2,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,6.264813,,,8.068007,,,41.714651,,,71.587423,,,18.839828,,,3.041717,,,5.837866,,,1.543075,,,2.211154,,,,,,13.831679,,,10.638613,,,1,0,0,0
14,2012Q2,CREDIT SUISSE AG,5.195905,,,8.237732,,,19.655967,,,209.568913,,,38.461224,,,5.011814,,,9.465692,,,4.388787,,,6.650617,,,,,,29.881897,,,10.344541,,,1,0,0,0
15,2012Q2,"CTBC BANK CO., LTD.",9.754592,,,10.776785,,,35.632527,,,39.152629,,,28.211736,,,7.348322,,,6.910739,,,3.154511,,,5.135514,,,,,,9.954575,,,15.7319,,,1,0,0,0
16,2012Q2,DBS BANK INDIA LTD.,4.977861,,,8.395999,,,43.423193,,,-3.633343,,,8.270821,,,3.532803,,,7.368023,,,0.495698,,,1.413846,,,,,,-0.657846,,,8.505976,,,1,0,0,0
17,2012Q2,DEUTSCHE BANK AG,6.349029,,,10.837019,,,35.16735,,,88.963009,,,28.427477,,,8.062174,,,15.210951,,,3.061849,,,5.609868,,,,,,25.301995,,,13.829826,,,1,0,0,0
18,2012Q2,FIRSTRAND BANK LTD,5.41508,,,8.928434,,,116.712895,,,28.629151,,,-12.159341,,,5.685677,,,-3.155216,,,-1.298662,,,-1.298662,,,,,,24.217092,,,46.230204,,,1,0,0,0
19,2012Q2,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,4.987615,,,8.390406,,,38.230668,,,95.340685,,,27.521916,,,4.965455,,,16.438644,,,2.258521,,,3.52416,,,,,,25.341213,,,11.680869,,,1,0,0,0
20,2012Q2,HSBC BANK OMAN S.A.O.G.,5.317894,,,10.876105,,,84.143223,,,17.021277,,,112.832551,,,6.249563,,,28.070175,,,9.297602,,,0.799516,,,,,,8.763693,,,11.580595,,,1,0,0,0
21,2012Q2,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,0,,,9.420226,,,30.67009,,,61.465374,,,64.085312,,,9.420226,,,7.409707,,,6.569379,,,7.107002,,,,,,18.851485,,,16.065039,,,1,0,0,0
22,2012Q2,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,5.681856,,,8.340195,,,16.670715,,,184.937376,,,32.290426,,,4.692507,,,12.409344,,,2.970705,,,4.985584,,,,,,20.049866,,,6.460141,,,1,0,0,0
23,2012Q2,KBC BANK NV,2.684636,,,5.639869,,,21.525215,,,209.714286,,,-1.109632,,,3.311891,,,-0.458752,,,-0.083309,,,4.252093,,,,,,32.578784,,,9.986684,,,1,0,0,0
24,2012Q2,KRUNG THAI BANK PUBLIC COMPANY LIMITED,6.741949,,,8.657886,,,35.199816,,,45.205927,,,22.689173,,,4.892249,,,8.015558,,,1.936701,,,3.357875,,,,,,9.66007,,,6.221187,,,1,0,0,0
25,2012Q2,MASHREQ BANK PSC,0.22082,,,6.144445,,,31.903006,,,195.912079,,,38.681347,,,6.025448,,,8.61465,,,4.874558,,,8.518384,,,,,,62.042383,,,13.472767,,,1,0,0,0
26,2012Q2,MIZUHO BANK LTD,1.426796,,,7.429998,,,12.812519,,,207.590789,,,55.966344,,,6.954938,,,7.589653,,,4.709697,,,6.983098,,,,,,25.32773,,,5.80387,,,1,0,0,0
27,2012Q2,MUFG Bank Ltd,3.226588,,,7.767844,,,15.34519,,,60.040241,,,40.374244,,,5.758804,,,10.807596,,,2.987232,,,4.756879,,,,,,6.997139,,,5.834076,,,1,0,0,0
28,2012Q2,NATIONAL AUSTRALIA BANK,,,,9.795397,,,125.075643,,,0,,,-25.075643,,,9.795397,,,-2.284356,,,-2.267333,,,-2.267333,,,,,,0,,,97.899453,,,1,0,0,0
29,2012Q2,NatWest Markets Plc,5.858767,,,9.1808,,,53.701542,,,90.069542,,,17.947978,,,4.908574,,,17.259136,,,2.230055,,,3.969036,,,,,,33.372064,,,18.999434,,,1,0,0,0
30,2012Q2,SBERBANK,,,,9.298736,,,86.516135,,,0,,,13.483865,,,9.298736,,,1.215791,,,1.206433,,,1.206433,,,,,,0,,,55.534589,,,1,0,0,0
31,2012Q2,SBM BANK (INDIA) LTD.,12.503845,,,11.817155,,,21.873237,,,170.439913,,,15.756859,,,4.181981,,,8.290579,,,2.027276,,,4.687046,,,,,,17.379598,,,5.069288,,,1,0,0,0
32,2012Q2,SHINHAN BANK,8.42969,,,10.733446,,,21.063128,,,70.75979,,,28.033235,,,6.308012,,,9.589475,,,3.043459,,,5.366242,,,,,,9.332663,,,5.257891,,,1,0,0,0
33,2012Q2,SOCIETE GENERALE,6.369396,,,9.189752,,,41.146211,,,11.83334,,,23.625162,,,4.563012,,,7.592025,,,2.087063,,,2.646439,,,,,,2.478357,,,10.592641,,,1,0,0,0
34,2012Q2,SONALI BANK,2.256034,,,8.049546,,,31.267844,,,265.0434,,,62.336568,,,6.345351,,,82.175549,,,14.325783,,,15.100966,,,,,,79.229007,,,16.319585,,,1,0,0,0
35,2012Q2,STANDARD CHARTERED BANK,6.580832,,,10.723176,,,37.638863,,,89.61747,,,22.453284,,,5.766085,,,17.094953,,,1.935267,,,3.422543,,,,,,21.488635,,,11.24111,,,1,0,0,0
36,2012Q2,UBS AG,7.145083,,,9.804226,,,50.391203,,,-79.815359,,,15.017668,,,5.932819,,,2.737369,,,0.672448,,,1.159973,,,,,,-21.00265,,,10.236307,,,1,0,0,0
37,2012Q2,UNITED OVERSEAS BANK LTD,0,,,9.666597,,,71.724138,,,0.750843,,,17.040802,,,9.666597,,,1.684727,,,1.579446,,,2.62078,,,,,,0.538536,,,23.816458,,,1,0,0,0
38,2012Q2,WOORI BANK,0.670143,,,6.671899,,,91.483811,,,7.575868,,,8.450891,,,6.616963,,,0.6311,,,0.588658,,,0.588658,,,,,,6.877552,,,24.761842,,,1,0,0,0
39,2012Q2,AXIS BANK LIMITED,8.49477,,,10.566537,,,47.202477,,,77.807895,,,12.091895,,,3.503653,,,15.272694,,,1.378559,,,2.642465,,,,,,16.140359,,,7.796961,,,0,1,0,0
40,2012Q2,CITY UNION BANK LIMITED,9.213271,,,11.797381,,,42.664477,,,73.136592,,,13.353079,,,3.232582,,,22.140332,,,1.629792,,,2.479118,,,,,,11.054107,,,6.740008,,,0,1,0,0
41,2012Q2,CSB BANK LIMITED,8.450477,,,11.072897,,,81.932729,,,24.046772,,,1.308732,,,2.778042,,,3.071252,,,0.142098,,,0.576046,,,,,,5.798878,,,17.568272,,,0,1,0,0
42,2012Q2,DCB BANK LIMITED,8.766001,,,10.709174,,,72.411912,,,41.789696,,,7.837367,,,3.206132,,,8.699227,,,0.850623,,,1.116921,,,,,,11.497016,,,13.643899,,,0,1,0,0
43,2012Q2,FEDERAL BANK LTD,8.124482,,,10.85605,,,44.421723,,,46.127859,,,11.948966,,,3.427156,,,13.472424,,,1.272243,,,2.172541,,,,,,7.523737,,,9.252531,,,0,1,0,0
44,2012Q2,HDFC BANK LTD.,7.895807,,,10.767186,,,48.734014,,,62.524696,,,14.733029,,,4.682537,,,18.243187,,,1.650149,,,3.015286,,,,,,16.007885,,,10.467194,,,0,1,0,0
45,2012Q2,ICICI BANK LIMITED,7.791348,,,9.968392,,,46.338234,,,81.518445,,,13.34668,,,3.311803,,,8.979827,,,1.392921,,,2.494431,,,,,,16.783221,,,9.568293,,,0,1,0,0
46,2012Q2,IDBI BANK LIMITED,8.905691,,,10.031906,,,38.447858,,,72.190147,,,5.616031,,,2.000702,,,7.596774,,,0.560035,,,1.615888,,,,,,7.116756,,,4.763798,,,0,1,1,0
47,2012Q2,INDUSIND BANK LTD,10.120216,,,12.31463,,,49.677694,,,79.924688,,,12.110612,,,3.65276,,,19.010304,,,1.589471,,,2.718176,,,,,,16.340781,,,7.820462,,,0,1,0,0
48,2012Q2,ING VYSYA BANK LTD,9.336918,,,10.953742,,,58.091999,,,57.232991,,,9.593125,,,3.209865,,,12.763696,,,1.097245,,,1.836248,,,,,,12.7366,,,13.316085,,,0,1,0,0
49,2012Q2,JAMMU & KASHMIR BANK LTD,7.607466,,,10.56188,,,34.502609,,,42.914924,,,15.310097,,,3.839657,,,22.905845,,,1.62307,,,2.786897,,,,,,5.942894,,,8.848465,,,0,1,0,0
50,2012Q2,KARNATAKA BANK LTD,8.597389,,,10.638793,,,46.74451,,,61.587448,,,8.439186,,,2.678196,,,12.585033,,,0.909987,,,1.842507,,,,,,9.237042,,,8.635785,,,0,1,0,0
51,2012Q2,KARUR VYSYA BANK LTD,9.491697,,,11.585166,,,43.419112,,,67.140116,,,13.151276,,,2.924547,,,20.906508,,,1.533015,,,2.128908,,,,,,9.409613,,,6.751104,,,0,1,0,0
52,2012Q2,KOTAK MAHINDRA BANK LTD.,8.614723,,,11.772547,,,53.413287,,,46.909064,,,13.731186,,,4.676423,,,14.000262,,,1.692779,,,2.687225,,,,,,11.723463,,,12.472215,,,0,1,0,0
53,2012Q2,LAKSHMI VILAS BANK LTD,9.708415,,,11.67377,,,61.44112,,,55.565771,,,2.977602,,,2.229571,,,5.731579,,,0.338667,,,1.157235,,,,,,9.008589,,,8.233485,,,0,1,0,0
54,2012Q2,NAINITAL BANK LTD,7.432898,,,11.136836,,,40.200504,,,36.284666,,,17.431981,,,4.302967,,,19.234704,,,1.889376,,,2.75042,,,,,,6.189911,,,11.500254,,,0,1,0,0
55,2012Q2,RBL BANK LIMITED,9.001308,,,10.769546,,,55.722636,,,53.842959,,,11.676878,,,3.448137,,,8.176282,,,1.355,,,2.066569,,,,,,12.067465,,,13.724365,,,0,1,0,0
56,2012Q2,SOUTH INDIAN BANK LTD,8.515564,,,11.280496,,,44.170615,,,48.007041,,,10.751311,,,3.101296,,,22.139132,,,1.209119,,,2.039006,,,,,,6.888994,,,8.752552,,,0,1,0,0
57,2012Q2,TAMILNAD MERCANTILE BANK LTD,9.299985,,,12.314215,,,44.143638,,,49.522319,,,14.09025,,,4.212444,,,22.579532,,,1.791158,,,2.836965,,,,,,8.734443,,,10.815795,,,0,1,0,0
58,2012Q2,THE DHANALAKSHMI BANK LTD,9.010637,,,11.111923,,,110.40625,,,18.331918,,,-4.399309,,,2.463347,,,-8.811298,,,-0.457158,,,-0.284549,,,,,,5.325768,,,15.039882,,,0,1,0,0
59,2012Q2,YES BANK LTD.,9.314768,,,11.208672,,,39.548067,,,95.819476,,,13.343144,,,2.805704,,,24.279777,,,1.540172,,,2.437765,,,,,,13.249787,,,7.137437,,,0,1,0,0
60,2012Q2,ALLAHABAD BANK,8.131737,,,11.072419,,,41.30806,,,46.904817,,,10.544814,,,3.225689,,,18.652446,,,1.139889,,,2.142529,,,,,,6.543,,,9.227851,,,0,0,1,0
61,2012Q2,ANDHRA BANK,8.019563,,,10.846265,,,40.097598,,,50.066903,,,10.777667,,,3.260944,,,19.11954,,,1.157365,,,2.249862,,,,,,7.021583,,,8.839159,,,0,0,1,0
62,2012Q2,BANK OF BARODA,7.625307,,,10.410659,,,41.5083,,,50.61839,,,10.819007,,,3.209098,,,12.861726,,,1.079596,,,2.105138,,,,,,7.578021,,,8.749181,,,0,0,1,0
63,2012Q2,BANK OF INDIA,7.904333,,,10.310903,,,46.272159,,,65.419742,,,8.827365,,,2.579502,,,12.336259,,,0.87349,,,1.720583,,,,,,9.796653,,,8.476703,,,0,0,1,0
64,2012Q2,BANK OF MAHARASHTRA,7.442644,,,10.058499,,,46.955646,,,45.884328,,,6.334571,,,3.212631,,,13.385541,,,0.632378,,,1.981953,,,,,,8.063931,,,11.702885,,,0,0,1,0
65,2012Q2,CANARA BANK,8.281332,,,10.315163,,,45.664107,,,60.50786,,,8.233306,,,2.225531,,,12.90909,,,0.834718,,,1.517317,,,,,,7.610458,,,8.205135,,,0,0,1,0
66,2012Q2,CENTRAL BANK OF INDIA,7.91416,,,10.424202,,,53.363216,,,35.534293,,,5.972466,,,2.708265,,,10.188425,,,0.562606,,,1.327698,,,,,,5.730865,,,11.393818,,,0,0,1,0
67,2012Q2,CORPORATION BANK,8.374583,,,9.996266,,,41.004924,,,70.36613,,,9.306551,,,2.213673,,,16.967069,,,0.947876,,,1.714864,,,,,,8.240843,,,6.007992,,,0,0,1,0
68,2012Q2,DENA BANK,16.57993,,,21.769613,,,39.259451,,,47.8827,,,10.471458,,,6.235802,,,26.539752,,,1.476824,,,2.833956,,,,,,6.218928,,,7.555008,,,0,0,1,0
69,2012Q2,IDBI BANK LIMITED,8.905691,,,10.031906,,,38.447858,,,72.190147,,,5.616031,,,2.000702,,,7.596774,,,0.560035,,,1.615888,,,,,,7.116756,,,4.763798,,,0,1,1,0
70,2012Q2,INDIAN BANK,7.50807,,,10.602727,,,39.44108,,,39.683022,,,12.200561,,,3.602788,,,15.621192,,,1.260427,,,2.370737,,,,,,5.931198,,,10.324773,,,0,0,1,0
71,2012Q2,INDIAN OVERSEAS BANK,8.168178,,,10.586791,,,51.077971,,,48.524453,,,2.801539,,,2.704142,,,4.842369,,,0.28758,,,1.438913,,,,,,7.763532,,,10.569914,,,0,0,1,0
72,2012Q2,ORIENTAL BANK OF COMMERCE,8.275992,,,10.530468,,,41.632637,,,64.195732,,,7.030213,,,2.760715,,,10.979291,,,0.736934,,,1.997997,,,,,,8.7278,,,7.994572,,,0,0,1,0
73,2012Q2,PUNJAB AND SIND BANK,8.720705,,,10.551626,,,61.046211,,,30.938709,,,1.302932,,,2.213642,,,2.241964,,,0.130732,,,0.963816,,,,,,4.657413,,,10.984042,,,0,0,1,0
74,2012Q2,PUNJAB NATIONAL BANK,7.343262,,,10.79668,,,40.373459,,,40.430075,,,10.551101,,,3.875322,,,16.693624,,,1.106245,,,2.506187,,,,,,6.543662,,,10.783722,,,0,0,1,0
75,2012Q2,STATE BANK OF BIKANER AND JAIPUR,7.506712,,,11.128652,,,42.099154,,,45.03725,,,8.436635,,,3.985558,,,15.963316,,,0.923268,,,2.583729,,,,,,7.731232,,,11.431449,,,0,0,1,0
76,2012Q2,STATE BANK OF HYDERABAD,8.101086,,,10.901849,,,42.237288,,,43.936305,,,10.421928,,,3.498759,,,20.094688,,,1.118745,,,2.27689,,,,,,6.814452,,,10.337859,,,0,0,1,0
77,2012Q2,STATE BANK OF INDIA,27.775248,,,41.608968,,,183.807696,,,206.323928,,,41.662524,,,15.776752,,,61.091724,,,4.147604,,,9.568192,,,,,,42.151468,,,53.073376,,,0,0,1,0
78,2012Q2,STATE BANK OF MYSORE,7.653837,,,10.623086,,,47.646487,,,48.316216,,,2.539888,,,3.250037,,,3.955466,,,0.265601,,,1.992791,,,,,,8.382392,,,10.005956,,,0,0,1,0
79,2012Q2,STATE BANK OF PATIALA,7.878788,,,10.900781,,,46.253687,,,42.7318,,,8.82207,,,3.019174,,,18.296696,,,0.931352,,,1.833559,,,,,,6.387051,,,9.418321,,,0,0,1,0
80,2012Q2,STATE BANK OF TRAVANCORE,8.063661,,,10.421354,,,49.232137,,,54.352881,,,8.092536,,,2.477414,,,21.6152,,,0.83617,,,1.565853,,,,,,7.991357,,,9.163544,,,0,0,1,0
81,2012Q2,SYNDICATE BANK,7.831015,,,10.580739,,,49.090547,,,30.735994,,,8.187771,,,3.243291,,,13.1034,,,0.836802,,,1.781145,,,,,,5.165527,,,11.523771,,,0,0,1,0
82,2012Q2,UCO BANK,8.510528,,,10.916671,,,39.151418,,,45.271292,,,8.048447,,,2.710397,,,16.358565,,,0.845554,,,1.831142,,,,,,5.077067,,,7.556354,,,0,0,1,0
83,2012Q2,UNION BANK OF INDIA,7.747578,,,10.307157,,,46.174131,,,47.477003,,,7.513294,,,3.065069,,,12.973876,,,0.767908,,,1.933822,,,,,,7.705994,,,10.557151,,,0,0,1,0
84,2012Q2,UNITED BANK OF INDIA,7.415869,,,9.918936,,,39.245112,,,61.031031,,,6.95818,,,2.968851,,,12.238304,,,0.692577,,,2.175018,,,,,,8.614813,,,9.039887,,,0,0,1,0
85,2012Q2,VIJAYA BANK,8.293055,,,10.066219,,,55.188285,,,38.462834,,,4.799961,,,2.084693,,,8.415552,,,0.46431,,,1.079383,,,,,,5.285693,,,8.598314,,,0,0,1,0
86,2012Q3,AB BANK LIMITED,1.980087,,,7.928892,,,40.901639,,,188.977956,,,56.372166,,,6.536616,,,19.998415,,,9.837631,,,9.837631,,,,,,73.729476,,,4.300235,,,1,0,0,0
87,2012Q3,ABU DHABI COMMERCIAL BANK PJSC,8.097907,,,10.433207,,,40.524406,,,26.463253,,,17.512961,,,4.482729,,,6.661609,,,1.677524,,,2.607251,,,,,,4.907889,,,11.288294,,,1,0,0,0
88,2012Q3,AMERICAN EXPRESS BANKING CORP.,10.43966,,,4.676734,,,105.562108,,,100.833488,,,-9.506697,,,-1.74425,,,-12.384292,,,-2.752115,,,-1.329274,,,,,,86.03851,,,16.275486,,,1,0,0,0
89,2012Q3,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,6.101852,,,8.69275,,,128.522984,,,13.866901,,,-21.4817,,,3.001486,,,-10.217974,,,-1.531396,,,-0.794835,,,,,,6.96664,,,27.734001,,,1,0,0,0
90,2012Q3,"BANK OF AMERICA , NATIONAL ASSOCIATION",6.873244,,,9.033192,,,36.048775,,,61.803596,,,24.439233,,,5.301293,,,8.610104,,,2.304944,,,3.898217,,,,,,14.400572,,,14.977717,,,1,0,0,0
91,2012Q3,BANK OF BAHRAIN & KUWAIT B.S.C.,5.896628,,,10.039911,,,29.437526,,,43.53536,,,10.838652,,,5.832054,,,4.18292,,,1.070256,,,4.277152,,,,,,7.867051,,,9.071075,,,1,0,0,0
92,2012Q3,BANK OF CEYLON,5.134201,,,9.264625,,,20.855641,,,94.583578,,,58.835567,,,7.370811,,,10.488007,,,5.633563,,,6.282397,,,,,,16.353152,,,4.08473,,,1,0,0,0
93,2012Q3,BANK OF NOVA SCOTIA,4.262202,,,6.69382,,,12.891301,,,318.894749,,,28.019584,,,2.929873,,,17.196223,,,2.28581,,,4.044844,,,,,,23.40363,,,3.059634,,,1,0,0,0
94,2012Q3,BARCLAYS BANK PLC,7.178927,,,8.846705,,,102.909061,,,-8.645197,,,-10.092684,,,3.173737,,,-3.53766,,,-0.798959,,,-0.150512,,,,,,-3.019411,,,17.279712,,,1,0,0,0
95,2012Q3,BNP PARIBAS,7.396358,,,9.039999,,,60.588928,,,43.340369,,,14.389352,,,4.690166,,,6.751399,,,1.256148,,,2.043159,,,,,,15.59446,,,12.658633,,,1,0,0,0
96,2012Q3,CITIBANK N.A,5.226193,,,9.061817,,,44.955036,,,54.866491,,,23.859116,,,5.173344,,,15.588154,,,1.905781,,,2.807223,,,,,,15.748033,,,9.77401,,,1,0,0,0
97,2012Q3,COMMONWEALTH BANK OF AUSTRALIA,2.190426,,,8.302008,,,130.248834,,,18.143131,,,-28.955898,,,7.54642,,,-4.373633,,,-2.851818,,,-2.769728,,,,,,21.95262,,,49.987961,,,1,0,0,0
98,2012Q3,COOPERATIEVE RABOBANK U.A.,3.603166,,,10.33288,,,63.881372,,,29.226568,,,18.882838,,,9.81588,,,2.553847,,,2.087463,,,3.828836,,,,,,17.903419,,,32.628116,,,1,0,0,0
99,2012Q3,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,6.149537,,,8.389846,,,41.109799,,,33.785382,,,18.065884,,,3.671844,,,5.218998,,,1.460641,,,2.258635,,,,,,6.593605,,,10.38049,,,1,0,0,0
100,2012Q3,CREDIT SUISSE AG,6.693311,,,8.886965,,,21.149171,,,240.21802,,,30.859119,,,4.782554,,,8.705145,,,3.876718,,,6.965076,,,,,,35.722169,,,10.810863,,,1,0,0,0
101,2012Q3,"CTBC BANK CO., LTD.",8.980361,,,11.039383,,,37.566491,,,51.457973,,,13.951143,,,7.605181,,,3.618732,,,1.672512,,,5.486266,,,,,,14.16945,,,16.049949,,,1,0,0,0
102,2012Q3,DBS BANK INDIA LTD.,5.161462,,,8.532175,,,45.171828,,,-6.051818,,,8.792568,,,3.51577,,,8.038648,,,0.540956,,,1.367998,,,,,,-1.108637,,,8.455234,,,1,0,0,0
103,2012Q3,DEUTSCHE BANK AG,5.902999,,,10.510471,,,34.619606,,,90.965428,,,30.350731,,,7.856328,,,15.988332,,,3.274374,,,5.704468,,,,,,25.573117,,,12.789058,,,1,0,0,0
104,2012Q3,FIRSTRAND BANK LTD,5.840284,,,8.975608,,,111.861581,,,38.50398,,,-8.724828,,,5.498853,,,-2.513931,,,-1.052563,,,-1.052563,,,,,,31.671286,,,43.397419,,,1,0,0,0
105,2012Q3,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,5.144937,,,8.569453,,,41.099405,,,77.735524,,,25.703239,,,5.021761,,,14.965489,,,2.058738,,,3.186025,,,,,,21.576021,,,11.833835,,,1,0,0,0
106,2012Q3,HSBC BANK OMAN S.A.O.G.,5.928261,,,10.440435,,,84.177215,,,16.165414,,,65.095986,,,5.377809,,,14.62008,,,4.998803,,,0.670081,,,,,,7.504363,,,12.914485,,,1,0,0,0
107,2012Q3,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,4.756555,,,9.047814,,,35.080804,,,24.625554,,,41.988883,,,8.856414,,,4.559082,,,3.80595,,,5.756248,,,,,,8.471575,,,19.778059,,,1,0,0,0
108,2012Q3,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,5.864603,,,7.944373,,,16.051242,,,245.834575,,,31.834914,,,4.145797,,,12.347943,,,3.071534,,,5.209776,,,,,,25.380769,,,6.256166,,,1,0,0,0
109,2012Q3,KBC BANK NV,2.694069,,,5.888568,,,23.887974,,,167.586207,,,4.393009,,,3.549915,,,1.704456,,,0.319278,,,3.965223,,,,,,28.696268,,,9.943316,,,1,0,0,0
110,2012Q3,KRUNG THAI BANK PUBLIC COMPANY LIMITED,6.649454,,,8.685095,,,35.289187,,,44.047948,,,21.994422,,,4.77527,,,7.966817,,,1.891199,,,3.289507,,,,,,9.1896,,,5.602038,,,1,0,0,0
111,2012Q3,MASHREQ BANK PSC,0.202824,,,5.741563,,,29.399017,,,224.724247,,,39.01445,,,5.628569,,,8.820969,,,4.918152,,,8.839726,,,,,,65.619708,,,12.089486,,,1,0,0,0
112,2012Q3,MIZUHO BANK LTD,1.90755,,,7.399826,,,12.130292,,,231.78995,,,45.493552,,,6.757076,,,6.588169,,,4.017879,,,7.261996,,,,,,26.317297,,,5.650482,,,1,0,0,0
113,2012Q3,MUFG Bank Ltd,3.200849,,,7.111467,,,19.541109,,,96.62803,,,36.760375,,,5.106789,,,10.206896,,,2.754464,,,4.572718,,,,,,14.321731,,,8.489514,,,1,0,0,0
114,2012Q3,NATIONAL AUSTRALIA BANK,,,,9.251176,,,160.981225,,,0,,,-60.981225,,,9.251176,,,-5.269407,,,-5.208297,,,-5.208297,,,,,,0,,,106.316928,,,1,0,0,0
115,2012Q3,NatWest Markets Plc,5.952886,,,8.980363,,,54.665472,,,85.418875,,,15.500942,,,4.684546,,,13.571668,,,1.792986,,,3.522132,,,,,,31.363512,,,18.080554,,,1,0,0,0
116,2012Q3,SBERBANK,,,,8.949582,,,92.562759,,,0,,,7.437241,,,8.949582,,,0.642995,,,0.638232,,,0.638232,,,,,,0,,,59.677472,,,1,0,0,0
