,Quarter,Banks,Gross Advances_Domestic Operation,Gross NPAs_Domestic Operation,Gross NPAs to Gross Advances (%)_Domestic Operation,Food Credit - Gross Advances_Domestic Operation,Food Credit - GNPAs_Domestic Operation,Food Credit - GNPA Ratio_Domestic Operation,Non-Food Credit - Gross Advances_Domestic Operation,Non-Food Credit - GNPAs_Domestic Operation,Non-Food Credit - GNPA Ratio_Domestic Operation,Agriculture and Allied Activities - Gross Advances_Domestic Operation,Agriculture and Allied Activities - Gross NPAs_Domestic Operation,Agriculture and Allied Activities - GNPA Ratio_Domestic Operation,Industry - Gross Advances_Domestic Operation,Industry - Gross NPAs_Domestic Operation,Industry - GNPA Ratio_Domestic Operation,Services - Gross Advances_Domestic Operation,Services  - Gross NPAs_Domestic Operation,Services - GNPA Ratio_Domestic Operation,Retail Loans - Gross Advances_Domestic Operation,Retail Loans - Gross NPAs_Domestic Operation,Retail Loans - GNPA Ratio_Domestic Operation,Other Non-food Credit - Gross Advances_Domestic Operation,Other Non-food Credit - GNPAs_Domestic Operation,Other Non-food Credit - GNPA Ratio_Domestic Operation,Retail Loans - Housing Loans  - Gross Advances_Domestic Operation,Retail Loans - Housing Loans  - GNPAs_Domestic Operation,Retail Loans - Housing Loans  - GNPA Ratio_Domestic Operation,Retail Loans - Vehicle/Auto Loans - Gross Advances_Domestic Operation,Retail Loans - Vehicle/Auto Loans - GNPAs_Domestic Operation,Retail Loans - Vehicle/Auto Loans - GNPA Ratio_Domestic Operation,Retail Loans - Credit Card Receivables - Gross Advances_Domestic Operation,Retail Loans - Credit Card Receivables - GNPAs_Domestic Operation,Retail Loans - Credit Card Receivables - GNPA Ratio_Domestic Operation,Retail Loans - Education - Gross Advances_Domestic Operation,Retail Loans - Education - GNPAs_Domestic Operation,Retail Loans - Education - GNPA Ratio_Domestic Operation,Other Retail Loans - Gross Advances_Domestic Operation,Other Retail Loans - GNPAs_Domestic Operation,Other Retail Loans - GNPA Ratio_Domestic Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
254,2012Q4,UCO BANK,1097062300000,64983300000,5.923392,,,,,,,,,,,,,,,,76947664000,4381728000,5.694426,,,,42825361000,2054126000,4.796518,5618044000,137741000,2.451761,0,0,,,,,28504259000,2189861000,7.68257473383188,0,0,1,0
255,2012Q4,UNION BANK OF INDIA,1780396700000,62106400000,3.488346,,,,18456100000,,,,,,,,,0,,,184946200000,8780700000,4.747705,,,,115817600000,3432500000,2.963712,15839500000,2673200000,16.876795,303700000,34100000,11.228186,18456100000,,,34529300000,2640900000,7.64828710689183,0,0,1,0
256,2012Q4,UNITED BANK OF INDIA,655957000000,29017100000,4.423628,,,,12436100000,,,,,,,,,7270000000,,,111721600000,2242700000,2.007401,,,,56926200000,1070700000,1.880856,5106800000,122500000,2.398762,0,0,,5166100000,,,44522500000,1049500000,2.35723510584536,0,0,1,0
257,2012Q4,VIJAYA BANK,650054178000,18888740000,2.905718,,,,6697900000,,,,,,,,,0,,,125913400000,2774836000,2.203765,,,,43160000000,1171775000,2.714956,20984086000,470326000,2.241346,367900000,97300000,26.447404,6697900000,,,54703514000,1035435000,1.89281258969945,0,0,1,0
258,2013Q1,AB BANK LIMITED,647700000,57400000,8.862128,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
259,2013Q1,ABU DHABI COMMERCIAL BANK PJSC,5198755000,282000,0.005424,,,,607940000,,,,,,,,,607940000,,,137319000,282000,0.205361,,,,41393000,0,0,0,0,,0,0,,0,,,95926000,282000,0.293976606967871,1,0,0,0
260,2013Q1,AMERICAN EXPRESS BANKING CORP.,17230006000,446115000,2.589175,,,,0,,,,,,,,,0,,,17230006000,446115000,2.589175,,,,1658000,0,0,0,0,,17228269000,446115000,2.589436,0,,,79000,0,0,1,0,0,0
261,2013Q1,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,24047600000,280800000,1.167684,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
262,2013Q1,"BANK OF AMERICA , NATIONAL ASSOCIATION",76230005000,0,0,,,,0,,,,,,,,,0,,,11284000,0,0,,,,6197000,0,0,0,0,,0,0,,0,,,5087000,0,0,1,0,0,0
263,2013Q1,BANK OF BAHRAIN & KUWAIT B.S.C.,7255601000,563345000,7.764278,,,,0,,,,,,,,,0,,,194678000,7416000,3.809367,,,,9468000,0,0,2999000,0,0,0,0,,0,,,182211000,7416000,4.07000675041573,1,0,0,0
264,2013Q1,BANK OF CEYLON,1014039000,15135000,1.492546,,,,,,,,,,,,,,,,9333000,6234000,66.795243,,,,0,0,,0,0,,0,0,,,,,9333000,6234000,66.7952426872388,1,0,0,0
265,2013Q1,BANK OF NOVA SCOTIA,77890315000,579419000,0.743891,,,,0,,,,,,,,,0,,,1799000,0,0,,,,0,0,,0,0,,0,0,,0,,,1799000,0,0,1,0,0,0
266,2013Q1,BARCLAYS BANK PLC,88793004000,5542956000,6.242559,,,,0,,,,,,,,,0,,,179460000,26737000,14.898585,,,,114244000,0,0,9188000,1003000,10.916413,0,0,,0,,,56028000,25734000,45.9306061255087,1,0,0,0
267,2013Q1,BNP PARIBAS,77535500000,162600000,0.20971,,,,0,,,,,,,,,0,,,420400000,0,0,,,,0,0,,0,0,,0,0,,0,,,420400000,0,0,1,0,0,0
268,2013Q1,CITIBANK N.A,526288322000,13587404000,2.581741,,,,841000,,,,,,,,,841000,,,199166109000,4206750000,2.112182,,,,64474648000,1231959000,1.910765,4996000,4779000,95.656525,63017503000,1050717000,1.667342,0,,,71668962000,1919295000,2.67800027576791,1,0,0,0
269,2013Q1,COMMONWEALTH BANK OF AUSTRALIA,1652107000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
270,2013Q1,COOPERATIEVE RABOBANK U.A.,5898700000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
271,2013Q1,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,24047921000,5924000,0.024634,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
272,2013Q1,CREDIT SUISSE AG,4550399000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
273,2013Q1,"CTBC BANK CO., LTD.",3019100000,522134000,17.294359,,,,,,,,,,,,,,,,2008000,0,0,,,,0,0,,724000,0,0,0,0,,,,,1284000,0,0,1,0,0,0
274,2013Q1,DBS BANK INDIA LTD.,141111292000,5820327000,4.124636,,,,0,,,,,,,,,0,,,932000,0,0,,,,932000,0,0,0,0,,0,0,,0,,,0,0,0,1,0,0,0
275,2013Q1,DEUTSCHE BANK AG,224998785000,1543845000,0.686157,,,,0,,,,,,,,,0,,,38885335000,150764000,0.387714,,,,34445420000,117551000,0.341267,0,0,,0,0,,0,,,4439915000,33213000,0.748054861410635,1,0,0,0
276,2013Q1,FIRSTRAND BANK LTD,2813699000,220000000,7.818889,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
277,2013Q1,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,358715200000,6408400000,1.786487,,,,0,,,,,,,,,0,,,72167400000,2097700000,2.906714,,,,59850500000,1744600000,2.91493,12500000,0,0,8790900000,304400000,3.462672,0,,,3513500000,48700000,1.38608225416252,1,0,0,0
278,2013Q1,HSBC BANK OMAN S.A.O.G.,51300000,0,0,,,,0,,,,,,,,,0,,,51300000,0,0,,,,0,0,,0,0,,0,0,,0,,,51300000,0,0,1,0,0,0
279,2013Q1,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,3372107000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
280,2013Q1,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,53689250000,244100000,0.454653,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
281,2013Q1,KBC BANK NV,8106000000,502700000,6.201579,,,,0,,,,,,,,,0,,,10400000,0,0,,,,2900000,0,0,0,0,,0,0,,0,,,7500000,0,0,1,0,0,0
282,2013Q1,KRUNG THAI BANK PUBLIC COMPANY LIMITED,160016000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
283,2013Q1,MASHREQ BANK PSC,547365000,6000,0.001096,,,,0,,,,,,,,,0,,,18000,0,0,,,,18000,0,0,0,0,,0,0,,0,,,0,0,0,1,0,0,0
284,2013Q1,MIZUHO BANK LTD,55564893000,1253400000,2.255741,,,,0,,,,,,,,,0,,,63703000,0,0,,,,37548000,0,0,0,0,,0,0,,0,,,26155000,0,0,1,0,0,0
285,2013Q1,MUFG Bank Ltd,68395255000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
286,2013Q1,NATIONAL AUSTRALIA BANK,1635909000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
287,2013Q1,NatWest Markets Plc,127769853000,2795949000,2.18827,,,,235967000,,,,,,,,,235967000,,,5191689000,672195000,12.947521,,,,3264042000,425814000,13.045604,1435000,13000,0.905923,1245805000,98506000,7.907016,0,,,680407000,147862000,21.7314048797264,1,0,0,0
288,2013Q1,SBERBANK,369812000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
289,2013Q1,SBM BANK (INDIA) LTD.,8380225000,349514000,4.170699,,,,0,,,,,,,,,0,,,702044000,0,0,,,,0,0,,0,0,,0,0,,0,,,702044000,0,0,1,0,0,0
290,2013Q1,SHINHAN BANK,12061731000,0,0,,,,,,,,,,,,,,,,38977000,0,0,,,,22478000,0,0,0,0,,0,0,,,,,16499000,0,0,1,0,0,0
291,2013Q1,SOCIETE GENERALE,17576095000,7400000,0.042103,,,,,,,,,,,,,,,,1756000,0,0,,,,0,0,,4000,0,0,0,0,,,,,1752000,0,0,1,0,0,0
292,2013Q1,SONALI BANK,197734000,14948000,7.559651,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
293,2013Q1,STANDARD CHARTERED BANK,648316900000,38800600000,5.98482,,,,0,,,,,,,,,0,,,152388400000,2471800000,1.622039,,,,91036700000,980300000,1.076818,0,0,,18022500000,499800000,2.7732,0,,,43329200000,991700000,2.28875677372303,1,0,0,0
294,2013Q1,SUMITOMO MITSUI BANKING CORPORATION,0,0,,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
295,2013Q1,UBS AG,9741300000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
296,2013Q1,UNITED OVERSEAS BANK LTD,357843000,0,0,,,,,,,,,,,,,,,,0,0,,,,,0,0,,0,0,,0,0,,,,,0,0,0,1,0,0,0
297,2013Q1,WESTPAC BANKING CORPORATION,0,0,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,0,0,,0,0,,,,,0,0,0,1,0,0,0
298,2013Q1,WOORI BANK,329400000,0,0,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
299,2013Q1,AXIS BANK LIMITED,1687251500000,21521200000,1.275518,,,,750200000,,,,,,,,,472200000,,,542415900000,3493300000,0.644026,,,,352605300000,1232100000,0.349428,47127400000,309500000,0.65673,10123010000,122600000,1.211102,278000000,,,132282190000,1829100000,1.38272582272791,0,1,0,0
300,2013Q1,CITY UNION BANK LIMITED,153428800000,1731000000,1.128211,,,,0,,,,,,,,,0,,,11162800000,130200000,1.166374,,,,6926900000,68300000,0.986011,662600000,12900000,1.946876,0,0,,0,,,3573300000,49000000,1.37128144852097,0,1,0,0
301,2013Q1,CSB BANK LIMITED,89759700000,2108700000,2.349273,,,,1343600000,,,,,,,,,0,,,5075600000,161100000,3.174009,,,,3589900000,116700000,3.250787,1083700000,14300000,1.319553,0,0,,1343600000,,,-941600000,30100000,-3.19668649107901,0,1,0,0
302,2013Q1,DCB BANK LIMITED,67529500000,2149800000,3.183498,,,,45100000,,,,,,,,,0,,,33605900000,1251700000,3.724644,,,,6543600000,109400000,1.671863,1301400000,161700000,12.425081,0,0,,45100000,,,25715800000,980600000,3.81321988816214,0,1,0,0
303,2013Q1,FEDERAL BANK LTD,451945800000,15540100000,3.438488,,,,7703200000,,,,,,,,,3397600000,,,133321100000,2439900000,1.830093,,,,50484900000,1439000000,2.850357,4406500000,163200000,3.70362,0,0,,4305600000,,,74124100000,837700000,1.13013176551216,0,1,0,0
304,2013Q1,HDFC BANK LTD.,2317102214000,20480600000,0.883888,,,,348505000,,,,,,,,,291394000,,,793061000000,3283100000,0.413978,,,,167833000000,268000000,0.159683,347104200000,1492900000,0.430101,101141900000,840900000,0.831406,57111000,,,176924789000,681300000,0.385078882304051,0,1,0,0
305,2013Q1,ICICI BANK LIMITED,2248649256000,90509697000,4.02507,,,,689142000,,,,,,,,,415643000,,,707450916000,43564261000,6.15792,,,,514855836000,6052472000,1.175566,91188185000,6987565000,7.662796,36386212000,9416954000,25.880556,273499000,,,64747184000,21107270000,32.5995181504728,0,1,0,0
306,2013Q1,IDBI BANK LIMITED,1884481959000,64499790000,3.42268,,,,19459458000,,,,,,,,,17733435000,,,460072364000,20523996000,4.461036,,,,213266343000,2129643000,0.998584,1543315000,16996000,1.101266,281000,281000,100,1726023000,,,243536402000,18377076000,7.54592572160937,0,1,1,0
307,2013Q1,INDUSIND BANK LTD,446416300000,4577800000,1.025455,,,,12210000,,,,,,,,,600000,,,211346100000,2586775000,1.223952,,,,666600000,27909000,4.186769,207092600000,2394139000,1.156072,3488700000,83190000,2.384556,11610000,,,86590000,81537000,94.164453170112,0,1,0,0
308,2013Q1,ING VYSYA BANK LTD,318915547000,1213947000,0.380648,,,,105783000,,,,,,,,,0,,,61422499000,53465000,0.087045,,,,51437576000,42271000,0.082179,254357000,60000,0.023589,0,0,,105783000,,,9624783000,11134000,0.115680530148056,0,1,0,0
309,2013Q1,JAMMU & KASHMIR BANK LTD,398536500000,6437700000,1.615335,,,,1503900000,,,,,,,,,2200000,,,61571600000,972200000,1.578975,,,,11056000000,317100000,2.868126,9895200000,79600000,0.80443,467700000,55300000,11.823819,1501700000,,,38651000000,520200000,1.34589014514502,0,1,0,0
310,2013Q1,KARNATAKA BANK LTD,254164640000,6388588000,2.513563,,,,4447590000,,,,,,,,,0,,,67155911000,665345000,0.990747,,,,22460754000,205334000,0.91419,8301754000,245963000,2.962784,0,0,,4447590000,,,31945813000,214048000,0.670034598900332,0,1,0,0
311,2013Q1,KARUR VYSYA BANK LTD,297058933000,2858608000,0.962303,,,,1325676000,,,,,,,,,1000,,,40315296000,299644000,0.743251,,,,10837728000,67392000,0.621828,6986372000,86048000,1.231655,0,0,,1325675000,,,21165521000,146204000,0.690764947387782,0,1,0,0
312,2013Q1,KOTAK MAHINDRA BANK LTD.,489099097000,7581069000,1.550007,,,,264400000,,,,,,,,,264400000,,,316201942000,4115392000,1.301508,,,,52781436000,218910000,0.414748,106653270000,2771275000,2.598397,3435880000,80564000,2.344785,0,,,153331356000,1044643000,0.681297698821629,0,1,0,0
313,2013Q1,LAKSHMI VILAS BANK LTD,118922518000,4599078000,3.867289,,,,1190861000,,,,,,,,,0,,,16264295000,235025000,1.445037,,,,2387183000,46809000,1.960847,419274000,5866000,1.399085,0,0,,1190861000,,,12266977000,182350000,1.48651130592321,0,1,0,0
314,2013Q1,NAINITAL BANK LTD,21745532000,672626000,3.093169,,,,170822000,,,,,,,,,0,,,4860418000,81030000,1.667141,,,,2610351000,48658000,1.864041,1203863000,11714000,0.973034,0,0,,170822000,,,875382000,20658000,2.35988402777302,0,1,0,0
315,2013Q1,RBL BANK LIMITED,63952323000,258954000,0.404917,,,,714089000,,,,,,,,,700000000,,,908660000,16833000,1.852508,,,,670915000,9298000,1.385869,208650000,6101000,2.924035,0,0,,14089000,,,15006000,1434000,9.55617752898841,0,1,0,0
316,2013Q1,SOUTH INDIAN BANK LTD,320140350000,4338745000,1.355263,,,,1219000000,,,,,,,,,0,,,77045738000,524927000,0.681319,,,,16115436000,184994000,1.14793,1748356000,10533000,0.602452,0,0,,1219000000,,,57962946000,329400000,0.568294096024726,0,1,0,0
317,2013Q1,TAMILNAD MERCANTILE BANK LTD,163661309000,2144484000,1.310318,,,,1363460000,,,,,,,,,0,,,25147593000,625237000,2.48627,,,,11728855000,95435000,0.813677,2924257000,152922000,5.229431,604000,253000,41.887417,1363460000,,,9130417000,376627000,4.12497041482333,0,1,0,0
318,2013Q1,THE DHANALAKSHMI BANK LTD,78963100000,3802719000,4.815818,,,,468700000,,,,,,,,,0,,,23020464000,692683000,3.008988,,,,2593400000,76575000,2.952688,4264466000,367691000,8.622205,25606000,3069000,11.985472,468700000,,,15668292000,245348000,1.56588861121557,0,1,0,0
319,2013Q1,YES BANK LTD.,470868900000,943200000,0.200311,,,,499500000,,,,,,,,,499500000,,,4605500000,600000,0.013028,,,,338600000,0,0,1437600000,0,0,0,0,,0,,,2829300000,600000,0.0212066588908917,0,1,0,0
320,2013Q1,ALLAHABAD BANK,1246529049000,49618018000,3.980494,,,,18577384000,,,,,,,,,6101214000,,,176544100000,5113300000,2.89633,,,,42963900000,1096000000,2.550979,9832300000,314700000,3.200675,0,0,,12476170000,,,111271730000,3702600000,3.32752982271418,0,0,1,0
321,2013Q1,ANDHRA BANK,1001377500000,37144900000,3.70938,,,,18821600000,,,,,,,,,4554500000,,,143279500000,3163100000,2.207643,,,,62933400000,1474900000,2.343589,4560100000,139000000,3.048179,1084200000,71600000,6.603948,14267100000,,,60434700000,1477600000,2.44495298230983,0,0,1,0
322,2013Q1,BANK OF BARODA,2285570888000,65508233000,2.866165,,,,42224197000,,,,,,,,,22683945000,,,380463605000,6690766000,1.758582,,,,160447636000,2092905000,1.304416,29445387000,701842000,2.383538,0,0,,19540252000,,,171030330000,3896019000,2.27796964433151,0,0,1,0
323,2013Q1,BANK OF INDIA,2040357000000,71520400000,3.505289,,,,52937798000,,,,,,,,,29759093000,,,177943600000,6696000000,3.76299,,,,99152700000,2598500000,2.620705,18574100000,505100000,2.719378,31900000,29400000,92.163009,23178705000,,,37006195000,3563000000,9.6281176705684,0,0,1,0
324,2013Q1,BANK OF MAHARASHTRA,763971838000,11375474000,1.488991,,,,6447074000,,,,,,,,,918192000,,,91015762000,1472059000,1.617367,,,,65769439000,970832000,1.476114,5372517000,170903000,3.18106,469000,290000,61.833689,5528882000,,,14344455000,330034000,2.30077754783991,0,0,1,0
325,2013Q1,CANARA BANK,2287187200000,57863300000,2.529889,,,,62503000000,,,,,,,,,19073000000,,,284593500000,5325900000,1.871406,,,,131330000000,1321300000,1.006092,19120000000,410100000,2.144874,437100000,0,0,43430000000,,,90276400000,3594500000,3.98166076626893,0,0,1,0
326,2013Q1,CENTRAL BANK OF INDIA,1762337100000,84561800000,4.798276,,,,0,,,,,,,,,0,,,222091500000,7518200000,3.385181,,,,76988300000,2657300000,3.451563,10128400000,372000000,3.672841,288600000,52700000,18.260568,0,,,134686200000,4436200000,3.29373016686194,0,0,1,0
327,2013Q1,CORPORATION BANK,1193539965000,20482298000,1.716097,,,,24526912000,,,,,,,,,13024371000,,,251482900000,2273003000,0.90384,,,,81757693000,788143000,0.963999,29305500000,449783000,1.534807,276400000,23824000,8.619392,11502541000,,,128640766000,1011253000,0.786106171040679,0,0,1,0
328,2013Q1,DENA BANK,664568823000,14524485000,2.18555,,,,0,,,,,,,,,0,,,53929521000,1770592000,3.283159,,,,44656593000,1206638000,2.702038,5552883000,110169000,1.983996,0,0,,0,,,3720045000,453785000,12.1983739444012,0,0,1,0
329,2013Q1,IDBI BANK LIMITED,1884481959000,64499790000,3.42268,,,,19459458000,,,,,,,,,17733435000,,,460072364000,20523996000,4.461036,,,,213266343000,2129643000,0.998584,1543315000,16996000,1.101266,281000,281000,100,1726023000,,,243536402000,18377076000,7.54592572160937,0,1,1,0
330,2013Q1,INDIAN BANK,1011300600000,32548000000,3.21843,,,,40976200000,,,,,,,,,5693400000,,,151006166000,3345358000,2.215378,,,,63138774000,462456000,0.732444,5554161000,57491000,1.035098,432477000,44355000,10.256037,35282800000,,,46597954000,2781056000,5.96819336745987,0,0,1,0
331,2013Q1,INDIAN OVERSEAS BANK,1448944420000,56207070000,3.879174,,,,44952968000,,,,,,,,,16664500000,,,137648100000,4681900000,3.401355,,,,50414000000,1389400000,2.75598,7819100000,245900000,3.144863,243200000,49800000,20.476974,28288468000,,,50883332000,2996800000,5.88955141538294,0,0,1,0
332,2013Q1,ORIENTAL BANK OF COMMERCE,1301861700000,41839600000,3.213828,,,,25756600000,,,,,,,,,13486200000,,,145302700000,3664500000,2.521977,,,,63364800000,1169700000,1.845978,14359600000,345200000,2.403967,0,0,,12270400000,,,55307900000,2149600000,3.88660571093822,0,0,1,0
333,2013Q1,PUNJAB AND SIND BANK,518433510000,15369048000,2.964517,,,,6304398000,,,,,,,,,4113441000,,,36320600000,914457000,2.517736,,,,23603302000,701307000,2.971224,3859198000,84539000,2.190585,164000,164000,100,2190957000,,,6666979000,128447000,1.92661473809952,0,0,1,0
334,2013Q1,PUNJAB NATIONAL BANK,2831228832000,132552311000,4.681794,,,,66264259000,,,,,,,,,34351200000,,,313801493000,6515956000,2.076458,,,,143317360000,2687677000,1.875332,28802094000,538033000,1.868034,697914000,118022000,16.91068,31913059000,,,109071066000,3172224000,2.90840102360419,0,0,1,0
335,2013Q1,STATE BANK OF BIKANER AND JAIPUR,584736800000,21194900000,3.624691,,,,5005700000,,,,,,,,,0,,,91569500000,1904400000,2.079732,,,,36030500000,738300000,2.049097,12657300000,152300000,1.203258,0,0,,5005700000,,,37876000000,1013800000,2.67662899989439,0,0,1,0
336,2013Q1,STATE BANK OF HYDERABAD,920230645000,31860365000,3.462215,,,,0,,,,,,,,,0,,,188289884000,1969694000,1.046097,,,,98461026000,668622000,0.679073,20058455000,260758000,1.29999,0,0,,0,,,69770403000,1040314000,1.49105344855182,0,0,1,0
337,2013Q1,STATE BANK OF INDIA,36379669200000,1935124400000,21.276988,,,,624728800000,,,,,,,,,119283600000,,,8384356000000,170776000000,8.147364,,,,4778680000000,67720000000,5.668512,992004000000,9913600000,3.997404,0,0,,505445200000,,,2108226800000,93142400000,17.6721783443793,0,0,1,0
338,2013Q1,STATE BANK OF MYSORE,459805364000,20806234000,4.525009,,,,6082190000,,,,,,,,,0,,,74162813000,1427526000,1.924854,,,,40502677000,515359000,1.272407,6416721000,147113000,2.292651,0,0,,6082190000,,,21161225000,765054000,3.61535780655421,0,0,1,0
339,2013Q1,STATE BANK OF PATIALA,754598100000,24530400000,3.25079,,,,2699500000,,,,,,,,,0,,,92000700000,2747007000,2.985854,,,,54762300000,1326410000,2.422123,17899400000,498228000,2.78349,0,0,,2699500000,,,16639500000,922369000,5.54324949667959,0,0,1,0
340,2013Q1,STATE BANK OF TRAVANCORE,683885224000,17498772000,2.558729,,,,23932981000,,,,,,,,,0,,,183658800000,4236400000,2.306669,,,,87132500000,827700000,0.949933,13769200000,310900000,2.257938,0,0,,23932981000,,,58824119000,3097800000,5.26620721680507,0,0,1,0
341,2013Q1,SYNDICATE BANK,1242824900000,28158700000,2.265701,,,,33506000000,,,,,,,,,9578300000,,,196202800000,6470300000,3.297761,,,,89242700000,1905700000,2.135413,11764500000,438500000,3.727315,339900000,75400000,22.182995,23927700000,,,70928000000,4050700000,5.71100270697045,0,0,1,0
342,2013Q1,UCO BANK,1192050000000,69051200000,5.792643,,,,21723800000,,,,,,,,,10314900000,,,74648769000,3804024000,5.095896,,,,46137266000,2066716000,4.479494,6409746000,153479000,2.394463,0,0,,11408900000,,,10692857000,1583829000,14.8120282540017,0,0,1,0
343,2013Q1,UNION BANK OF INDIA,1988940000000,61432100000,3.088685,,,,12898900000,,,,,,,,,435100000,,,179524900000,5035200000,2.804736,,,,129870100000,3427100000,2.638868,17038400000,655400000,3.846605,272300000,36500000,13.404333,12463800000,,,19880300000,916200000,4.60858236545726,0,0,1,0
344,2013Q1,UNITED BANK OF INDIA,697080500000,29638200000,4.251761,,,,8777100000,,,,,,,,,3266000000,,,134953800000,2099300000,1.555569,,,,69526300000,999100000,1.43701,5394300000,122700000,2.274623,0,0,,5511100000,,,54522100000,977500000,1.792850972358,0,0,1,0
345,2013Q1,VIJAYA BANK,705135261000,15329421000,2.173969,,,,6709714000,,,,,,,,,0,,,134472008000,1884320000,1.401273,,,,42768349000,876386000,2.049146,22890680000,355502000,1.553043,345000000,96100000,27.855072,6709714000,,,61758265000,556332000,0.90082193856968,0,0,1,0
346,2013Q2,AB BANK LIMITED,545800000,57400000,10.516673,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
347,2013Q2,ABU DHABI COMMERCIAL BANK PJSC,4324805000,282734000,6.537497,,,,617822000,,,,,,,,,617822000,,,100528000,282000,0.280519,,,,37211000,0,0,0,0,,0,0,,0,,,63317000,282000,0.445378018541624,1,0,0,0
348,2013Q2,AMERICAN EXPRESS BANKING CORP.,18511308000,328295000,1.773484,,,,0,,,,,,,,,0,,,18511308000,328295000,1.773484,,,,1605000,0,0,0,0,,18509636000,328295000,1.773644,0,,,67000,0,0,1,0,0,0
349,2013Q2,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,20311600000,280300000,1.38,,,,0,,,,,,,,,0,,,0,0,,,,,0,0,,0,0,,0,0,,0,,,0,0,0,1,0,0,0
350,2013Q2,"BANK OF AMERICA , NATIONAL ASSOCIATION",81309653000,0,0,,,,0,,,,,,,,,0,,,10290000,0,0,,,,6148000,0,0,0,0,,0,0,,0,,,4142000,0,0,1,0,0,0
351,2013Q2,BANK OF BAHRAIN & KUWAIT B.S.C.,6863900000,869769000,12.671644,,,,0,,,,,,,,,0,,,193100000,7637000,3.954946,,,,9600000,0,0,2800000,0,0,0,0,,0,,,180700000,7637000,4.22634200332042,1,0,0,0
352,2013Q2,BANK OF CEYLON,1037721000,14824000,1.428515,,,,0,,,,,,,,,0,,,9175000,6234000,67.945504,,,,0,0,,0,0,,0,0,,0,,,9175000,6234000,67.9455040871935,1,0,0,0
353,2013Q2,BANK OF NOVA SCOTIA,81016782000,599581000,0.74007,,,,0,,,,,,,,,0,,,1799000,0,0,,,,0,0,,0,0,,0,0,,0,,,1799000,0,0,1,0,0,0
354,2013Q2,BARCLAYS BANK PLC,95317002000,6110074000,6.410267,,,,0,,,,,,,,,0,,,151700000,175000,0.115359,,,,122801000,0,0,5246000,175000,3.335875,0,0,,0,,,23653000,0,0,1,0,0,0
355,2013Q2,BNP PARIBAS,76077700000,162600000,0.213729,,,,0,,,,,,,,,0,,,237200000,0,0,,,,0,0,,0,0,,0,0,,0,,,237200000,0,0,1,0,0,0
356,2013Q2,CITIBANK N.A,577949452000,13701982000,2.370792,,,,2854000,,,,,,,,,2854000,,,207558129000,4142485000,1.995819,,,,66464241000,1181085000,1.777023,4782000,4779000,99.937265,67789280000,1030928000,1.520783,0,,,73299826000,1925693000,2.6271453904952,1,0,0,0
