,Quarter,Banks,Gross Advances_Domestic Operation,Gross NPAs_Domestic Operation,Gross NPAs to Gross Advances (%)_Domestic Operation,Food Credit - Gross Advances_Domestic Operation,Food Credit - GNPAs_Domestic Operation,Food Credit - GNPA Ratio_Domestic Operation,Non-Food Credit - Gross Advances_Domestic Operation,Non-Food Credit - GNPAs_Domestic Operation,Non-Food Credit - GNPA Ratio_Domestic Operation,Agriculture and Allied Activities - Gross Advances_Domestic Operation,Agriculture and Allied Activities - Gross NPAs_Domestic Operation,Agriculture and Allied Activities - GNPA Ratio_Domestic Operation,Industry - Gross Advances_Domestic Operation,Industry - Gross NPAs_Domestic Operation,Industry - GNPA Ratio_Domestic Operation,Services - Gross Advances_Domestic Operation,Services  - Gross NPAs_Domestic Operation,Services - GNPA Ratio_Domestic Operation,Retail Loans - Gross Advances_Domestic Operation,Retail Loans - Gross NPAs_Domestic Operation,Retail Loans - GNPA Ratio_Domestic Operation,Other Non-food Credit - Gross Advances_Domestic Operation,Other Non-food Credit - GNPAs_Domestic Operation,Other Non-food Credit - GNPA Ratio_Domestic Operation,Retail Loans - Housing Loans  - Gross Advances_Domestic Operation,Retail Loans - Housing Loans  - GNPAs_Domestic Operation,Retail Loans - Housing Loans  - GNPA Ratio_Domestic Operation,Retail Loans - Vehicle/Auto Loans - Gross Advances_Domestic Operation,Retail Loans - Vehicle/Auto Loans - GNPAs_Domestic Operation,Retail Loans - Vehicle/Auto Loans - GNPA Ratio_Domestic Operation,Retail Loans - Credit Card Receivables - Gross Advances_Domestic Operation,Retail Loans - Credit Card Receivables - GNPAs_Domestic Operation,Retail Loans - Credit Card Receivables - GNPA Ratio_Domestic Operation,Retail Loans - Education - Gross Advances_Domestic Operation,Retail Loans - Education - GNPAs_Domestic Operation,Retail Loans - Education - GNPA Ratio_Domestic Operation,Other Retail Loans - Gross Advances_Domestic Operation,Other Retail Loans - GNPAs_Domestic Operation,Other Retail Loans - GNPA Ratio_Domestic Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
1276,2015Q4,UNITED OVERSEAS BANK LTD,14589244000,0,0,,0,,14589244000,0,0,,0,,9939244000,0,0,4650000000,0,0,,0,,,,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1277,2015Q4,WESTPAC BANKING CORPORATION,3910161000,0,0,,0,,3910161000,0,0,,0,,0,0,,3910161000,0,0,,0,,,,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1278,2015Q4,WOORI BANK,2617330000,0,0,,0,,2617330000,0,0,,0,,2617330000,0,0,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1279,2015Q4,AXIS BANK LIMITED,2686889200000,49981400000,1.860196,39749000000,0,0,2647140200000,49981400000,1.888128,197903600000,5752200000,2.906567,972485000000,30524600000,3.138825,526500100000,6784500000,1.288604,950251500000,6920100000,0.728239,,,,618779600000,2980900000,0.481739,87453400000,879500000,1.005678,27972700000,397600000,1.421386,1578000000,131000000,8.301648,214467800000,2531100000,1.1801771641244,0,1,0,0
1280,2015Q4,CITY UNION BANK LIMITED,193744131000,4598558000,2.373521,3404700000,58797000,1.726936,190339431000,4539761000,2.385087,27281525000,461578000,1.691907,58769479000,779173000,1.325812,73449190000,1874320000,2.551859,25964010000,828236000,3.189939,4875227000,596454000,12.234384,13849529000,169788000,1.225948,647932000,23501000,3.627078,0,0,,2022160000,155528000,7.691182,9444389000,479419000,5.07623097693244,0,1,0,0
1281,2015Q4,CSB BANK LIMITED,82740300000,4341712000,5.247397,,0,,82740300000,4341712000,5.247397,12087100000,67823000,0.561119,22477328000,1622773000,7.219599,28060050000,2042094000,7.277585,20115822000,609022000,3.027577,,,,4244432000,137775000,3.246017,846353000,59532000,7.033944,0,0,,1942369000,199297000,10.260512,13082668000,212418000,1.62365963884431,0,1,0,0
1282,2015Q4,DCB BANK LIMITED,118517800000,2348800000,1.981812,,0,,118517800000,2348800000,1.981812,7876700000,129100000,1.639011,31979300000,1158200000,3.621718,64254600000,834500000,1.29874,14407200000,227000000,1.575601,,,,11488600000,181100000,1.576345,83700000,2000000,2.389486,0,0,,105200000,5900000,5.608365,2729700000,38000000,1.39209436934462,0,1,0,0
1283,2015Q4,FEDERAL BANK LTD,535378678000,16841100000,3.145643,9637493000,0,0,525741185000,16841100000,3.203306,78420065000,1308900000,1.669088,110739788000,8177800000,7.384699,168567164000,4829700000,2.865149,168014168000,2524700000,1.502671,,0,,69711108000,1115000000,1.599458,6028753000,86500000,1.434791,0,0,,7642159000,789300000,10.328233,84632148000,533900000,0.630847748304817,0,1,0,0
1284,2015Q4,HDFC BANK LTD.,4063843507000,39820780000,0.97988,50193901000,0,0,4013649606000,39820780000,0.992134,464205545000,8164734000,1.758862,1189741572000,7646169000,0.642675,1178007995000,7954730000,0.67527,1066560700000,15976556000,1.497951,115133794000,78591000,0.068261,238915300000,748458000,0.313273,271598800000,2223156000,0.818544,197048400000,0,0,470900000,10559000,2.242302,358527300000,12994383000,3.62437755785961,0,1,0,0
1285,2015Q4,ICICI BANK LIMITED,3471159200000,172396441000,4.966538,46190327000,0,0,3424968873000,172396441000,5.033518,254246995000,8948918000,3.519773,1159455599000,92798407000,8.003619,743458955000,57453581000,7.727875,1267807324000,13195535000,1.040815,,,,940401557000,6662514000,0.708475,169848961000,3133937000,1.845132,52318078000,1653652000,3.160766,354116000,74822000,21.129234,104884612000,1670610000,1.5928075321478,0,1,0,0
1286,2015Q4,IDBI BANK LIMITED,1952097020000,170102494000,8.713834,31521200000,0,0,1920575820000,170102494000,8.856849,153679894000,15172178000,9.872585,996971395000,120082398000,12.044718,350385697000,28194621000,8.046739,330801055000,4353816000,1.316143,88737779000,2299481000,2.591321,283652717000,2839436000,1.001025,8593381000,95570000,1.112135,49725000,232000,0.466566,5919640000,295935000,4.999206,32585592000,1122643000,3.44521284130729,0,1,1,0
1287,2015Q4,IDFC FIRST BANK LIMITED,473592049000,14622573000,3.087588,,0,,473592049000,14622573000,3.087588,51017000,0,0,427880339000,14622573000,3.417444,34653356000,0,0,11007337000,0,0,,,,11007337000,0,0,,0,,,0,,,0,,0,0,0,0,1,0,0
1288,2015Q4,INDUSIND BANK LTD,825745300000,6811300000,0.824867,8631200000,0,0,817114100000,6811300000,0.83358,92250600000,613300000,0.66482,184974700000,1380900000,0.746535,505839200000,3789800000,0.74921,34049600000,1027300000,3.017069,,,,491700000,58200000,11.836486,17980400000,477700000,2.656782,10075200000,149500000,1.483842,30800000,0,0,5471500000,341900000,6.24874348898839,0,1,0,0
1289,2015Q4,JAMMU & KASHMIR BANK LTD,490209500000,33394600000,6.812312,9640400000,0,0,480569100000,33394600000,6.948969,61558100000,5837800000,9.483399,153318200000,13614500000,8.879898,162384900000,12812100000,7.889958,96751400000,1037100000,1.071922,6556500000,93100000,1.419965,15785500000,247500000,1.567895,14583000000,142100000,0.974422,661700000,63700000,9.626719,2082700000,21800000,1.046718,63638500000,562000000,0.883113209770815,0,1,0,0
1290,2015Q4,KARNATAKA BANK LTD,333104895000,11865460000,3.562079,,0,,333104895000,11865460000,3.562079,42422104000,1185256000,2.793959,96415530000,4656824000,4.829952,100253607000,4192293000,4.181688,77084240000,1465725000,1.901459,16929414000,365362000,2.158149,41803043000,507947000,1.215096,7985248000,108433000,1.357916,0,0,,1919345000,51160000,2.665493,25376604000,798185000,3.14535782644518,0,1,0,0
1291,2015Q4,KARUR VYSYA BANK LTD,378725003000,7211789000,1.904228,6538736000,0,0,372186268000,7211789000,1.937683,73339494000,600319000,0.818548,128472818000,4314409000,3.358227,116343597000,1456646000,1.252021,50184670000,840415000,1.674645,3845689000,0,0,24663308000,189911000,0.770014,9010154000,172941000,1.919401,0,0,,2440591000,204897000,8.395385,14070617000,272666000,1.93783968393142,0,1,0,0
1292,2015Q4,KOTAK MAHINDRA BANK LTD.,1169001489000,26903445000,2.301404,,0,,1169001489000,26903445000,2.301404,139215109000,2355427000,1.691933,516953022000,19264896000,3.726624,250612099000,2111862000,0.842682,234645125000,2873695000,1.224698,27576134000,297565000,1.079067,106284068000,411416000,0.387091,33346083000,894689000,2.683041,8242755000,200687000,2.434708,442192000,31974000,7.230796,86330027000,1334929000,1.5463090264063,0,1,0,0
1293,2015Q4,LAKSHMI VILAS BANK LTD,181706308000,3315731000,1.824775,,0,,181706307000,3315731000,1.824775,25747293000,177772000,0.690449,54078413000,1992349000,3.684185,54821507000,855743000,1.560962,21410769000,207410000,0.968718,25648325000,82457000,0.321491,3602913000,38783000,1.076435,615698000,3810000,0.61881,,0,,1006530000,125778000,12.4962,16185628000,39039000,0.241195460565386,0,1,0,0
1294,2015Q4,NAINITAL BANK LTD,27829536000,944684000,3.394537,0,0,,27829536000,944684000,3.394537,6690384000,288406000,4.310754,4052293000,165958000,4.09541,9225108000,310990000,3.371126,7760532000,179330000,2.310795,101219000,0,0,3247080000,83419000,2.569047,1517785000,56060000,3.69354,0,0,,214767000,8875000,4.132385,2780900000,30976000,1.11388399439031,0,1,0,0
1295,2015Q4,RBL BANK LIMITED,183768099000,1991656000,1.083788,0,0,,183768099000,1991656000,1.083788,19549521000,113024000,0.578142,85676214000,715632000,0.835275,60630896000,766121000,1.263582,5746920000,41752000,0.726511,12164548000,355127000,2.91936,2680900000,10657000,0.397516,61247000,1562000,2.550329,2869687000,29243000,1.019031,131348000,66000,0.050248,3738000,224000,5.99250936329588,0,1,0,0
1296,2015Q4,SOUTH INDIAN BANK LTD,403176741000,11080132000,2.748207,6868440000,0,0,396308301000,11080132000,2.795836,58138293000,307848000,0.52951,149338196000,8145426000,5.454349,134208649000,1815496000,1.352741,54623163000,811362000,1.485381,,,,22191369000,336580000,1.516716,2091890000,14858000,0.710267,0,0,,2105035000,174016000,8.266656,28234869000,285908000,1.01260607938362,0,1,0,0
1297,2015Q4,TAMILNAD MERCANTILE BANK LTD,215976807000,4760714000,2.204271,3404701000,0,0,212572106000,4760714000,2.239576,26411888000,190045000,0.719543,83115543000,2532061000,3.046435,72637630000,1425226000,1.962104,30407045000,613382000,2.017236,0,0,,15526243000,188191000,1.212083,2807337000,76402000,2.721512,154000,0,0,1761680000,298941000,16.969086,10311631000,49848000,0.483415281248912,0,1,0,0
1298,2015Q4,THE DHANALAKSHMI BANK LTD,71085016000,6885114000,9.685746,,0,,71085016000,6885114000,9.685746,11518476000,184963000,1.605794,16193051000,3195975000,19.736707,25104761000,1391730000,5.54369,18268728000,2112446000,11.563181,,0,,3483962000,234348000,6.72648,1126292000,422658000,37.526503,89652000,7799000,8.699192,759470000,99716000,13.129683,12809352000,1347925000,10.5229757133694,0,1,0,0
1299,2015Q4,YES BANK LTD.,845379178000,5585700000,0.660733,0,0,,845379178000,5585700000,0.660733,68006130000,149913000,0.22044,366450356000,798408000,0.217876,369898849000,4494954000,1.215185,32830019000,138713000,0.422519,8193824000,3712000,0.045302,3131360000,32509000,1.038175,3816820000,1535000,0.040217,,0,,485000,0,0,25881354000,104669000,0.40441856326373,0,1,0,0
1300,2015Q4,ALLAHABAD BANK,1496525439000,96113237000,6.422426,30150000000,0,0,1466375439000,96113237000,6.554477,325884039000,14094133000,4.324892,627170000000,57107694000,9.105616,329980000000,14485541000,4.389824,176446300000,6647237000,3.767286,6895100000,3778632000,54.8017,79220000000,943054000,1.190424,14880000000,717755000,4.823622,0,0,,14560000000,445341000,3.058661,67786300000,4541087000,6.69912209399244,0,0,1,0
1301,2015Q4,ANDHRA BANK,1359714000000,95209200000,7.002149,20725500000,0,0,1338988500000,95209200000,7.110532,215451100000,10984100000,5.098187,706667200000,67412400000,9.539483,187296700000,12996400000,6.938937,229573500000,3816300000,1.662343,,,,104841500000,1803300000,1.720025,8056900000,158700000,1.96974,1420600000,129600000,9.122906,21251700000,723000000,3.402081,94002800000,1001700000,1.06560655640045,0,0,1,0
1302,2015Q4,BANK OF BARODA,2741536627000,326745455000,11.918333,53739549000,0,0,2687797078000,326745455000,12.156627,335762708000,39333562000,11.71469,1168995346000,192817558000,16.494296,815482527000,77252895000,9.473274,367556497000,17341440000,4.718034,,,,240844273000,7290649000,3.027122,44429316000,2963498000,6.670141,0,0,,21665084000,3694267000,17.051709,60617824000,3393026000,5.59740646579462,0,0,1,0
1303,2015Q4,BANK OF INDIA,2783361932000,336879000000,12.103313,23449943000,0,0,2759911989000,336879000000,12.20615,425004667000,24742500000,5.821701,1178382222000,225883000000,19.168908,850319287000,55133100000,6.483812,281385540000,6642300000,2.360569,24820273000,24478100000,98.621397,126360629000,2895100000,2.291141,30143731000,789300000,2.618455,26297000,400000,1.521086,31002980000,989300000,3.190984,93851903000,1968200000,2.09713382156993,0,0,1,0
1304,2015Q4,BANK OF MAHARASHTRA,1042188900000,83016200000,7.965562,16291500000,0,0,1025897400000,83016200000,8.092057,142487800000,9707800000,6.813075,372835900000,36520300000,9.795275,351044200000,30768300000,8.764794,142625000000,4264000000,2.989658,16904500000,1755800000,10.386583,102723000000,3131800000,3.048782,6474700000,384800000,5.943133,400000,200000,50,7991000000,448000000,5.606307,25435900000,299200000,1.176290204003,0,0,1,0
1305,2015Q4,BHARATIYA MAHILA BANK LTD.,4888448000,10017000,0.204912,,0,,4888448000,10017000,0.204912,367405000,2928000,0.796941,956004000,0,0,3061236000,5773000,0.188584,503803000,1316000,0.261213,,,,163222000,503000,0.308169,134724000,813000,0.603456,,0,,69711000,0,0,136146000,0,0,0,0,1,0
1306,2015Q4,CANARA BANK,3126446192000,179686562000,5.74731,0,0,,3126446192000,179686562000,5.74731,650610000000,19058600000,2.929343,1480147800000,104867900000,7.084961,438256700000,24922300000,5.68669,484471700000,10092300000,2.083156,72959992000,20745462000,28.434024,179912600000,2789200000,1.550308,41293500000,1191900000,2.886411,1288400000,0,0,65445000000,3158600000,4.826343,196532200000,2952600000,1.50234923335718,0,0,1,0
1307,2015Q4,CENTRAL BANK OF INDIA,1963290200000,175638300000,8.94612,37671700000,0,0,1925618500000,175638300000,9.121137,325919500000,15782900000,4.842576,977677270000,120777600000,12.353524,253316830000,22487800000,8.877341,368704900000,16590000000,4.499533,,,,154609400000,3813600000,2.466603,20347600000,438500000,2.155045,752100000,118339000,15.734477,37509600000,2418100000,6.446616,155486200000,9801461000,6.30374978615466,0,0,1,0
1308,2015Q4,CORPORATION BANK,1462710901000,107069646000,7.319946,26430000000,0,0,1436280901000,107069646000,7.454645,183737222000,4870581000,2.650841,779734843000,76113035000,9.7614,290351964000,20487980000,7.056257,182456872000,5598050000,3.06815,,0,,122149762000,1458900000,1.194354,16049068000,1406500000,8.763749,467039000,23246000,4.977315,14769627000,863100000,5.843749,29021376000,1846304000,6.361876156389,0,0,1,0
1309,2015Q4,DENA BANK,804063067000,79164610000,9.845572,14858417000,88000,0.000592,789204651000,79164522000,10.030924,120821855000,9864603000,8.164585,342929782000,57202693000,16.680585,165060410000,6533294000,3.958123,101545432000,3844584000,3.786073,58847172000,1719348000,2.921717,47238951000,836049000,1.76983,5906964000,124381000,2.105667,3233000,3233000,100,4704369000,403865000,8.584892,43691915000,2477056000,5.66936926431355,0,0,1,0
1310,2015Q4,IDBI BANK LIMITED,1952097020000,170102494000,8.713834,31521200000,0,0,1920575820000,170102494000,8.856849,153679894000,15172178000,9.872585,996971395000,120082398000,12.044718,350385697000,28194621000,8.046739,330801055000,4353816000,1.316143,88737779000,2299481000,2.591321,283652717000,2839436000,1.001025,8593381000,95570000,1.112135,49725000,232000,0.466566,5919640000,295935000,4.999206,32585592000,1122643000,3.44521284130729,0,1,1,0
1311,2015Q4,INDIAN BANK,1204159056000,66598435000,5.530701,23603800000,0,0,1180555256000,66598435000,5.641281,208673119000,5942170000,2.847597,464925526000,46920688000,10.092087,106725983000,5233381000,4.903568,184024709000,4574272000,2.485684,216205919000,3927924000,1.816751,87188100000,1613953000,1.851116,7673700000,123200000,1.605484,622809000,67818000,10.889053,32444449000,2220123000,6.842844,56095651000,549178000,0.979002810752655,0,0,1,0
1312,2015Q4,INDIAN OVERSEAS BANK,1605151056000,201253530000,12.537981,22623867000,0,0,1582527189000,201253530000,12.717224,269032200000,20349131000,7.563827,794072103000,135573099000,17.073147,322045715000,31883800000,9.900396,197377171000,13447500000,6.813098,0,0,,73797000000,1834500000,2.485873,11994100000,335200000,2.794707,427500000,287300000,67.204678,43645400000,9609600000,22.017441,67513171000,1380900000,2.04537867137066,0,0,1,0
1313,2015Q4,ORIENTAL BANK OF COMMERCE,1525124900000,118249000000,7.753398,30543400000,0,0,1494581500000,118249000000,7.911847,216914600000,13477700000,6.213367,669064600000,73777500000,11.026962,347674600000,16749600000,4.817608,179389500000,3127100000,1.74319,81538200000,11117100000,13.634223,80956600000,1188121000,1.467602,17251200000,549300000,3.184126,0,0,,12081900000,1189320000,9.843816,69099800000,200359000,0.289955976717733,0,0,1,0
1314,2015Q4,PUNJAB AND SIND BANK,649006091000,34341400000,5.291383,11859008000,0,0,637147083000,34341400000,5.38987,78710633000,4154509000,5.278206,260230916000,16779521000,6.447935,244146547000,10568431000,4.328724,54058987000,2838939000,5.251558,,,,38349584000,1949477000,5.083437,6428748000,401350000,6.243051,6000,6000,100,2341737000,210120000,8.972827,6938912000,277986000,4.00619001941515,0,0,1,0
1315,2015Q4,PUNJAB NATIONAL BANK,3490904889000,338504444000,9.696754,68767715000,0,0,3422137174000,338504444000,9.891609,581835409000,37491483000,6.443658,1575286752000,231468583000,14.693743,890700745000,55086982000,6.184679,372365068000,14457396000,3.882587,1949200000,0,0,229782297000,5758805000,2.5062,26810742000,1161535000,4.332349,899751000,175712000,19.528959,41799746000,4293141000,10.270735,73072532000,3068203000,4.1988458809666,0,0,1,0
1316,2015Q4,STATE BANK OF BIKANER AND JAIPUR,730208200000,30790100000,4.216619,12363715000,0,0,717844485000,30790100000,4.289244,143569607000,8054014000,5.609832,325866254000,15907575000,4.881627,121480554000,4969109000,4.090456,126928070000,1859402000,1.464926,,,,57146165000,469205000,0.821061,21514937000,367508000,1.708153,,0,,4502465000,308817000,6.858843,43764503000,713872000,1.63116670147037,0,0,1,0
1317,2015Q4,STATE BANK OF HYDERABAD,1103916812000,58315228000,5.282574,0,0,,1103916812000,58315228000,5.282574,188281661000,5436013000,2.887171,487924981000,43651150000,8.946283,144654912000,6223449000,4.302273,283055258000,3004616000,1.061495,,,,160138820000,1224342000,0.76455,29103293000,436678000,1.500442,2101000,0,0,14196100000,490988000,3.458612,79614944000,852608000,1.07091452579556,0,0,1,0
1318,2015Q4,STATE BANK OF INDIA,46511740000000,2803945600000,24.113876,902881200000,0,0,45608858800000,2803945600000,24.591236,5131360400000,442029208000,34.457076,22057321920000,1558697340000,28.266304,6089664800000,677019792000,44.470084,12330511680000,126199260000,4.093884,,,,7187331276000,51458168000,2.863828,1484775200000,13514400000,3.640792,0,0,,629203200000,27875600000,17.721208,3029202004000,33351092000,4.40394426729688,0,0,1,0
1319,2015Q4,STATE BANK OF MYSORE,531907237000,29147363000,5.479783,9769900000,0,0,522137337000,29147363000,5.582317,86060000000,4423414000,5.139919,240369892000,19555399000,8.135544,79439279000,3014531000,3.794761,116268166000,2154019000,1.85263,,,,65174908000,791877000,1.215003,10475417000,297582000,2.840765,,0,,7016368000,533888000,7.609179,33601473000,530672000,1.57931171648338,0,0,1,0
1320,2015Q4,STATE BANK OF PATIALA,824825300000,57885500000,7.01791,14910800000,0,0,809914500000,57885500000,7.147112,129922800000,5553500000,4.274461,444600100000,43418000000,9.76563,111573400000,6922900000,6.204794,123818200000,1991100000,1.608083,,0,,75448500000,1119600000,1.483926,20455800000,522900000,2.556243,0,0,,5283300000,159000000,3.009483,22630600000,189600000,0.837803681740652,0,0,1,0
1321,2015Q4,STATE BANK OF TRAVANCORE,672412239000,26038802000,3.872446,14612303000,0,0,657799936000,26038802000,3.958468,83186600000,2179489000,2.62,384791418000,15607811000,4.056174,123339435000,3491109000,2.830489,66482483000,4760393000,7.160372,,,,19081691000,1579749000,8.278873,15139500000,350934000,2.318003,,0,,21931900000,2199109000,10.026988,10329392000,630601000,6.10491885679235,0,0,1,0
1322,2015Q4,SYNDICATE BANK,1665209086000,85097798000,5.110337,26578901000,0,0,1638630185000,85097798000,5.193228,258876300000,14752200000,5.698552,580052062000,40673700000,7.012077,519520640000,15418000000,2.967736,280181183000,14253898000,5.087386,0,0,,134852700000,3294900000,2.443333,26376700000,796900000,3.021227,440205000,76917000,17.472996,28979200000,2995700000,10.337414,89532378000,7089481000,7.91834323891185,0,0,1,0
1323,2015Q4,UCO BANK,1199685500000,144049100000,12.007239,,0,,1199685500000,144049100000,12.007239,,0,,1199685500000,144049100000,12.007239,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,0,0,0,1,0
1324,2015Q4,UNION BANK OF INDIA,2359483100000,174764500000,7.406898,40859300000,0,0,2318623800000,174764500000,7.537424,369042400000,22840500000,6.189126,916869500000,98384500000,10.73048,707874900000,44095100000,6.229222,311377100000,9377600000,3.011654,13459900000,66800000,0.496289,208029700000,4231400000,2.034036,25177000000,773500000,3.072248,40000000,26300000,65.75,27286400000,2460500000,9.017313,50844000000,1885900000,3.70918889151129,0,0,1,0
1325,2015Q4,UNITED BANK OF INDIA,702425800000,67215300000,9.569025,16490200000,0,0,685935600000,67215300000,9.799069,79926100000,13421900000,16.792887,316790800000,35498100000,11.205534,168482700000,14035400000,8.33047,120736000000,4259900000,3.528277,0,0,,56181200000,1213900000,2.160687,4967600000,353500000,7.116112,,0,,4772800000,604600000,12.667616,54814400000,2087900000,3.80903558189089,0,0,1,0
1326,2015Q4,VIJAYA BANK,896962818000,38712838000,4.315991,16264723000,0,0,880698095000,38712838000,4.395699,99759512000,5085497000,5.097756,418437300000,24819300000,5.931426,141196788000,6975330000,4.940148,176602092000,1832711000,1.037763,44702403000,0,0,79627182000,833815000,1.047149,35712955000,70070000,0.196203,351939000,0,0,10853406000,346584000,3.19332,50056610000,582242000,1.16316706225212,0,0,1,0
1327,2016Q1,AB BANK LIMITED,659100000,89000000,13.503262,,0,,659100000,89000000,13.503262,,0,,375700000,89000000,23.689114,,0,,,0,,283400000,0,0,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1328,2016Q1,ABU DHABI COMMERCIAL BANK PJSC,20182305000,231075000,1.144939,0,0,,20182305000,231075000,1.144939,0,0,,6862978000,230793000,3.36287,13295231000,0,0,24096000,282000,1.170319,0,0,,19956000,0,0,0,0,,0,0,,0,0,,4140000,282000,6.81159420289855,1,0,0,0
1329,2016Q1,AMERICAN EXPRESS BANKING CORP.,30142566000,496326000,1.646595,,0,,30142566000,496326000,1.646595,,0,,,0,,,0,,30142566000,496326000,1.646595,,,,,0,,,0,,30142434000,496326000,1.646602,,0,,132000,0,0,1,0,0,0
1330,2016Q1,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,25306778000,0,0,,0,,25306778000,0,0,,0,,14244800000,0,0,11061978000,0,0,,0,,,,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1331,2016Q1,"BANK OF AMERICA , NATIONAL ASSOCIATION",123463754000,0,0,,0,,123463754000,0,0,,0,,58750459000,0,0,64708517000,0,0,,0,,4778000,0,0,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1332,2016Q1,BANK OF BAHRAIN & KUWAIT B.S.C.,9549455000,716071000,7.498554,,0,,9549455000,716071000,7.498554,,0,,9112578000,713045000,7.824844,,0,,436877000,3026000,0.692643,,,,65826000,0,0,4224000,0,0,,0,,,0,,366827000,3026000,0.824912015745842,1,0,0,0
1333,2016Q1,BANK OF CEYLON,2452091000,13288000,0.541905,182643000,0,0,2269448000,13288000,0.585517,,0,,839576000,7055000,0.840305,1372891000,553000,0.04028,56981000,5680000,9.968235,,,,21209000,0,0,,0,,,0,,,0,,35772000,5680000,15.8783406015878,1,0,0,0
1334,2016Q1,BANK OF NOVA SCOTIA,53047002000,3550387000,6.692908,,0,,53047002000,3550387000,6.692908,0,0,,51437123000,3546772000,6.895355,1414237000,0,0,,0,,195642000,3615000,1.847763,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1335,2016Q1,BARCLAYS BANK PLC,168608023000,1855148000,1.100273,,0,,168608023000,1855148000,1.100273,,0,,52039211000,1612434000,3.098498,115965535000,235089000,0.202723,603277000,7625000,1.26393,,,,,0,,,0,,,0,,,0,,603277000,7625000,1.26393016806542,1,0,0,0
1336,2016Q1,BNP PARIBAS,200016061000,120840000,0.060415,,0,,200016061000,120840000,0.060415,4955609000,0,0,94935694000,0,0,100076971000,120840000,0.120747,7591000,0,0,40196000,0,0,0,0,,0,0,,0,0,,0,0,,7591000,0,0,1,0,0,0
1337,2016Q1,CITIBANK N.A,621094822000,8605088000,1.385471,0,0,,621094822000,8605088000,1.385471,33355963000,245941000,0.737322,244981642000,2278405000,0.930031,95406503000,1387495000,1.454298,241428734000,4693247000,1.943947,5921980000,0,0,60412551000,2600076000,4.303867,0,0,,94934149000,1404407000,1.479349,0,0,,86082034000,688764000,0.800125145741793,1,0,0,0
1338,2016Q1,COMMONWEALTH BANK OF AUSTRALIA,3000151000,0,0,,0,,3000151000,0,0,199911000,0,0,2417320000,0,0,338337000,0,0,44583000,0,0,,,,15717000,0,0,,0,,,0,,,0,,28866000,0,0,1,0,0,0
1339,2016Q1,COOPERATIEVE RABOBANK U.A.,17903894000,200000000,1.117075,,0,,17903894000,200000000,1.117075,,0,,13479188000,200000000,1.483769,4424706000,0,0,,0,,,,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1340,2016Q1,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,56850020000,2376221000,4.179807,0,0,,56850020000,2376221000,4.179807,0,0,,47968032000,2376221000,4.95376,8881988000,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0
1341,2016Q1,CREDIT SUISSE AG,18198145000,0,0,0,0,,18198145000,0,0,0,0,,6214901000,0,0,11983244000,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0
1342,2016Q1,"CTBC BANK CO., LTD.",5656075000,638118000,11.281993,,0,,5656075000,638118000,11.281993,400000000,0,0,3910696000,638118000,16.317249,1343494000,0,0,1885000,0,0,,,,0,0,,410000,0,0,,0,,,0,,1475000,0,0,1,0,0,0
1343,2016Q1,DBS BANK INDIA LTD.,185353757000,16327054000,8.808591,,0,,185353757000,16327054000,8.808591,120299000,0,0,116370469000,14578313000,12.527502,65593819000,1748741000,2.666015,3269170000,0,0,,0,,2720305000,0,0,,0,,,0,,,0,,548865000,0,0,1,0,0,0
1344,2016Q1,DEUTSCHE BANK AG,433429183000,1991244000,0.459416,7000000000,0,0,426429183000,1991244000,0.466958,0,0,,275735073000,659732000,0.239263,77940098000,399322000,0.512345,72754012000,932190000,1.28129,,,,18417546000,329492000,1.789011,0,0,,0,0,,0,0,,54336466000,602698000,1.10919617039503,1,0,0,0
1345,2016Q1,DOHA BANK Q.P.S.C,3433600000,0,0,,0,,3433600000,0,0,,0,,3409500000,0,0,,0,,24100000,0,0,,,,6000000,0,0,,0,,,0,,,0,,18100000,0,0,1,0,0,0
1346,2016Q1,FIRST ABU DHABI BANK PJSC,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,0,,,0,,,0,,,0,,,0,0,1,0,0,0
1347,2016Q1,FIRSTRAND BANK LTD,4981916000,657918000,13.206124,,0,,4981916000,657918000,13.206124,,0,,1026769000,0,0,3306987000,657918000,19.894786,648160000,0,0,,,,,0,,,0,,,0,,,0,,648160000,0,0,1,0,0,0
