,Quarter,Banks,R. Infrastructure_nan,R.a Transport (a.1 to a.8)_nan,R.a.5 Railways_nan,R.a.6 Urban Public Transport (except rolling stock in case of urban road transport)_nan,R.a.7 Shipyards_nan,R.a.8 Logistics Infrastructure_nan,R.b.1.1 Central Govt PSUs_nan,R.b. Energy (b.1 to b.6)_nan, R.b.1 Electricity Generation_nan,R.b.2.1 Central Govt PSUs_nan,R.b.2.2 State Electricity Boards_nan,R.b.2 Electricity Transmission_nan,R.b.2.2 Others_nan,R.b.3.1 Central Govt PSUs_nan,R.b.3.2 State Govt PSUs (incl. SEBs)_nan,R.b.3 Electricity Distribution_nan,R.b.4 Oil (storage and pipeline)_nan,R.b.5 Oil/Gas/Liquefied Natural Gas (LNG) storage facility_nan,R.b.6 Others_nan,R.c.1 Solid Waste Management_nan,R.c. Water and Sanitation (c.1 to c.7)_nan,R.c.3 Water treatment plants_nan,R.c.4 Water sanitation_nan,"R.c.5 Irrigation (dams, channels, embankments etc)_nan",R.c.6 Storm Water Drainage System_nan,R.c.7 Slurry Pipelines_nan,"R.d. Communication (d.1 to
d.3)_nan",R.d.2 Telecommunication towers_nan,R.e. Social and Commercial Infrastructure (e.1 to e.12)_nan,R.e.1 Education Institutions (capital stock)_nan,R.e.2 Hospitals (capital stock)_nan,R.e.3 Tourism - Three-star or higher category classified hotels located outside cities with population of more than 1 million_nan,R.e.4 Social &amp; Commercial Infrastructure_nan,R.e.5 Fertilizer (Capital investment)_nan,R.e.6 Post harvest storage infrastructure for agriculture and horticultural produce including cold storage_nan,R.e.7 Terminal markets_nan,R.e.8 Soil-testing laboratories_nan,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
407,2013Q3,BANK OF INDIA,228557093000,0,0,0,,,,228557093000,0,,0,143534962000,143534962000,,,85022131000,0,0,85022131000,,0,,0,,,,0,0,0,,,,0,,,,,0,0,1,0
408,2013Q3,BANK OF MAHARASHTRA,96489085000,152373000,152373000,0,,,,96069432000,68765855000,,68765855000,27303577000,27303577000,,,0,0,0,0,,267280000,,267280000,,,,125532000,125532000,0,,,,0,,,,,0,0,1,0
409,2013Q3,CANARA BANK,297499200000,0,0,0,,,,296377900000,283172300000,,283172300000,0,0,,,13205600000,0,5382400000,7823200000,,1121300000,,1121300000,,,,0,0,0,,,,0,,,,,0,0,1,0
410,2013Q3,CENTRAL BANK OF INDIA,275865230000,2247709000,2247709000,0,,,,261725133000,197398336000,,197398336000,59782193000,59782193000,,,4544604000,765792000,1655630000,2123182000,,2094530000,,2094530000,,,,0,0,9797858000,,,,9797858000,,,,,0,0,1,0
411,2013Q3,CORPORATION BANK,137006786000,2391923000,0,2391923000,,,,121084357000,61726988000,,61726988000,57618522000,57618522000,,,1738847000,0,1738847000,0,,967618000,,967618000,,,,0,0,12562888000,,,,12562888000,,,,,0,0,1,0
412,2013Q3,DENA BANK,108773712000,2560916000,2560916000,0,,,,105207773000,65241400000,,65241400000,34018700000,34018700000,,,5947673000,0,5947673000,0,,334568000,,334568000,,,,0,0,670455000,,,,670455000,,,,,0,0,1,0
413,2013Q3,IDBI BANK LIMITED,265421863000,10977430000,0,10977430000,,,,252915770000,70862391000,,70862391000,117156618000,117156618000,,,64896761000,0,20398000,64876363000,,1528663000,,1528663000,,,,,,0,,,,0,,,,,0,1,1,0
414,2013Q3,INDIAN BANK,153421600000,0,0,0,,,,115141400000,0,,0,115141400000,115141400000,,,0,0,0,0,,0,,0,,,,,,38280200000,,,,38280200000,,,,,0,0,1,0
415,2013Q3,INDIAN OVERSEAS BANK,162561900000,9908000000,0,9908000000,,,,152653900000,0,,0,152653900000,152653900000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,0,0,1,0
416,2013Q3,ORIENTAL BANK OF COMMERCE,140265100000,300000,300000,0,,,,134079600000,107330000000,,107330000000,26726000000,26726000000,,,23600000,0,23600000,0,,1727400000,,1727400000,,,,0,0,4457800000,,,,4457800000,,,,,0,0,1,0
417,2013Q3,PUNJAB AND SIND BANK,169928654000,4611679000,77469000,4534210000,,,,127237143000,82172992000,,82172992000,44789108000,44789108000,,,275043000,274973000,70000,0,,9933344000,,9933344000,,,,7374100000,7374100000,28146488000,,,,28146488000,,,,,0,0,1,0
418,2013Q3,PUNJAB NATIONAL BANK,324644890000,1363286000,6500000,1356786000,,,,322617908000,96955000000,,96955000000,224127000000,224127000000,,,1535908000,0,1532890000,3018000,,71636000,,71636000,,,,0,0,592060000,,,,592060000,,,,,0,0,1,0
419,2013Q3,STATE BANK OF BIKANER AND JAIPUR,72738514000,20102343000,8641000,20093702000,,,,51982572000,29462485000,,29462485000,1127089000,1127089000,,,21392998000,0,1299296000,20093702000,,0,,0,,,,,,653599000,,,,653599000,,,,,0,0,1,0
420,2013Q3,STATE BANK OF HYDERABAD,72049960000,0,0,0,,,,72049960000,0,,0,72049960000,72049960000,,,0,0,0,0,,0,,0,,,,3586000000,3586000000,0,,,,0,,,,,0,0,1,0
421,2013Q3,STATE BANK OF INDIA,696230800000,21757500000,0,21757500000,,,,670860000000,179610000000,,179610000000,467156900000,467156900000,,,24093100000,253400000,190100000,23649600000,,623000000,,623000000,,,,,,2990300000,,,,2990300000,,,,,0,0,1,0
422,2013Q3,STATE BANK OF MYSORE,33068531000,149081000,0,149081000,,,,32850641000,0,,0,31962340000,31962340000,,,888301000,0,888301000,0,,68809000,,68809000,,,,0,0,0,,,,0,,,,,0,0,1,0
423,2013Q3,STATE BANK OF PATIALA,61858400000,4002200000,2600000,3999600000,,,,57856200000,57856200000,,57856200000,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,0,0,1,0
424,2013Q3,STATE BANK OF TRAVANCORE,50655394000,3845833000,0,3845833000,,,,41450208000,7498143000,,7498143000,32465234000,32465234000,,,1486831000,0,1486831000,0,,232964000,,232964000,,,,10513844000,10513844000,5126389000,,,,5126389000,,,,,0,0,1,0
425,2013Q3,SYNDICATE BANK,125374200000,1046100000,1046100000,0,,,,122328200000,91662800000,,91662800000,26173400000,26173400000,,,4492000000,0,4492000000,0,,1999900000,,1999900000,,,,2669300000,2669300000,0,,,,0,,,,,0,0,1,0
426,2013Q3,UCO BANK,227518800000,5830200000,0,5830200000,,,,208931900000,127666600000,,127666600000,79152100000,79152100000,,,2113200000,1412100000,701100000,0,,3362900000,,3362900000,,,,0,0,9393800000,,,,9393800000,,,,,0,0,1,0
427,2013Q3,UNION BANK OF INDIA,228894000000,88200000,88200000,0,,,,227161100000,121108200000,,121108200000,103030900000,103030900000,,,3022000000,900000000,2122000000,0,,1644700000,,1644700000,,,,0,0,0,,,,0,,,,,0,0,1,0
428,2013Q3,UNITED BANK OF INDIA,112327600000,6308100000,0,6308100000,,,,106019500000,21385700000,,21385700000,84633800000,84633800000,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,0,0,1,0
429,2013Q3,VIJAYA BANK,172826646000,2803159000,2803159000,0,,,,158038510000,83067340000,,83067340000,69829731000,69829731000,,,5141439000,3302303000,1839136000,0,,2169015000,,2169015000,,,,10876534000,10876534000,9815962000,,,,9815962000,,,,,0,0,1,0
430,2013Q4,AB BANK LIMITED,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
431,2013Q4,ABU DHABI COMMERCIAL BANK PJSC,129371000,0,0,0,,,,129371000,0,,0,0,0,,,129371000,0,0,129371000,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
432,2013Q4,AMERICAN EXPRESS BANKING CORP.,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
433,2013Q4,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
434,2013Q4,"BANK OF AMERICA , NATIONAL ASSOCIATION",2541085000,0,0,0,,,,2541085000,0,,0,2000000000,2000000000,,,541085000,0,0,541085000,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
435,2013Q4,BANK OF BAHRAIN & KUWAIT B.S.C.,80000000,0,0,0,,,,80000000,0,,0,80000000,80000000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
436,2013Q4,BANK OF CEYLON,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
437,2013Q4,BANK OF NOVA SCOTIA,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,32145624000,32145624000,0,,,,0,,,,,1,0,0,0
438,2013Q4,BARCLAYS BANK PLC,2019110000,0,0,0,,,,1724610000,0,,0,1724610000,1724610000,,,0,0,0,0,,294500000,,294500000,,,,16656400000,16656400000,0,,,,0,,,,,1,0,0,0
439,2013Q4,BNP PARIBAS,467000000,0,0,0,,,,467000000,0,,0,467000000,467000000,,,0,0,0,0,,0,,0,,,,10392500000,10392500000,0,,,,0,,,,,1,0,0,0
440,2013Q4,CITIBANK N.A,4680491000,694150000,0,694150000,,,,3986341000,0,,0,3986341000,3986341000,,,0,0,0,0,,0,,0,,,,1712600000,1712600000,0,,,,0,,,,,1,0,0,0
441,2013Q4,COMMONWEALTH BANK OF AUSTRALIA,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
442,2013Q4,COOPERATIEVE RABOBANK U.A.,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,95931698000,95931698000,0,,,,0,,,,,1,0,0,0
443,2013Q4,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,73000000,0,0,0,,,,73000000,0,,0,73000000,73000000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
444,2013Q4,CREDIT SUISSE AG,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
445,2013Q4,"CTBC BANK CO., LTD.",0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
446,2013Q4,DBS BANK INDIA LTD.,14286111000,0,0,0,,,,9911086000,0,,0,9604158000,9604158000,,,306928000,0,0,306928000,,4375025000,,4375025000,,,,,,0,,,,0,,,,,1,0,0,0
447,2013Q4,DEUTSCHE BANK AG,3000859000,0,0,0,,,,3000859000,0,,0,3000859000,3000859000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
448,2013Q4,FIRSTRAND BANK LTD,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
449,2013Q4,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,2527300000,700000,0,700000,,,,2526600000,0,,0,2509900000,2509900000,,,16700000,0,0,16700000,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
450,2013Q4,HSBC BANK OMAN S.A.O.G.,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
451,2013Q4,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,2192600000,0,0,0,,,,2192600000,0,,0,2192600000,2192600000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
452,2013Q4,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
453,2013Q4,KBC BANK NV,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
454,2013Q4,KRUNG THAI BANK PUBLIC COMPANY LIMITED,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
455,2013Q4,MASHREQ BANK PSC,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
456,2013Q4,MIZUHO BANK LTD,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
457,2013Q4,MUFG Bank Ltd,1953000000,0,0,0,,,,1800000000,0,,0,0,0,,,1800000000,0,1800000000,0,,153000000,,153000000,,,,,,0,,,,0,,,,,1,0,0,0
458,2013Q4,NATIONAL AUSTRALIA BANK,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
459,2013Q4,NatWest Markets Plc,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
460,2013Q4,PT BANK MAYBANK INDONESIA TBK,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
461,2013Q4,SBERBANK,340000000,340000000,0,340000000,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
462,2013Q4,SBM BANK (INDIA) LTD.,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
463,2013Q4,SHINHAN BANK,977838000,0,0,0,,,,977838000,0,,0,977838000,977838000,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
464,2013Q4,SOCIETE GENERALE,15000000,0,0,0,,,,15000000,0,,0,0,0,,,15000000,0,0,15000000,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
465,2013Q4,SONALI BANK,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
466,2013Q4,STANDARD CHARTERED BANK,7335300000,3280100000,12400000,3267700000,,,,4055200000,0,,0,1924600000,1924600000,,,2130600000,0,63100000,2067500000,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
467,2013Q4,SUMITOMO MITSUI BANKING CORPORATION,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
468,2013Q4,UBS AG,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
469,2013Q4,UNITED OVERSEAS BANK LTD,220000000,0,0,0,,,,220000000,0,,0,220000000,220000000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
470,2013Q4,WESTPAC BANKING CORPORATION,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
471,2013Q4,WOORI BANK,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
472,2013Q4,AXIS BANK LIMITED,87738600000,6300800000,0,6300800000,,,,81437800000,0,,0,81437800000,81437800000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,0,1,0,0
473,2013Q4,CITY UNION BANK LIMITED,1186300000,0,0,0,,,,1186300000,405300000,,405300000,0,0,,,781000000,0,0,781000000,,0,,0,,,,,,0,,,,0,,,,,0,1,0,0
474,2013Q4,CSB BANK LIMITED,2237900000,1900000,1900000,0,,,,2236000000,2236000000,,2236000000,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,0,1,0,0
475,2013Q4,DCB BANK LIMITED,151100000,0,0,0,,,,151100000,0,,0,151100000,151100000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,0,1,0,0
476,2013Q4,FEDERAL BANK LTD,24530300000,0,0,0,,,,20278700000,2711200000,,2711200000,17567500000,17567500000,,,0,0,0,0,,328100000,,328100000,,,,0,0,3923500000,,,,3923500000,,,,,0,1,0,0
477,2013Q4,HDFC BANK LTD.,81936027000,8330248000,891908000,7438340000,,,,70696326000,0,,0,56172949000,56172949000,,,14523377000,0,12744760000,1778617000,,732450000,,732450000,,,,,,2177003000,,,,2177003000,,,,,0,1,0,0
478,2013Q4,ICICI BANK LIMITED,129600015000,155647000,155647000,0,,,,123882596000,6386770000,,6386770000,117076552000,117076552000,,,419274000,0,408300000,10974000,,1680421000,,1680421000,,,,0,0,3881351000,,,,3881351000,,,,,0,1,0,0
479,2013Q4,INDUSIND BANK LTD,12164684000,0,0,0,,,,12164684000,0,,0,12164684000,12164684000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,0,1,0,0
480,2013Q4,ING VYSYA BANK LTD,7025700000,168400000,0,168400000,,,,2251600000,0,,0,2249500000,2249500000,,,2100000,0,0,2100000,,1054500000,,1054500000,,,,0,0,3551200000,,,,3551200000,,,,,0,1,0,0
481,2013Q4,JAMMU & KASHMIR BANK LTD,36322000000,4500000,4500000,0,,,,36317500000,0,,0,36317500000,36317500000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,0,1,0,0
482,2013Q4,KARNATAKA BANK LTD,19309826000,298108000,3070000,295038000,,,,14907270000,6584181000,,6584181000,6808921000,6808921000,,,1514168000,0,0,1514168000,,97284000,,97284000,,,,,,4007164000,,,,4007164000,,,,,0,1,0,0
483,2013Q4,KARUR VYSYA BANK LTD,24053327000,0,0,0,,,,16110816000,8706817000,,8706817000,7403999000,7403999000,,,0,0,0,0,,0,,0,,,,,,7942511000,,,,7942511000,,,,,0,1,0,0
484,2013Q4,KOTAK MAHINDRA BANK LTD.,18769417000,2312599000,235260000,2077339000,,,,11649106000,888539000,,888539000,10143991000,10143991000,,,616576000,460384000,50089000,106103000,,324245000,,324245000,,,,,,4483467000,,,,4483467000,,,,,0,1,0,0
485,2013Q4,LAKSHMI VILAS BANK LTD,5061832000,0,0,0,,,,2855953000,1009108000,,1009108000,1840013000,1840013000,,,6832000,0,6347000,485000,,0,,0,,,,,,2205879000,,,,2205879000,,,,,0,1,0,0
486,2013Q4,NAINITAL BANK LTD,723315000,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,723315000,,,,723315000,,,,,0,1,0,0
487,2013Q4,RBL BANK LIMITED,3204040000,0,0,0,,,,3199163000,0,,0,1649796000,1649796000,,,1549367000,0,0,1549367000,,4877000,,4877000,,,,,,0,,,,0,,,,,0,1,0,0
488,2013Q4,SOUTH INDIAN BANK LTD,36391317000,368676000,368676000,0,,,,28745466000,4018685000,,4018685000,24726781000,24726781000,,,0,0,0,0,,0,,0,,,,4471000,4471000,7277175000,,,,7277175000,,,,,0,1,0,0
489,2013Q4,TAMILNAD MERCANTILE BANK LTD,8373291000,225947000,0,225947000,,,,8147344000,940659000,,940659000,7206685000,7206685000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,0,1,0,0
490,2013Q4,THE DHANALAKSHMI BANK LTD,3301050000,2697370000,176400000,2520970000,,,,603680000,139092000,,139092000,12785000,12785000,,,451803000,451803000,0,0,,0,,0,,,,4300000,4300000,0,,,,0,,,,,0,1,0,0
491,2013Q4,YES BANK LTD.,44186900000,95100000,95100000,0,,,,31488100000,0,,0,30613100000,30613100000,,,875000000,0,875000000,0,,1449200000,,1449200000,,,,0,0,11154500000,,,,11154500000,,,,,0,1,0,0
492,2013Q4,ALLAHABAD BANK,145561538000,0,0,0,,,,140990000000,70339309000,,70339309000,70650691000,70650691000,,,0,0,0,0,,17295000,,17295000,,,,13524269000,13524269000,4554243000,,,,4554243000,,,,,0,0,1,0
493,2013Q4,ANDHRA BANK,141499800000,2633300000,2633300000,0,,,,120219500000,55702100000,,55702100000,62708300000,62708300000,,,1809100000,0,1809100000,0,,1082500000,,1082500000,,,,29221574000,29221574000,17564500000,,,,17564500000,,,,,0,0,1,0
494,2013Q4,BANK OF BARODA,189885411000,7425164000,153598000,7271566000,,,,177311596000,52016870000,,52016870000,125274540000,125274540000,,,20186000,0,20186000,0,,1339044000,,1339044000,,,,0,0,3809607000,,,,3809607000,,,,,0,0,1,0
495,2013Q4,BANK OF INDIA,236425986000,0,0,0,,,,236425986000,0,,0,143655758000,143655758000,,,92770228000,0,0,92770228000,,0,,0,,,,0,0,0,,,,0,,,,,0,0,1,0
496,2013Q4,BANK OF MAHARASHTRA,89981521000,364729000,364729000,0,,,,89361807000,60801791000,,60801791000,28560016000,28560016000,,,0,0,0,0,,254985000,,254985000,,,,0,0,0,,,,0,,,,,0,0,1,0
497,2013Q4,CANARA BANK,399373800000,9998700000,9998700000,0,,,,389007100000,239268000000,,239268000000,144870200000,144870200000,,,4868900000,0,4868900000,0,,368000000,,368000000,,,,0,0,0,,,,0,,,,,0,0,1,0
498,2013Q4,CENTRAL BANK OF INDIA,276388557000,2245461000,2245461000,0,,,,262262601000,197200934000,,197200934000,60521609000,60521609000,,,4540058000,765026000,1653974000,2121058000,,2092435000,,2092435000,,,,0,0,9788060000,,,,9788060000,,,,,0,0,1,0
499,2013Q4,CORPORATION BANK,133869698000,1797794000,0,1797794000,,,,114796327000,53251110000,,53251110000,59710739000,59710739000,,,1834478000,0,1834478000,0,,872119000,,872119000,,,,125540000,125540000,16403458000,,,,16403458000,,,,,0,0,1,0
500,2013Q4,DENA BANK,101571511000,3216107000,807000,3215300000,,,,97311900000,56787700000,,56787700000,34651500000,34651500000,,,5872700000,0,5872700000,0,,320487000,,320487000,,,,0,0,723017000,,,,723017000,,,,,0,0,1,0
501,2013Q4,IDBI BANK LIMITED,256677594000,10923510000,0,10923510000,,,,244302807000,63304437000,,63304437000,123921991000,123921991000,,,57076379000,0,1574000,57074805000,,1451277000,,1451277000,,,,0,0,0,,,,0,,,,,0,1,1,0
502,2013Q4,INDIAN BANK,172937398000,12037922000,0,12037922000,,,,120187340000,64635300000,,64635300000,55552040000,55552040000,,,0,0,0,0,,37988000,,37988000,,,,0,0,40674148000,,,,40674148000,,,,,0,0,1,0
503,2013Q4,INDIAN OVERSEAS BANK,153248400000,10501300000,0,10501300000,,,,142747100000,0,,0,142747100000,142747100000,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,0,0,1,0
504,2013Q4,ORIENTAL BANK OF COMMERCE,160081300000,488300000,488300000,0,,,,136282500000,94957100000,,94957100000,41302300000,41302300000,,,23100000,0,23100000,0,,2543700000,,2543700000,,,,,,20766800000,,,,20766800000,,,,,0,0,1,0
505,2013Q4,PUNJAB AND SIND BANK,163138737000,4806984000,436836000,4370148000,,,,124672328000,71852877000,,71852877000,52550743000,52550743000,,,268708000,268644000,64000,0,,10473643000,,10473643000,,,,,,23185782000,,,,23185782000,,,,,0,0,1,0
506,2013Q4,PUNJAB NATIONAL BANK,324040351000,2430262000,4499000,2425763000,,,,321162455000,88960700000,,88960700000,230892600000,230892600000,,,1309155000,0,1306422000,2733000,,73046000,,73046000,,,,,,374588000,,,,374588000,,,,,0,0,1,0
507,2013Q4,STATE BANK OF BIKANER AND JAIPUR,81040711000,29144709000,9725000,29134984000,,,,51249745000,29134984000,,29134984000,1246709000,1246709000,,,20868052000,0,1292671000,19575381000,,0,,0,,,,0,0,646257000,,,,646257000,,,,,0,0,1,0
508,2013Q4,STATE BANK OF HYDERABAD,68559936000,0,0,0,,,,68559936000,68559936000,,68559936000,0,0,,,0,0,0,0,,0,,0,,,,7358298000,7358298000,0,,,,0,,,,,0,0,1,0
509,2013Q4,STATE BANK OF INDIA,835234900000,47118200000,0,47118200000,,,,776840000000,236160000000,,236160000000,532619700000,532619700000,,,8060300000,350300000,1374600000,6335400000,,2536600000,,2536600000,,,,0,0,8740100000,,,,8740100000,,,,,0,0,1,0
510,2013Q4,STATE BANK OF MYSORE,31897044000,0,0,0,,,,31879152000,0,,0,29933796000,29933796000,,,1945356000,0,864144000,1081212000,,17892000,,17892000,,,,,,0,,,,0,,,,,0,0,1,0
511,2013Q4,STATE BANK OF PATIALA,71836800000,8764500000,3300000,8761200000,,,,63072300000,63071500000,,63071500000,0,0,,,800000,0,0,800000,,0,,0,,,,3586200000,3586200000,0,,,,0,,,,,0,0,1,0
512,2013Q4,STATE BANK OF TRAVANCORE,49701464000,34730572000,0,34730572000,,,,8938849000,7614454000,,7614454000,0,0,,,1324395000,0,1324395000,0,,0,,0,,,,,,6032043000,,,,6032043000,,,,,0,0,1,0
513,2013Q4,SYNDICATE BANK,119199800000,1405400000,1405400000,0,,,,115112500000,77492700000,,77492700000,33517200000,33517200000,,,4102600000,0,4102600000,0,,2681900000,,2681900000,,,,0,0,0,,,,0,,,,,0,0,1,0
514,2013Q4,UCO BANK,104304465000,5839983000,0,5839983000,,,,83014785000,49620201000,,49620201000,33394584000,33394584000,,,0,0,0,0,,3362889000,,3362889000,,,,0,0,12086808000,,,,12086808000,,,,,0,0,1,0
515,2013Q4,UNION BANK OF INDIA,227737100000,104200000,104200000,0,,,,226011900000,117631200000,,117631200000,105894700000,105894700000,,,2486000000,1555200000,930800000,0,,1621000000,,1621000000,,,,11091005000,11091005000,0,,,,0,,,,,0,0,1,0
516,2013Q4,UNITED BANK OF INDIA,110273900000,5666900000,0,5666900000,,,,104607000000,12155500000,,12155500000,92451500000,92451500000,,,0,0,0,0,,0,,0,,,,4211966000,4211966000,0,,,,0,,,,,0,0,1,0
517,2013Q4,VIJAYA BANK,162474235000,786203000,786203000,0,,,,147228204000,71476695000,,71476695000,68918402000,68918402000,,,6833107000,5077287000,1755820000,0,,2533078000,,2533078000,,,,0,0,11926750000,,,,11926750000,,,,,0,0,1,0
518,2014Q1,AB BANK LIMITED,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
519,2014Q1,ABU DHABI COMMERCIAL BANK PJSC,468891000,0,0,0,,,,468891000,0,,0,0,0,,,468891000,0,0,468891000,,0,,0,,,,5987837000,5987837000,0,,,,0,,,,,1,0,0,0
520,2014Q1,AMERICAN EXPRESS BANKING CORP.,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,6438000,6438000,0,,,,0,,,,,1,0,0,0
521,2014Q1,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,0,0,0,,,,0,,,,,1,0,0,0
522,2014Q1,"BANK OF AMERICA , NATIONAL ASSOCIATION",548931000,0,0,0,,,,548931000,0,,0,0,0,,,548931000,0,0,548931000,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
523,2014Q1,BANK OF BAHRAIN & KUWAIT B.S.C.,119700000,0,0,0,,,,119700000,0,,0,119700000,119700000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
524,2014Q1,BANK OF CEYLON,0,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
525,2014Q1,BANK OF NOVA SCOTIA,250000000,0,0,0,,,,0,0,,0,0,0,,,0,0,0,0,,250000000,,250000000,,,,,,0,,,,0,,,,,1,0,0,0
526,2014Q1,BARCLAYS BANK PLC,2437569000,0,0,0,,,,2437569000,0,,0,2057109000,2057109000,,,380460000,380460000,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
527,2014Q1,BNP PARIBAS,3502300000,0,0,0,,,,3502300000,0,,0,3502300000,3502300000,,,0,0,0,0,,0,,0,,,,,,0,,,,0,,,,,1,0,0,0
528,2014Q1,CITIBANK N.A,6986150000,609212000,0,609212000,,,,6376938000,0,,0,6376938000,6376938000,,,0,0,0,0,,0,,0,,,,33294493000,33294493000,0,,,,0,,,,,1,0,0,0
