,Date,Banks,M3 (Including Merger)_nan,1 Components (1.1.+1.2+1.3+1.4)_1.1 Currency with the Public,1 Components (1.1.+1.2+1.3+1.4)_1.2 Demand Deposits with Banks,1 Components (1.1.+1.2+1.3+1.4)_1.3 Time Deposits with Banks,1 Components (1.1.+1.2+1.3+1.4)_1.3 Time Deposits with Banks (Including Merger),1 Components (1.1.+1.2+1.3+1.4)_1.4 ‘Other’ Deposits with Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1 Net Bank Credit to Government,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1 Net Bank Credit to Government (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.1 Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.2 Other Banks,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.2 Other Banks (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2 Bank Credit to Commercial Sector,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2 Bank Credit to Commercial Sector (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.1 Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.2 Other Banks,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.2 Other Banks (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.3 Net Foreign Exchange Assets of Banking Sector,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.4 Government's Currency Liabilities to the Public,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5 Banking Sectors Net Non-Monetary Liabilities,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5 Banking Sectors Net Non-Monetary Liabilities (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5.1 Net Non-Monetary Liabilities of RBI,2 Sources (2.1+2.2+2.3+2.4-2.5)_nan
530,2004-04-16 00:00:00,20448751100000,,3285246200000,2527558100000,14597908700000,,38038100400,7350907400000,,-16469000000,7367376400000,,10308633000000,,20243500000,10288389500000,,5523989300000,72957200000,2807735800000,,1063782100000,
531,2004-04-02 00:00:00,20448475300000,,3149769400000,2777778700000,14477431400000,,43495800400,7297379100000,,232791300000,7064587800000,,10443409100000,,20733700000,10422675400000,,5294814400000,72957200000,2660084500000,,1101986300000,
532,2004-03-31 00:00:00,20056535500000,,3149710400000,2586260100000,14269596800000,,50968200400,7429038400000,,449074400000,6979964000000,,10161505300000,,20613400000,10140891900000,,5265925400000,72957200000,2872890800000,,1076131700000,
533,2004-03-19 00:00:00,19995967300000,,3174684800000,2561851100000,14217590600000,,41840824200,7231085200000,,274832000000,6956253200000,,10107469200000,,20427600000,10087041600000,,5395789700000,72957200000,2811334000000,,1283506000000,
534,2004-03-05 00:00:00,19781123700000,,3159622300000,2361536400000,14227217800000,,32747224200,7440340500000,,364298100000,7076042400000,,9941260200000,,20627700000,9920632500000,,5253275400000,72911900000,2926664300000,,1308473900000,
535,2004-02-20 00:00:00,19593881000000,,3128905500000,2318746900000,14111766500000,,34462137900,7344481400000,,374688200000,6969793200000,,9842761800000,,20611200000,9822150600000,,5183309600000,72911900000,2849583700000,,1327364900000,
536,2004-02-06 00:00:00,19459649700000,,3109745000000,2295515400000,14018802000000,,35587337900,7327719900000,,381107700000,6946612200000,,9820671900000,,20585300000,9800086600000,,5135930900000,72804700000,2897477700000,,1341547000000,
537,2004-01-23 00:00:00,19226675400000,,3060280000000,2192300100000,13939745800000,,34349468000,7242698800000,,524094400000,6718604400000,,9683002100000,,20643500000,9662358600000,,5037866200000,72804700000,2809696400000,,1341330000000,
538,2004-01-09 00:00:00,19237627400000,,3058486400000,2225212700000,13921051900000,,32876368000,7302345200000,,481611600000,6820733600000,,9683192300000,,21565000000,9661627300000,,5033071900000,72718600000,2853700600000,,1383547100000,
539,2003-12-26 00:00:00,18962893800000,,3005619800000,2226422300000,13694204700000,,36646968000,7171619900000,,505759600000,6665860300000,,9552514400000,,20799000000,9531715400000,,4894959600000,72718600000,2728918700000,,1306568100000,
540,2003-12-12 00:00:00,18878112500000,,3037362700000,2177470000000,13629863400000,,33416372200,7290474400000,,594338500000,6696135900000,,9430931800000,,20901100000,9410030700000,,4835769200000,72622700000,2751685600000,,1271917700000,
541,2003-11-28 00:00:00,18749050900000,,2971074600000,2149227600000,13595398500000,,33350172200,7287258500000,,638386700000,6648871800000,,9398208900000,,20844500000,9377364400000,,4739615700000,72622700000,2748654900000,,1260539500000,
542,2003-11-14 00:00:00,18653585800000,,2989037800000,2115694700000,13516311100000,,32542227800,7243596000000,,643530800000,6600065200000,,9363532300000,,20749700000,9342782600000,,4576082400000,72520200000,2602145100000,,1185088600000,
543,2003-10-31 00:00:00,18648606400000,,2936260200000,2199275400000,13464849900000,,48220927800,7212900600000,,712099000000,6500801600000,,9369023200000,,28986500000,9340036700000,,4525079800000,72520200000,2530917400000,,1170030800000,
544,2003-10-17 00:00:00,18471763400000,,2897991500000,2158176600000,13381182600000,,34412685200,7143421800000,,626239700000,6517182100000,,9253123100000,,29284200000,9223838900000,,4471616700000,72285100000,2468683300000,,1171007800000,
545,2003-10-03 00:00:00,18452591900000,,2846445200000,2256765900000,13307793300000,,41587485200,7178752200000,,764307000000,6414445200000,,9298007200000,,29903100000,9268104100000,,4318620500000,72285100000,2415073100000,,1154465700000,
546,2003-09-19 00:00:00,18315882600000,,2835830400000,2038664800000,13404992300000,,36395114100,7081187800000,,630823100000,6450364700000,,9072909200000,,30136300000,9042772900000,,4395640400000,72285100000,2306139900000,,1159645300000,
547,2003-09-05 00:00:00,18336485000000,,2857165500000,2057633900000,13387632100000,,34053514100,7175720300000,,730988500000,6444731800000,,9043677200000,,29777300000,9013899900000,,4379373700000,72105600000,2334391800000,,1106298400000,
548,2003-08-22 00:00:00,18194326900000,,2840179500000,2020105500000,13298676800000,,35365114700,7090014300000,,747858900000,6342155400000,,8973726800000,,29505700000,8944221100000,,4291070700000,72105600000,2232590500000,,1064411900000,
549,2003-08-08 00:00:00,18158139400000,,2867591000000,1997969200000,13256843700000,,35735514700,7167695400000,,857161600000,6310533800000,,9039355400000,,34473600000,9004881800000,,4278851800000,71750500000,2399513700000,,1198527400000,
550,2003-07-25 00:00:00,18066435300000,,2838685400000,2015870200000,13172127700000,,39752014700,7158565900000,,967063100000,6191502800000,,9004063000000,,29452400000,8974610600000,,4286283900000,71750500000,2454228000000,,1245672200000,
551,2003-07-11 00:00:00,18061337800000,,2905546100000,2015913600000,13102900600000,,36977522100,7200279400000,,984209900000,6216069500000,,8986489600000,,29635300000,8956854300000,,4208875600000,71549900000,2405856700000,,1224082100000,
552,2003-06-27 00:00:00,18023015600000,,2874756600000,2097581800000,13017825700000,,32851522100,7119264400000,,1162287700000,5956976700000,,9056250300000,,29754300000,9026496000000,,4175967300000,71549900000,2400016300000,,1276068300000,
553,2003-06-13 00:00:00,17893641800000,,2945562200000,1987274100000,12933802200000,,27003271200,7078525100000,,1193038200000,5885486900000,,8981910500000,,30274100000,8951636400000,,4204062200000,71409400000,2442265400000,,1336129400000,
554,2003-05-30 00:00:00,17846957500000,,2892637300000,2038161600000,12891819500000,,24339071200,7107288800000,,1235450300000,5871838500000,,9004172100000,,30083500000,8974088600000,,4180579500000,71409400000,2516492300000,,1320292100000,
555,2003-05-16 00:00:00,17787851200000,,2938255800000,1982900900000,12840157700000,,26536753700,7091830500000,,1268764200000,5823066300000,,9011471400000,,29230000000,8982241400000,,4089723300000,71066500000,2476240500000,,1296962600000,
556,2003-05-02 00:00:00,17739474700000,,2845472300000,2031536200000,12833094400000,,29371753700,7130315900000,,1294583600000,5835732300000,,9030098600000,,29943400000,9000155200000,,4029464300000,71066500000,2521470600000,,1272387900000,
557,2003-04-18 00:00:00,17705344900000,,2841686600000,2060934300000,12772247400000,,30476641600,7000293300000,,1272590500000,5727702800000,,9013436700000,,30013400000,8983423300000,,3958590000000,71066500000,2338041600000,,1239659100000,
558,2003-04-04 00:00:00,17644264500000,,2746527700000,2154202200000,12705518500000,,38016141600,6822623000000,,1059759900000,5762863100000,,9133941500000,,30109200000,9103832300000,,3911624800000,70711100000,2294635900000,,1218963800000,
559,2003-03-31 00:00:00,17179363700000,,2715812000000,1987573200000,12443787800000,,32190741600,6765229300000,,1206794100000,5558435200000,,8989806800000,,30482000000,8959324800000,,3937199200000,70711100000,2583582700000,,1271699200000,
560,2003-03-21 00:00:00,17209919700000,,2755293600000,1976069600000,12445686400000,,32870141600,6654868000000,,1094561700000,5560306300000,,8986873600000,,29721500000,8957152100000,,3875555200000,70711100000,2378088200000,,1244007500000,
561,2003-03-07 00:00:00,17165264300000,,2749160500000,1902356700000,12489109800000,,24637270700,6680373100000,,1197492000000,5482881100000,,8756450100000,,32232800000,8724217300000,,3924803000000,70363700000,2266725600000,,1290846700000,
562,2003-02-21 00:00:00,17072827500000,,2713806100000,1902618700000,12424164100000,,32238570700,6513907700000,,1016082200000,5497825500000,,8691516500000,,29157700000,8662358800000,,4007232800000,70363700000,2210193200000,,1258971200000,
563,2003-02-07 00:00:00,17064493600000,,2708719800000,1887626900000,12439219700000,,28927190700,6550890200000,,1085076300000,5465813900000,,8676585200000,,29058400000,8647526800000,,3972861400000,69928100000,2205771300000,,1272046700000,
564,2003-01-24 00:00:00,16937253400000,,2654693200000,1850560700000,12405525900000,,26473590700,6476210200000,,1078233300000,5397976900000,,8586754100000,,29250400000,8557503700000,,3914327900000,69928100000,2109966900000,,1271005900000,
565,2003-01-10 00:00:00,16906602200000,,2664202400000,1838807300000,12376468400000,,27124094600,6496143700000,,1202101100000,5294042600000,,8627170300000,,30018200000,8597152100000,,3831524900000,69474000000,2117710700000,,1250721600000,
566,2002-12-27 00:00:00,16819908600000,,2612496700000,1898785800000,12282681500000,,25944594600,6402974600000,,1107599800000,5295374800000,,8588700000000,,29632100000,8559067900000,,3786290600000,69474000000,2027530600000,,1209047200000,
567,2002-12-13 00:00:00,16777353400000,,2651478300000,1841800200000,12254845400000,,29229489300,6569109800000,,1230224400000,5338885400000,,8460333900000,,29604000000,8430729900000,,3759430100000,69067700000,2080588100000,,1194440900000,
568,2002-11-29 00:00:00,16735155800000,,2586043800000,1849421200000,12270593100000,,29097689300,6478892200000,,1181336100000,5297556100000,,8446649500000,,31042700000,8415606800000,,3692876900000,69067700000,1952330500000,,1148072800000,
569,2002-11-15 00:00:00,16738402400000,,2646141900000,1807411500000,12249044000000,,35805008100,6485441800000,,1309388200000,5176053600000,,8454564200000,,29643500000,8424920700000,,3646620300000,68508400000,1916732300000,,1151158800000,
570,2002-11-01 00:00:00,16693197300000,,2580485900000,1852433200000,12228240700000,,32037508100,6494075200000,,1425105000000,5068970200000,,8474182600000,,29426400000,8444756200000,,3585808600000,68508400000,1929377500000,,1146944500000,
571,2002-10-18 00:00:00,16589028400000,,2566827100000,1821718300000,12168080200000,,32402808100,6401123900000,,1205531800000,5195592100000,,8381978700000,,31061600000,8350917100000,,3562747200000,68508400000,1825329800000,,1114630800000,
572,2002-10-04 00:00:00,16548016700000,,2505665300000,1863892900000,12139541000000,,38917501300,6362255900000,,1241133600000,5121122300000,,8439075300000,,29724400000,8409350900000,,3521059700000,67901300000,1842275500000,,1115521600000,
573,2002-09-20 00:00:00,16403760700000,,2509934100000,1784842600000,12074408900000,,34575101300,6362878600000,,1281869500000,5081009100000,,8296579800000,,29266500000,8267313300000,,3491134000000,67901300000,1814733000000,,1113174800000,
574,2002-09-06 00:00:00,16404594200000,,2528925900000,1782679100000,12058123100000,,34866065700,6443061800000,,1406321100000,5036740700000,,8254040700000,,29260000000,8224780700000,,3523325800000,67282600000,1883116700000,,1115551000000,
575,2002-08-23 00:00:00,16306871600000,,2516384300000,1761847300000,11993147100000,,35492865700,6399415900000,,1342067800000,5057348100000,,8207691800000,,29256100000,8178435700000,,3473313900000,67282600000,1840832600000,,1093021900000,
576,2002-08-09 00:00:00,16236260300000,,2544816400000,1724878600000,11931277400000,,35287863400,6489457000000,,1541370000000,4948087000000,,8207928300000,,29375500000,8178552800000,,3432921500000,66658800000,1960705300000,,1197219100000,
577,2002-07-26 00:00:00,16141592100000,,2516446500000,1760770500000,11826819500000,,37555563400,6437527300000,,1553316800000,4884210500000,,8182916300000,,29247100000,8153669200000,,3425701200000,66658800000,1971211500000,,1213573000000,
578,2002-07-12 00:00:00,16160255400000,,2583048600000,1759063800000,11778205000000,,39938043700,6472101600000,,1694118200000,4777983400000,,8187439200000,,29287500000,8158151700000,,3378794300000,65344400000,1943424000000,,1215917200000,
579,2002-06-28 00:00:00,16094530100000,,2552841700000,1827928500000,11681602800000,,32157138700,6348552500000,,1479655500000,4868897000000,,8157474700000,,29189600000,8128285100000,,3344464000000,65344400000,1821305400000,,1187961900000,
580,2002-06-14 00:00:00,16052789600000,,2620563300000,1759838500000,11648859600000,,23528213500,6382040800000,,1669908900000,4712131900000,,8119192700000,,29795900000,8089396800000,,3241550100000,64592900000,1754586900000,,1152910600000,
581,2002-05-31 00:00:00,16052064300000,,2574466000000,1814272700000,11640792000000,,22533553500,6332976400000,,1597012000000,4735964400000,,8131535900000,,30939700000,8100596200000,,3223093100000,64592900000,1700134000000,,1133165500000,
582,2002-05-17 00:00:00,15960646000000,,2612469100000,1772865600000,11552324600000,,22986658500,6285168200000,,1690646900000,4594521300000,,8108034400000,,49561700000,8058472700000,,3193667100000,63834100000,1690057800000,,1123941500000,
583,2002-05-03 00:00:00,15914798400000,,2555616400000,1808924200000,11528312700000,,21945070500,6205670200000,,1610690800000,4594979400000,,8131212600000,,59323300000,8071889300000,,3194236500000,63834100000,1680155000000,,1118636600000,
584,2002-04-19 00:00:00,15422098300000,,2521195100000,1796153600000,11081321600000,,23427963500,6049990700000,,1601019200000,4448971500000,,7660067200000,,54615700000,7605451500000,,3162230700000,63834100000,1514024400000,,1084044300000,
585,2002-04-05 00:00:00,15355353000000,,2460865300000,1893779800000,10974442000000,,26265924000,5975945800000,,1440359300000,4535586500000,,7696522900000,,31970900000,7664552000000,,3134950400000,63662600000,1515728600000,,1052470800000,
586,2002-03-31 00:00:00,14983361600000,,2407943400000,1791990400000,10755119500000,,28308294000,5895647600000,,1521780200000,4373867400000,,7596470300000,,59286300000,7537184000000,,3110443600000,63662600000,1682862600000,,1012481900000,
587,2002-03-22 00:00:00,14980810900000,,2425397900000,1785218500000,10743340900000,,26853618000,5790407800000,,1417680900000,4372726900000,,7594388200000,,69646100000,7524742100000,,3070487500000,63662600000,1538135200000,,1039054000000,
588,2002-03-08 00:00:00,14856231300000,,2438568500000,1688071400000,10707787700000,,21803692200,5850504700000,,1521482700000,4329022000000,,7439328300000,,69197700000,7370130600000,,3014797500000,62383100000,1510782300000,,1035881400000,
589,2002-02-22 00:00:00,14743663800000,,2397023600000,1664781000000,10658819700000,,23039492200,5837930500000,,1513499000000,4324431500000,,7412863500000,,78357300000,7334506200000,,2963859200000,62383100000,1533372500000,,1025894800000,
590,2002-02-08 00:00:00,14675599800000,,2384493400000,1666170100000,10602960800000,,21975452200,5829191500000,,1557651100000,4271540400000,,7360438900000,,81972200000,7278466700000,,2929160300000,61551400000,1504742300000,,1012890500000,
591,2002-01-25 00:00:00,14584069400000,,2333168300000,1649158700000,10578942800000,,22799552200,5788041200000,,1524595000000,4263446200000,,7336770300000,,78844500000,7257925800000,,2888668500000,61551400000,1490962000000,,984486800000,
592,2002-01-11 00:00:00,14582607000000,,2350489800000,1644245500000,10563821700000,,24049960800,5826334400000,,1517576800000,4308757600000,,7335484000000,,76094400000,7259389600000,,2875253600000,60769300000,1515234300000,,1002681800000,
593,2001-12-28 00:00:00,14504872700000,,2298699200000,1722523600000,10458641300000,,25008560800,5723498100000,,1479838700000,4243659400000,,7287311300000,,108292700000,7179018600000,,2828848200000,60769300000,1395554200000,,968117900000,
594,2001-12-14 00:00:00,14435974300000,,2343637200000,1646101500000,10418160200000,,28075377700,5793841800000,,1556885000000,4236956800000,,7162855000000,,92471800000,7070383200000,,2853842400000,59928800000,1434493700000,,951567000000,
595,2001-11-30 00:00:00,14392084900000,,2295474700000,1666523800000,10401167800000,,28918577700,5794923200000,,1631007300000,4163915900000,,7141973000000,,77372900000,7064600100000,,2813818200000,59928800000,1418558300000,,928527100000,
596,2001-11-16 00:00:00,14366901000000,,2355348600000,1639534100000,10344848200000,,27170058100,5758829700000,,1640819400000,4118010300000,,7110771200000,,78182300000,7032588900000,,2794791100000,58892200000,1356383200000,,921984300000,
597,2001-11-02 00:00:00,14268520000000,,2258296100000,1654214300000,10324495400000,,31514158100,5718534000000,,1634043600000,4084490400000,,7127779900000,,104463100000,7023316800000,,2750015800000,58892200000,1386701900000,,935030100000,
598,2001-10-19 00:00:00,14208230100000,,2239698600000,1631886900000,10305469500000,,31175058100,5656252100000,,1565450200000,4090801900000,,7089952000000,,110341900000,6979610100000,,2731125300000,58892200000,1327991500000,,916968800000,
599,2001-10-05 00:00:00,14235855500000,,2202341500000,1684137100000,10314024600000,,35352282900,5642580400000,,1573697400000,4068883000000,,7117958700000,,77033800000,7040924900000,,2721722100000,58049400000,1304455100000,,935313800000,
600,2001-09-21 00:00:00,14078862100000,,2184779500000,1621343800000,10239751000000,,32987782900,5608227800000,,1520298300000,4087929500000,,6980587200000,,105017200000,6875570000000,,2707369800000,58049400000,1275372100000,,918170900000,
601,2001-09-07 00:00:00,14058827100000,,2211635200000,1642284200000,10168480400000,,36427276300,5620485400000,,1602043800000,4018441600000,,6948894900000,,98511800000,6850383100000,,2610234500000,57209300000,1177997000000,,873494500000,
602,2001-08-24 00:00:00,13984922200000,,2195715700000,1665912900000,10086940200000,,36353376300,5554266600000,,1561328000000,3992938600000,,6942516200000,,92561300000,6849954900000,,2586514100000,57209300000,1155584000000,,852841600000,
603,2001-08-10 00:00:00,13938587300000,,2234168500000,1617768900000,10052359600000,,34290302300,5630548500000,,1660579100000,3969969400000,,6915023600000,,82728200000,6832295400000,,2547833900000,56397900000,1211216600000,,929599700000,
604,2001-07-27 00:00:00,13876313800000,,2191122800000,1653847700000,9996344900000,,34998402300,5598201700000,,1615548100000,3982653600000,,6910763100000,,116155400000,6794607700000,,2527784100000,56397900000,1216833000000,,922024000000,
605,2001-07-13 00:00:00,13868089400000,,2255068000000,1635139000000,9939072100000,,38810271500,5602720200000,,1667043600000,3935676600000,,6887295200000,,100213300000,6787081900000,,2522202600000,55649600000,1199778200000,,905675900000,
606,2001-06-29 00:00:00,13843784200000,,2223578800000,1714233200000,9868692700000,,37279471500,5534316200000,,1696190000000,3838126200000,,6839922900000,,101753100000,6738169800000,,2512282900000,55649600000,1098387400000,,867034500000,
607,2001-06-15 00:00:00,13771944500000,,2293413500000,1624813800000,9821931000000,,31786210400,5531790200000,,1721713900000,3810076300000,,6824084100000,,111665200000,6712418900000,,2554690900000,54882900000,1193503600000,,859548600000,
608,2001-06-01 00:00:00,13733172800000,,2264946400000,1648823200000,9798284100000,,21119110400,5466009300000,,1600797200000,3865212100000,,6792238400000,,84244600000,6707993800000,,2545051800000,54882900000,1125009600000,,848038500000,
609,2001-05-18 00:00:00,13694666500000,,2286405700000,1643158000000,9735671500000,,29431310400,5449589900000,,1704902000000,3744687900000,,6851881600000,,113070100000,6738811500000,,2536379900000,54882900000,1198067800000,,852385300000,
610,2001-05-04 00:00:00,13612290100000,,2250522600000,1666982000000,9661610400000,,33175080000,5364607000000,,1618158200000,3746448800000,,6844147400000,,111407300000,6732740100000,,2529492300000,54136400000,1180093000000,,849744900000,
611,2001-04-20 00:00:00,13505981100000,,2206056000000,1675275500000,9593280200000,,31369380000,5315821000000,,1570213200000,3745607800000,,6825703200000,,117173600000,6708529600000,,2528928100000,54136400000,1218607600000,,834995700000,
612,2001-04-06 00:00:00,13464935400000,,2127635000000,1767898400000,9533738200000,,35663784900,5219336200000,,1495097100000,3724239100000,,6914583800000,,90720100000,6823863700000,,2516933600000,53535100000,1239453300000,,821170200000,
613,2001-03-31 00:00:00,13132035800000,,2095501400000,1662698200000,9337707400000,,36128784900,5119547800000,,1538767300000,3580780500000,,6792184700000,,132865500000,6659319200000,,2498314000000,53535100000,1331545800000,,793735300000,
614,2001-03-23 00:00:00,13125580700000,,2117582000000,1653047600000,9331534900000,,23416184900,5030374800000,,1446156300000,3584218500000,,6745319400000,,93765900000,6651553500000,,2486285700000,53535100000,1189934300000,,816376000000,
615,2001-03-09 00:00:00,13017325500000,,2141892900000,1586434800000,9267256900000,,21740936300,5103776100000,,1555037700000,3548738400000,,6669678600000,,119478500000,6550200100000,,2432783800000,52774300000,1241687300000,,833403300000,
616,2001-02-23 00:00:00,12906834500000,,2083677700000,1564384900000,9235660400000,,23111536300,5027898100000,,1523666600000,3504231500000,,6653612900000,,113712500000,6539900400000,,2421175900000,52774300000,1248626700000,,829197500000,
617,2001-02-09 00:00:00,12881017700000,,2106929200000,1535488000000,9216762400000,,21838061200,5014375600000,,1540550600000,3473825000000,,6871944900000,,111718900000,6760226000000,,2410848100000,52227600000,1468378500000,,819595700000,
618,2001-01-26 00:00:00,12763576100000,,2056887400000,1526374400000,9158634900000,,21679361200,4959400100000,,1504364400000,3455035700000,,6875808400000,,131617500000,6744190900000,,2377838100000,52227600000,1501698100000,,826901700000,
619,2001-01-12 00:00:00,12743243800000,,2083721400000,1517640200000,9119036300000,,22845875700,5014179100000,,1583947800000,3430231300000,,6844986800000,,131216200000,6713770600000,,2357062500000,50658300000,1523642900000,,846461800000,
