,Date,Banks,M3 (Including Merger)_nan,1 Components (1.1.+1.2+1.3+1.4)_1.1 Currency with the Public,1 Components (1.1.+1.2+1.3+1.4)_1.2 Demand Deposits with Banks,1 Components (1.1.+1.2+1.3+1.4)_1.3 Time Deposits with Banks,1 Components (1.1.+1.2+1.3+1.4)_1.3 Time Deposits with Banks (Including Merger),1 Components (1.1.+1.2+1.3+1.4)_1.4 ‘Other’ Deposits with Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1 Net Bank Credit to Government,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1 Net Bank Credit to Government (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.1 Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.2 Other Banks,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.1.2 Other Banks (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2 Bank Credit to Commercial Sector,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2 Bank Credit to Commercial Sector (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.1 Reserve Bank,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.2 Other Banks,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.2.2 Other Banks (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.3 Net Foreign Exchange Assets of Banking Sector,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.4 Government's Currency Liabilities to the Public,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5 Banking Sectors Net Non-Monetary Liabilities,2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5 Banking Sectors Net Non-Monetary Liabilities (Including Merger),2 Sources (2.1+2.2+2.3+2.4-2.5)_2.5.1 Net Non-Monetary Liabilities of RBI,2 Sources (2.1+2.2+2.3+2.4-2.5)_nan
412,2008-09-12 00:00:00,42391292200000,,5935807075450,5187739047750,31218520839630,,49225193000,9705005300000,,-717878200000,10422883500000,,27066050100000,,14628400000,27051421700000,,13429087500000,96244200000,7905095000000,,3045655800000,
413,2008-08-29 00:00:00,42261711500000,,5867078573450,5215154805750,31127320723630,,52157393000,9709248800000,,-892298700000,10601547500000,,26754830600000,,13806500000,26741024100000,,13128714300000,96244200000,7427326400000,,2673889800000,
414,2008-08-15 00:00:00,41831424900000,,5975604358360,4965376657710,30841093853230,,49349993000,9672719200000,,-741087200000,10413806400000,,26537505100000,,15896200000,26521608900000,,12878136900000,95132700000,7352069000000,,2476565500000,
415,2008-08-01 00:00:00,41875810500000,,5914691934360,5133887856710,30776721937230,,50508793000,9707637100000,,-765734400000,10473371500000,,26399954400000,,13806500000,26386147900000,,13140983800000,95132700000,7467897500000,,2859336700000,
416,2008-07-18 00:00:00,41489867200000,,6028845307360,4983568270710,30426764301230,,50689293000,9675825700000,,-590962600000,10266788300000,,26231062000000,,14376500000,26216685500000,,13336026700000,95132700000,7848179900000,,3157190700000,
417,2008-07-04 00:00:00,41561372100000,,6012912601490,5241425673490,30256242928250,,50790874000,9503864400000,,-1090221400000,10594085800000,,26206252500000,,13806500000,26192446000000,,13519687600000,94489400000,7762921800000,,3168370800000,
418,2008-06-20 00:00:00,41071328500000,,6041823403490,4990469196490,29989919245250,,49116674000,9356416400000,,-1132221000000,10488637400000,,26098004900000,,14077000000,26083927900000,,13619855300000,94489400000,8097437500000,,3076188500000,
419,2008-06-06 00:00:00,41149788000000,,6046051382600,5069883395110,29983427011180,,50426174000,9408254900000,,-1242066400000,10650321300000,,26027892900000,,13832800000,26014060100000,,14072013200000,93851700000,8452224700000,,3029567400000,
420,2008-05-23 00:00:00,40956909000000,,6025975428600,5053107279110,29815981657180,,61844674000,9216950400000,,-1443231900000,10660182300000,,25798503700000,,13832800000,25784670900000,,14088938500000,93851700000,8241335200000,,3046011600000,
421,2008-05-09 00:00:00,40712456700000,,6007899827220,5062443977960,29580849196870,,61263718000,9112124600000,,-1405751300000,10517875900000,,25609300400000,,13832800000,25595467600000,,13500125500000,93193300000,7602287100000,,2464400000000,
422,2008-04-25 00:00:00,40375826000000,,5894384110220,5136171233960,29283703034870,,61567618000,8993348600000,,-1604854700000,10598203300000,,25380397500000,,13832800000,25366564700000,,13138641600000,93193300000,7229755000000,,2172674500000,
423,2008-04-11 00:00:00,40272002700000,,5864483748800,5106437831680,29247868278690,,53212882000,8823027400000,,-1728320900000,10551348300000,,25476178900000,,13832800000,25462346100000,,13045766100000,92238700000,7165208400000,,2099962200000,
424,2008-03-31 00:00:00,40178552200000,,5684104863800,5783723275680,28620455619690,,90268482000,8995175600000,,-1132089900000,10127265500000,,25789896600000,,17882800000,25772013800000,,12951324300000,92238700000,7650083000000,,2102495600000,
425,2008-03-28 00:00:00,40108103600000,,5697919574800,5760189956680,28597529075690,,52464982000,8444379900000,,-1682352800000,10126732700000,,25774339500000,,18787400000,25755552100000,,12967187000000,92238700000,7170041600000,,2155337000000,
426,2008-03-14 00:00:00,38909726900000,,5705102126400,4934698152460,28221745259300,,48181382000,8623182400000,,-1614535300000,10237717700000,,24911280500000,,13832800000,24897447700000,,12676295500000,91369100000,7392400500000,,2230761400000,
427,2008-02-29 00:00:00,38818758700000,,5543482868400,5091377787460,28134082391300,,49815682000,8569204600000,,-1723224200000,10292428800000,,24673339100000,,17032600000,24656306500000,,12309762200000,91369100000,6824916200000,,1896015000000,
428,2008-02-15 00:00:00,38267184200000,,5550206807370,4806347769200,27863785191000,,46844467000,8449075600000,,-1780914800000,10229990400000,,24255812100000,,13832800000,24241979300000,,11897100000000,90507700000,6425311100000,,1618181500000,
429,2008-02-01 00:00:00,38628412400000,,5392990634370,5628436545200,27534380535000,,72604667000,8606209100000,,-1285580100000,9891789200000,,24179645800000,,14526500000,24165119300000,,11804386300000,90507700000,6052336500000,,1562369100000,
430,2008-01-18 00:00:00,38043338200000,,5443092112370,5037669907200,27515243701000,,47332467000,8374779800000,,-1558788700000,9933568500000,,23765061100000,,15713900000,23749347200000,,11473481900000,90507700000,5660492300000,,1380660200000,
431,2008-01-04 00:00:00,37553254300000,,5352843389130,4742054500770,27409525541300,,48830867000,8531603600000,,-1495916900000,10027520500000,,23544982100000,,13832800000,23531149300000,,11147439700000,89923400000,5760694400000,,1402614400000,
432,2007-12-21 00:00:00,37055144600000,,5341052391130,4851151869770,26815589154300,,47351167000,8354290600000,,-1402130700000,9756421300000,,23350021900000,,14722800000,23335299100000,,11076890100000,89923400000,5815981400000,,1408412000000,
433,2007-12-07 00:00:00,36858924800000,,5303622769230,4665132617230,26843050668120,,47118767000,8677493500000,,-1259829100000,9937322600000,,22979343900000,,13832800000,22965511100000,,11071988900000,89260200000,5959161600000,,1459888600000,
434,2007-11-23 00:00:00,36803437700000,,5251052081230,4827057230230,26677759258120,,47569167000,8609806800000,,-1421218300000,10031025100000,,22834025700000,,17042300000,22816983400000,,11061114300000,89260200000,5790769200000,,1514615100000,
435,2007-11-09 00:00:00,36712992300000,,5297860595170,4739089466170,26624087088640,,51955101000,8556194600000,,-1288883600000,9845078200000,,22700974600000,,13832800000,22687141800000,,10917449800000,87553900000,5549180700000,,1452248800000,
436,2007-10-26 00:00:00,36152141400000,,5060790363170,4572856564170,26470195407640,,48299101000,8481914600000,,-1370664400000,9852579000000,,22343700700000,,13832800000,22329867900000,,10659431900000,87553900000,5420459700000,,1384249000000,
437,2007-10-12 00:00:00,35807699700000,,5024763684320,4551618176070,26181750712800,,49567101000,8483162500000,,-1367110800000,9850273300000,,22226163300000,,13832800000,22212330500000,,10387478400000,86803300000,5375907800000,,1241884400000,
438,2007-09-28 00:00:00,35850087300000,,4865012783320,4914555994070,26014981619800,,55536901000,8713660500000,,-744257800000,9457918300000,,22452480600000,,13832800000,22438647800000,,10134844000000,86803300000,5537701100000,,1373803300000,
439,2007-09-14 00:00:00,34936567400000,,4944623772500,4416360735890,25525317691490,,50265173000,8850428400000,,-604178600000,9454607000000,,21816812800000,,13832800000,21802980000000,,9695961800000,86151200000,5512786800000,,1342815200000,
440,2007-08-31 00:00:00,34858150200000,,4865370162500,4403851959890,25538814517490,,50113573000,8767066200000,,-629386600000,9396452800000,,21708689300000,,13832800000,21694856500000,,9672975100000,86151200000,5376731500000,,1363894300000,
441,2007-08-17 00:00:00,34583686600000,,4934048077690,4276882992110,25322655138600,,50100373000,8588928700000,,-802058300000,9390987000000,,21441573300000,,14120800000,21427452500000,,9704708000000,84903100000,5236426500000,,1384587100000,
442,2007-08-03 00:00:00,34922195000000,,4907152709690,4530145727110,25324409374600,,160487173000,9170557300000,,158272800000,9012284500000,,21363809300000,,13832800000,21349976500000,,9556054200000,84903100000,5253128900000,,1717553200000,
443,2007-07-20 00:00:00,34558606300000,,4956068113690,4384777038110,25094518034600,,123243073000,9093890500000,,218838000000,8875052500000,,21204521000000,,13832800000,21190688200000,,9257149500000,84903100000,5081857800000,,1737146400000,
444,2007-07-06 00:00:00,34333800300000,,4984529379390,4466663606600,24772550946640,,110056373000,9103172600000,,281667700000,8821504900000,,21167036100000,,13832800000,21153203300000,,8993531300000,84267600000,5014207200000,,1656243300000,
445,2007-06-22 00:00:00,33811453500000,,5014028969390,4325671505600,24401434252640,,70318794000,8552707500000,,-197307100000,8750014600000,,20969584300000,,13859200000,20955725100000,,8952346100000,84267600000,4747451900000,,1342348800000,
446,2007-06-08 00:00:00,33700923900000,,5067233374870,4201098287560,24284645442700,,147946752000,8657948300000,,126574300000,8531374000000,,20902232000000,,13859200000,20888372800000,,9036340900000,83562900000,4979160300000,,1315463400000,
447,2007-05-25 00:00:00,33219309200000,,5040659946870,4134970295560,23990487470700,,53191452000,8549062200000,,63037200000,8486025000000,,20811279400000,,13859200000,20797420200000,,8776165100000,83562900000,5000760400000,,1252231000000,
448,2007-05-11 00:00:00,33190159400000,,5104603206910,4113214493070,23899030504380,,73311230000,8548209100000,,63482100000,8484727000000,,20862868400000,,13859200000,20849009200000,,8883157700000,82265700000,5186341500000,,1404481100000,
449,2007-04-27 00:00:00,33064348400000,,5027383107910,4231204546070,23736356243380,,69404530000,8609972400000,,185455400000,8424517000000,,20853383000000,,13859200000,20839523800000,,8851088300000,82265700000,5332360900000,,1412149900000,
450,2007-04-13 00:00:00,33114869400000,,4997106386070,4299066575770,23745945382410,,72751067000,8292573100000,,-183066600000,8475639700000,,20988112700000,,13842300000,20974270400000,,9136188800000,81605700000,5383610900000,,1679636100000,
451,2007-03-31 00:00:00,33100383200000,,4828544686070,4776042010770,23421128351410,,74668156000,8276264900000,,24228600000,8252036300000,,21288623600000,,15372300000,21273251300000,,9131785200000,81605700000,5677896100000,,1770472500000,
452,2007-03-30 00:00:00,33057181000000,,4839856286070,4772617533770,23391163394410,,53543767000,8219604100000,,-28019100000,8247623200000,,21298894800000,,15372300000,21283522500000,,9131785100000,81605700000,5674708700000,,1789981600000,
453,2007-03-16 00:00:00,31996638900000,,4911551142450,4168270199670,22869610283390,,47207267000,8150766400000,,-33781800000,8184548200000,,20653248500000,,14332300000,20638916200000,,9277061400000,81031500000,6165469000000,,1850491300000,
454,2007-03-02 00:00:00,31801767100000,,4844684756450,4395746129670,22511961543390,,49374708000,8190252600000,,-198013400000,8388266000000,,20431556800000,,13842300000,20417714500000,,9239320100000,81031500000,6140394000000,,1805573700000,
455,2007-02-16 00:00:00,31388367800000,,4826662136450,4371679681670,22143259605390,,46766408000,8054632900000,,-315400000,8054948300000,,20089377800000,,14412000000,20074965800000,,8950488000000,81031500000,5787162400000,,1740638300000,
456,2007-02-02 00:00:00,31029640800000,,4729827362780,4267103803330,21982194672130,,50514984000,8073082900000,,126294400000,7946788500000,,19913012700000,,18442000000,19894570700000,,8559371300000,80642900000,5596468900000,,1711536800000,
457,2007-01-19 00:00:00,30672754000000,,4719865451780,3995775361330,21901525229130,,55587984000,8051362400000,,122420600000,7928941800000,,19623807400000,,19065800000,19604741600000,,8514862600000,80642900000,5597921200000,,1756864300000,
458,2007-01-05 00:00:00,30529305200000,,4651070211380,4090783275640,21734475531230,,52976200000,8002209300000,,-3117900000,8005327200000,,19569618400000,,14855800000,19554762600000,,8439543100000,80273700000,5562339300000,,1692292200000,
459,2006-12-22 00:00:00,30058295200000,,4617844026380,4000302653640,21388400341230,,51748200000,7842433500000,,-17382900000,7859816400000,,19270356800000,,15151600000,19255205200000,,8476360000000,80273700000,5611128700000,,1797448100000,
460,2006-12-08 00:00:00,30225940700000,,4606722581030,4047901724910,21523732011640,,47584346000,8053664500000,,47740400000,8005924100000,,19002888000000,,13842300000,18989045700000,,8293877100000,79904400000,5204393400000,,1789097000000,
461,2006-11-24 00:00:00,29817719600000,,4523559717030,3982436517910,21259113366640,,52610046000,8036289900000,,34264600000,8002025300000,,18717668900000,,13842300000,18703826600000,,8201767600000,79904400000,5217911200000,,1749231300000,
462,2006-11-10 00:00:00,29548308000000,,4539746228950,3927660186600,21032193805540,,48707794000,7993712600000,,40169500000,7953543100000,,18590095100000,,13842300000,18576252800000,,7931940700000,79517300000,5046957700000,,1619968900000,
463,2006-10-27 00:00:00,29363867400000,,4516001794950,3989784075600,20808147646540,,49933894000,8038977700000,,107322800000,7931654900000,,18424324100000,,13842300000,18410481800000,,8008180800000,79517300000,5187132500000,,1718428400000,
464,2006-10-13 00:00:00,29291238500000,,4434713420230,3938919991850,20863517491530,,54087617000,8040106200000,,27758200000,8012348000000,,18259215700000,,13842300000,18245373400000,,7959631200000,78996100000,5046710700000,,1664131000000,
465,2006-09-29 00:00:00,29416565400000,,4343123003230,4079717949850,20936964437530,,56760017000,7974932400000,,110155800000,7864776600000,,18476821700000,,14723300000,18462098400000,,8044749400000,78996100000,5158934200000,,1772211900000,
466,2006-09-15 00:00:00,29019010400000,,4375280682840,3821774242300,20767580801250,,54374630000,8070370300000,,69203900000,8001166400000,,18033340100000,,13842300000,18019497800000,,7998249200000,78566300000,5161515600000,,1802333500000,
467,2006-09-01 00:00:00,29013564900000,,4325214326840,3837236154300,20792204546250,,58909830000,7984730200000,,-76042100000,8060772300000,,17910217800000,,13842300000,17896375500000,,8104027600000,78566300000,5063977100000,,1894157100000,
468,2006-08-18 00:00:00,28848001200000,,4378393164840,3809482452300,20602469804250,,57655730000,7965524400000,,-12517900000,7978042300000,,17688649400000,,13842300000,17674807100000,,8045066300000,78566300000,4929805200000,,1847102200000,
469,2006-08-04 00:00:00,28579265300000,,4350205175140,3712234874910,20458690149580,,58135105000,8064589100000,,-7689900000,8072279000000,,17471169300000,,13842300000,17457327000000,,8074239800000,78237500000,5108970400000,,1939651700000,
470,2006-07-21 00:00:00,28273000400000,,4353878427140,3681566394910,20180274664580,,57280905000,7989178500000,,-12370500000,8001549000000,,17331243000000,,13842300000,17317400700000,,8003200600000,78237500000,5128859200000,,1885124900000,
471,2006-07-07 00:00:00,28146331600000,,4370763755950,3742770898450,19974015435310,,58781529000,8023258600000,,-21912100000,8045170700000,,17237638800000,,13842300000,17223796500000,,7888391600000,77920400000,5080877900000,,1771127300000,
472,2006-06-23 00:00:00,27745554800000,,4371353572950,3641675302450,19680240686310,,52285229000,7836365800000,,81893400000,7754472400000,,17033370400000,,13868700000,17019501700000,,7842827200000,77920400000,5044929100000,,1784055600000,
473,2006-06-09 00:00:00,27832600300000,,4417558076830,3694849875760,19656452970930,,63739349000,7954600500000,,107444400000,7847156100000,,16889389900000,,13868700000,16875521200000,,7979019500000,77489000000,5067898600000,,1727969700000,
474,2006-05-26 00:00:00,27702924000000,,4362450224830,3734407979760,19542232233930,,63833549000,7886894200000,,77338700000,7809555500000,,16758295000000,,13868700000,16744426300000,,7945354100000,77489000000,4965108300000,,1709846300000,
475,2006-05-12 00:00:00,27640818300000,,4415803435660,3724287929310,19434466541760,,66260360000,7871286000000,,115101500000,7756184500000,,16694594000000,,13868700000,16680725300000,,7873110900000,77091000000,4875263600000,,1646340600000,
476,2006-04-28 00:00:00,27634905900000,,4317270319660,4133826247310,19117625345760,,66183960000,7993790200000,,179287600000,7814502600000,,16680797800000,,13868700000,16666929100000,,7722609900000,77091000000,4839383000000,,1533130300000,
477,2006-04-14 00:00:00,27282519600000,,4261900605740,4003964938390,18950249030810,,66405062000,7835624700000,,-97531700000,7933156400000,,16690611300000,,13868700000,16676742600000,,7523951400000,76561700000,4844229400000,,1392221800000,
478,2006-03-31 00:00:00,27194932000000,,4121239197740,4074227002390,18931037577810,,68428262000,7594163300000,,65990600000,7528172700000,,16886814100000,,13868700000,16872945400000,,7261969200000,76561700000,4624576100000,,1224916600000,
479,2006-03-17 00:00:00,26152931400000,,4190621313340,3621119519420,18283984094810,,57206452000,7694938600000,,248361200000,7446577400000,,16257051000000,,14346900000,16242704100000,,6867477500000,76089500000,4742625200000,,1292033000000,
480,2006-03-03 00:00:00,25981256000000,,4123343113340,3660727119420,18146767294810,,50418452000,7782092400000,,328712100000,7453380300000,,16014347300000,,16292300000,15998055000000,,6725575200000,76089500000,4616848400000,,1264185300000,
481,2006-02-17 00:00:00,25679602500000,,4103610913340,3552245319420,17975793294810,,47953013000,7739485500000,,247544900000,7491940600000,,15781622900000,,17411200000,15764211700000,,6652438500000,76089500000,4570033900000,,1231953700000,
482,2006-02-03 00:00:00,25494137700000,,4043463161870,3583577264030,17818960074370,,48137213000,7813039800000,,262998500000,7550041300000,,15647227900000,,19176000000,15628051900000,,6558170800000,75903400000,4600204200000,,1219844100000,
483,2006-01-20 00:00:00,25227660600000,,4027758861870,3396552864030,17757791674370,,45557165000,7764825500000,,273227500000,7491598000000,,15403509900000,,23393400000,15380116500000,,6557180600000,75903400000,4573758800000,,1243296000000,
484,2006-01-06 00:00:00,25247062900000,,3984841521900,3399319232590,17816874674090,,46027465000,7746668500000,,189407700000,7557260800000,,15259205100000,,13868700000,15245336400000,,6593033800000,86414500000,4438258900000,,1272303200000,
485,2005-12-23 00:00:00,25155411800000,,3950346121900,3378426332590,17782193074090,,44446252000,7490342400000,,-140712200000,7631054600000,,15159986000000,,15218700000,15144767300000,,6876454700000,86414500000,4457785700000,,1245809600000,
486,2005-12-09 00:00:00,25044965000000,,3955104879800,3260609081660,17783924606800,,45326452000,7704631500000,,-53385200000,7758016700000,,14958836200000,,13868700000,14944967500000,,6963260800000,86176800000,4667940200000,,1397537300000,
487,2005-11-25 00:00:00,24888054100000,,3881574779800,3240705381660,17717702706800,,48071252000,7667614100000,,-78715400000,7746329500000,,14807968000000,,13868700000,14794099300000,,6814556400000,86176800000,4488261100000,,1272188100000,
488,2005-11-11 00:00:00,24806175400000,,3927924061550,3196865486720,17636356655680,,45029190000,7642176100000,,-70129100000,7712305200000,,14749308100000,,18463200000,14730844900000,,6818839100000,86750200000,4490898100000,,1286434600000,
489,2005-10-28 00:00:00,24710030400000,,3807292661550,3233894586720,17622754755680,,46088390000,7653363000000,,-198145000000,7851508000000,,14600444500000,,13868700000,14586575800000,,6782159400000,86750200000,4412686700000,,1242272100000,
490,2005-10-14 00:00:00,24612789700000,,3789683392990,3222983018020,17549455987340,,50667343000,7643409900000,,-113334900000,7756744800000,,14465037200000,,13868700000,14451168500000,,6739860700000,87414300000,4322932500000,,1208530400000,
491,2005-09-30 00:00:00,24696296400000,,3648384092990,3398027818020,17597964087340,,51920443000,7545892700000,,-339498900000,7885391600000,,14535630100000,,13868700000,14521761400000,,6599423200000,87414300000,4072064000000,,1063982000000,
492,2005-09-16 00:00:00,24050973600000,,3713797351790,3064429953800,17223380062730,,49366206000,7596317100000,,-263056300000,7859373400000,,13997970000000,,13868700000,13984101300000,,6641122300000,81828400000,4266264200000,,1095339600000,
493,2005-09-02 00:00:00,24046230400000,,3677462151790,3102134853800,17212103162730,,54530206000,7600018900000,,-357557100000,7957576000000,,13858286100000,,13868700000,13844417400000,,6710009200000,81828400000,4203912200000,,1164188700000,
494,2005-08-19 00:00:00,23855446500000,,3719238151790,3057893053800,17030508062730,,47807262000,7572553300000,,-255077100000,7827630400000,,13699117500000,,13868700000,13685248800000,,6555016500000,81828400000,4053069100000,,1006521300000,
495,2005-08-05 00:00:00,23861516200000,,3713343298890,3195634682680,16900883493650,,51654762000,7676702800000,,-326840500000,8003543300000,,13643137400000,,13868700000,13629268700000,,6512818500000,81895600000,4053038000000,,1037862400000,
496,2005-07-22 00:00:00,23584457100000,,3714064198890,2976692082680,16844371993650,,49328820000,7634200900000,,-75090900000,7709291800000,,13469007400000,,13868700000,13455138700000,,6277150300000,81895600000,3877797100000,,980876600000,
497,2005-07-08 00:00:00,23569046700000,,3770602626360,2936660860400,16813067148270,,48716020000,7636646700000,,-52590000000,7689236700000,,13479477300000,,13868700000,13465608600000,,6281497700000,78319300000,3906894400000,,1006701700000,
498,2005-06-24 00:00:00,23465642300000,,3757452018170,2978233103510,16685605932380,,44351220000,7592104000000,,-86992200000,7679096200000,,13345211300000,,13895000000,13331316300000,,6358838800000,78319300000,3908831100000,,1088472400000,
499,2005-06-10 00:00:00,23383300700000,,3812743115940,2888882711330,16638053917330,,43620984000,7648026800000,,-7698400000,7655725200000,,13204478700000,,13895000000,13190583700000,,6330350300000,74952800000,3874507900000,,1058868200000,
500,2005-05-27 00:00:00,23299374000000,,3772536415940,2875965111330,16607855117330,,43017384000,7617409800000,,-160666700000,7778076500000,,13104428800000,,13895000000,13090533800000,,6387860600000,74952800000,3885278000000,,1115378500000,
501,2005-05-13 00:00:00,23412825800000,,3827230345140,2913387389730,16629734246710,,42473838000,7686958100000,,76124200000,7610833900000,,13145651900000,,13895000000,13131756900000,,6390446800000,74353900000,3884585000000,,1132706400000,
502,2005-04-29 00:00:00,23314056100000,,3718835345140,3009649989730,16540953046710,,44617738000,7717167900000,,-11987200000,7729155100000,,13027485600000,,13895000000,13013590600000,,6495601200000,74353900000,4000552600000,,1252878100000,
503,2005-04-15 00:00:00,23304238500000,,3701051785820,3025058358960,16531304056170,,46824294000,7637584400000,,-45409700000,7682994100000,,13025926800000,,13895000000,13012031800000,,6505154100000,74479600000,3938906300000,,1262130700000,
504,2005-04-01 00:00:00,23268702100000,,3553216485820,3232066258960,16420469056170,,62950294000,7443760900000,,-276621300000,7720382200000,,13269209900000,,13895000000,13255314900000,,6479072600000,74479600000,3997820800000,,1232426300000,
505,2005-03-31 00:00:00,22456526600000,,3563136385820,2869980358960,15958870356170,,64539494000,7524359200000,,-179746300000,7704105500000,,12759117100000,,13895000000,12745222100000,,6492592900000,74479600000,4394022100000,,1198042800000,
506,2005-03-18 00:00:00,22423164700000,,3576783985820,2847397558960,15945366256170,,53616858600,7412080600000,,-300236100000,7712316700000,,12743737400000,,13895000000,12729842400000,,6510090300000,74479600000,4317223100000,,1304721400000,
507,2005-03-04 00:00:00,22377494600000,,3523215423510,2853499644720,15956760645260,,44018858600,7606176800000,,-160767300000,7766944100000,,12482755700000,,13895000000,12468860700000,,6342259000000,74349300000,4128046200000,,1284108700000,
508,2005-02-18 00:00:00,22151254700000,,3497302723510,2738946444720,15871552445260,,43453058600,7546697500000,,-20373300000,7567070800000,,12331429900000,,13895000000,12317534900000,,6158175100000,74349300000,3959397100000,,1267516000000,
509,2005-02-04 00:00:00,22209503700000,,3479992573610,2754037913670,15931539663310,,43933538100,7624714500000,,125600800000,7499113700000,,12328831500000,,13895000000,12314936500000,,5935235800000,74358100000,3753636200000,,1174556500000,
510,2005-01-21 00:00:00,22062201500000,,3470680273610,2647373613670,15889297663310,,54849938100,7619422500000,,141872300000,7477550200000,,12267574900000,,18895000000,12248679900000,,5995553400000,74358100000,3894707400000,,1243883300000,
511,2005-01-07 00:00:00,21848255400000,,3452095752070,2655000849330,15695915592960,,45243185600,7521678100000,,-22648900000,7544327000000,,12090204900000,,18895000000,12071309900000,,5988099500000,74308000000,3826035000000,,1230860800000,
512,2004-12-24 00:00:00,21446932600000,,3420503252070,2632595049330,15346873292960,,46961014300,7328242000000,,47697100000,7280544900000,,11960539100000,,18895000000,11941644100000,,6073514700000,74308000000,3989671100000,,1328894100000,
513,2004-12-10 00:00:00,21347977300000,,3460000484430,2606790404940,15238842409210,,42344014300,7420388300000,,51008500000,7369379800000,,11787030300000,,18895000000,11768135300000,,6101331600000,73743500000,4034516400000,,1369816700000,
514,2004-11-26 00:00:00,21196111300000,,3426571284430,2598575404940,15127175809210,,43788814300,7463966100000,,182043100000,7281923000000,,11691653400000,,18895000000,11672758400000,,6033424200000,73743500000,4066675900000,,1428392000000,
515,2004-11-12 00:00:00,21105616700000,,3488340064860,2525389350190,15024298340370,,67588935000,7455370400000,,307372200000,7147998200000,,11612456300000,,24090700000,11588365600000,,5901989600000,73609700000,3937809400000,,1388829800000,
516,2004-10-29 00:00:00,21132982000000,,3307020264860,2755753850190,15005485340370,,64722535000,7527300000000,,225540100000,7301759900000,,11520957000000,,18895000000,11502062000000,,5827423000000,73609700000,3816307800000,,1367140200000,
517,2004-10-15 00:00:00,21149484300000,,3306600033090,2613013411620,15163455934920,,66414924200,7547858100000,,208650000000,7339208100000,,11431999300000,,18895000000,11413104300000,,5805340700000,73414600000,3709128400000,,1355908300000,
518,2004-10-01 00:00:00,21115223100000,,3215578433090,2618151511620,15211383634920,,70109524200,7433985700000,,86941800000,7347043900000,,11100090100000,,18895000000,11081195100000,,5796254500000,73414600000,3288521800000,,1340004300000,
519,2004-09-17 00:00:00,20895612300000,,3265801333090,2472434611620,15113552834920,,43823551100,7404884100000,,45854900000,7359029200000,,10920497900000,,18895000000,10901602900000,,5744568700000,73414600000,3247752900000,,1289732200000,
520,2004-09-03 00:00:00,20817044700000,,3265216051250,2480117840190,15026833632340,,44877151100,7563876200000,,90009700000,7473866500000,,10703969000000,,18895000000,10685074000000,,5724352300000,73393000000,3248545800000,,1306469200000,
521,2004-08-20 00:00:00,20831613300000,,3260092751250,2563910140190,14962979532340,,44630909200,7539520900000,,105796500000,7433724400000,,10630392300000,,18895000000,10611497300000,,5788807500000,73393000000,3200500400000,,1371255300000,
522,2004-08-06 00:00:00,20765413300000,,3269604050070,2473698002280,14975390582910,,46720709200,7624386600000,,63220900000,7561165700000,,10557734400000,,18895000000,10538839400000,,5819081000000,73393100000,3309181700000,,1419765100000,
523,2004-07-23 00:00:00,20626352600000,,3263220150070,2385272902280,14932495482910,,45364089800,7554702700000,,23629400000,7531073300000,,10429673400000,,18895000000,10410778400000,,5803953000000,73393100000,3235369500000,,1369958400000,
524,2004-07-09 00:00:00,20708135400000,,3314914557380,2385834008530,14961245360000,,46141489800,7549676700000,,12696900000,7536979800000,,10477125700000,,18895000000,10458230700000,,5805856600000,73325400000,3197849000000,,1366855100000,
525,2004-06-25 00:00:00,20631304800000,,3297422657380,2437676508530,14859927560000,,36278089800,7516794000000,,107642200000,7409151800000,,10445633100000,,18895000000,10426738100000,,5757926300000,73325400000,3162374000000,,1348579000000,
526,2004-06-11 00:00:00,20593079300000,,3359872504040,2398526040840,14799725781700,,34955022000,7522437700000,,123536100000,7398901600000,,10340801600000,,19212500000,10321589100000,,5746105100000,73243600000,3089508700000,,1215296800000,
527,2004-05-28 00:00:00,20562331800000,,3315556604040,2446404040840,14762612881700,,37758322000,7484792600000,,42589900000,7442202700000,,10308916000000,,21158900000,10287757100000,,5796805300000,73243600000,3101425700000,,1285204400000,
528,2004-05-14 00:00:00,20566958100000,,3364330655320,2478986267850,14687062172310,,36579039200,7458729100000,,89211900000,7369517200000,,10364651800000,,20207000000,10344444800000,,5749802500000,73137100000,3079362400000,,1206630700000,
529,2004-04-30 00:00:00,20581843600000,,3296022455320,2544960467850,14703039772310,,37820939200,7485735300000,,133609300000,7352126000000,,10390035700000,,20218500000,10369817200000,,5621855600000,73137100000,2988920100000,,1110660700000,
