,Quarter,Banks,Cash Funds_Domestic Operation,Cash Funds_Global Operation,Cash Funds_Overseas Operation,Due from Banks/FIs/CCPs_Domestic Operation,Due from Banks/FIs/CCPs_Global Operation,Due from Banks/FIs/CCPs_Overseas Operation,SLR/Approved Securities_Domestic Operation,SLR/Approved Securities_Global Operation,SLR/Approved Securities_Overseas Operation,Non-SLR Investments_Domestic Operation,Non-SLR Investments_Global Operation,Non-SLR Investments_Overseas Operation,Net Loans and Advances_Domestic Operation,Net Loans and Advances_Global Operation,Net Loans and Advances_Overseas Operation,Fixed Assets (net)_Domestic Operation,Fixed Assets (net)_Global Operation,Fixed Assets (net)_Overseas Operation,Other Assets_Domestic Operation,Other Assets_Global Operation,Other Assets_Overseas Operation,Total Assets_Domestic Operation,Total Assets_Global Operation,Total Assets_Overseas Operation,Paid-up Share Capital_Domestic Operation,Paid-up Share Capital_Global Operation,Paid-up Share Capital_Overseas Operation,Reserves &amp; Surplus_Domestic Operation,Reserves &amp; Surplus_Global Operation,Reserves &amp; Surplus_Overseas Operation,Total Deposits (a+b)_Domestic Operation,Total Deposits (a+b)_Global Operation,Total Deposits (a+b)_Overseas Operation,a. Customer Deposits (i+ii+iii+iv+v)_Domestic Operation,a. Customer Deposits (i+ii+iii+iv+v)_Global Operation,a. Customer Deposits (i+ii+iii+iv+v)_Overseas Operation,i. Current Deposits_Domestic Operation,i. Current Deposits_Global Operation,i. Current Deposits_Overseas Operation,ii. Savings Deposits_Domestic Operation,ii. Savings Deposits_Global Operation,ii. Savings Deposits_Overseas Operation,iii. Time Deposits_Domestic Operation,iii. Time Deposits_Global Operation,iii. Time Deposits_Overseas Operation,iV. NRI Deposits_Domestic Operation,iV. NRI Deposits_Global Operation,iV. NRI Deposits_Overseas Operation,V. Certificates of Deposits _Domestic Operation,V. Certificates of Deposits _Global Operation,V. Certificates of Deposits _Overseas Operation,b. Deposits of Banks  (i+ii)_Domestic Operation,b. Deposits of Banks  (i+ii)_Global Operation,b. Deposits of Banks  (i+ii)_Overseas Operation,i. Banks in India_Domestic Operation,i. Banks in India_Global Operation,i. Banks in India_Overseas Operation,ii. Overseas Banks_Domestic Operation,ii. Overseas Banks_Global Operation,ii. Overseas Banks_Overseas Operation,Total Borrowings_Domestic Operation,Total Borrowings_Global Operation,Total Borrowings_Overseas Operation,Other liabilities_Domestic Operation,Other liabilities_Global Operation,Other liabilities_Overseas Operation,Total capital &amp; Liabilities_Domestic Operation,Total capital &amp; Liabilities_Global Operation,Total capital &amp; Liabilities_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
575,2013Q4,JAMMU & KASHMIR BANK LTD,25263500000,,,9140100000,,,141933700000,,,85500000000,,,433178400000,,,5100400000,,,13944000000,,,714060100000,,,484900000,,,57871900000,,,631571100000,,,573281100000,,,51653400000,,,190294600000,,,286549400000,,,2550900000,,,42232800000,,,58290000000,,,58290000000,,,,,,11500000000,,,12632200000,,,714060100000,,,0,1,0,0
576,2013Q4,KARNATAKA BANK LTD,20596645000,,,784301000,,,102100763000,,,50305118000,,,269581454000,,,1876946000,,,9153181000,,,454398408000,,,1884197000,,,28971981000,,,386833378000,,,386477869000,,,26344961000,,,66470373000,,,272570696000,,,18783396000,,,2308443000,,,355509000,,,355509000,,,,,,20907441000,,,15801411000,,,454398408000,,,0,1,0,0
577,2013Q4,KARUR VYSYA BANK LTD,22556292000,,,4448023000,,,123453681000,,,10681796000,,,326856102000,,,3592755000,,,11487091000,,,503075740000,,,1071811000,,,33078687000,,,437274845000,,,434077253000,,,35033880000,,,48633206000,,,290649231000,,,10726134000,,,49034802000,,,3197592000,,,3197592000,,,,,,21220380000,,,10430017000,,,503075740000,,,0,1,0,0
578,2013Q4,KOTAK MAHINDRA BANK LTD.,29549122000,,,11316813000,,,173988088000,,,64507135000,,,531391385000,,,10509790000,,,24052757000,,,845315090000,,,3845585000,,,115117705000,,,546706785000,,,539135941000,,,67268693000,,,77970964000,,,263172410000,,,71147339000,,,59576535000,,,7570844000,,,7570844000,,,,,,136734081000,,,42910934000,,,845315090000,,,0,1,0,0
579,2013Q4,LAKSHMI VILAS BANK LTD,10437014000,,,484157000,,,44772248000,,,4718838000,,,126985788000,,,1846611000,,,6422434000,,,195667090000,,,975607000,,,9484038000,,,173156353000,,,166135705000,,,8282705000,,,15475488000,,,139258017000,,,3119495000,,,0,,,7020648000,,,7020648000,,,,,,5199844000,,,6851248000,,,195667090000,,,0,1,0,0
580,2013Q4,NAINITAL BANK LTD,2121977000,,,11360667000,,,8757570000,,,2801612000,,,22849072000,,,180794000,,,777394000,,,48849086000,,,675000000,,,3775222000,,,43332450000,,,38195468000,,,2047214000,,,12633996000,,,23514258000,,,0,,,0,,,5136982000,,,5136982000,,,,,,202334000,,,864080000,,,48849086000,,,0,1,0,0
581,2013Q4,RBL BANK LIMITED,5184138000,,,5470737000,,,30822995000,,,20587415000,,,82873843000,,,1174493000,,,4878117000,,,150991738000,,,2564998000,,,14076738000,,,97428921000,,,78369978000,,,13289162000,,,5727322000,,,51536023000,,,2047267000,,,5770204000,,,19058943000,,,19058943000,,,,,,29273160000,,,7647921000,,,150991738000,,,0,1,0,0
582,2013Q4,SOUTH INDIAN BANK LTD,20901488000,,,10142915000,,,110253132000,,,24186481000,,,333457484000,,,4068180000,,,7757739000,,,510767419000,,,1342153000,,,32385201000,,,446451582000,,,432199387000,,,17714070000,,,76716644000,,,229585580000,,,60090202000,,,48092891000,,,14252195000,,,14252195000,,,,,,19172470000,,,11416013000,,,510767419000,,,0,1,0,0
583,2013Q4,TAMILNAD MERCANTILE BANK LTD,10389697000,,,4086951000,,,58820193000,,,9551689000,,,165858610000,,,1107725000,,,5218264000,,,255033129000,,,2845000,,,22430062000,,,213785753000,,,209545634000,,,13880033000,,,24608237000,,,160392850000,,,4332323000,,,6332191000,,,4240119000,,,4240119000,,,,,,4716930000,,,14097539000,,,255033129000,,,0,1,0,0
584,2013Q4,THE DHANALAKSHMI BANK LTD,5937700000,,,5605200000,,,38877100000,,,4303400000,,,75531000000,,,1338800000,,,4210200000,,,135803400000,,,1083600000,,,6446800000,,,117304600000,,,104751900000,,,8591700000,,,13422800000,,,69695200000,,,13042200000,,,0,,,12552700000,,,12552700000,,,,,,8279700000,,,2688700000,,,135803400000,,,0,1,0,0
585,2013Q4,YES BANK LTD.,35373800000,,,6083600000,,,217483700000,,,182139700000,,,502928900000,,,2854900000,,,67936400000,,,1014801000000,,,3605600000,,,66673400000,,,680598900000,,,627621200000,,,61400400000,,,65678300000,,,408714200000,,,26273400000,,,65554900000,,,52977700000,,,52977700000,,,,,,192265200000,,,71657900000,,,1014801000000,,,0,1,0,0
586,2013Q4,ALLAHABAD BANK,95042330000,,,42103625000,,,488373246000,,,140372425000,,,1277715609000,,,12938598000,,,34470773000,,,2091016606000,,,5446093000,,,120824700000,,,1857673945000,,,1848302878000,,,88206970000,,,484834691000,,,1065442660000,,,12338176000,,,197480381000,,,9371067000,,,9371067000,,,,,,53038810000,,,54033058000,,,2091016606000,,,0,0,1,0
587,2013Q4,ANDHRA BANK,63696500000,,,5009000000,,,394941200000,,,55509200000,,,999576900000,,,3810400000,,,39147100000,,,1561690300000,,,5896100000,,,81356400000,,,1316996900000,,,1316643800000,,,58279000000,,,247027400000,,,879321100000,,,16041600000,,,115974700000,,,353100000,,,353100000,,,,,,110929300000,,,46511600000,,,1561690300000,,,0,0,1,0
588,2013Q4,BANK OF BARODA,165112493000,,,130722305000,,,921217400000,,,188991500000,,,2376743200000,,,24119982000,,,226886994000,,,4033793874000,,,4225175000,,,329504313000,,,3409412909000,,,3211271597000,,,213915500000,,,875787906000,,,1646176318000,,,386682684000,,,88709189000,,,198141312000,,,198141312000,,,,,,136931734000,,,153719743000,,,4033793874000,,,0,0,1,0
589,2013Q4,BANK OF INDIA,153545700000,,,147970600000,,,877730100000,,,160922800000,,,2313086200000,,,28205500000,,,308485000000,,,3989945900000,,,6430000000,,,266721900000,,,3397138800000,,,3290118000000,,,198193000000,,,791959300000,,,1884824700000,,,312529700000,,,102611300000,,,107020800000,,,107020800000,,,,,,193071600000,,,126583600000,,,3989945900000,,,0,0,1,0
590,2013Q4,BANK OF MAHARASHTRA,64929362000,,,4607536000,,,302828824000,,,61672085000,,,861017307000,,,14291394000,,,30055979000,,,1339402487000,,,8390958000,,,60578409000,,,1144742497000,,,1141549641000,,,92631144000,,,287095870000,,,688169502000,,,9380995000,,,64272130000,,,3192856000,,,3192856000,,,,,,82567831000,,,43122792000,,,1339402487000,,,0,0,1,0
591,2013Q4,CANARA BANK,187076500000,,,16682300000,,,1114240700000,,,181778300000,,,2692068600000,,,64820700000,,,148723600000,,,4405390700000,,,4612600000,,,286734100000,,,3876299700000,,,3840669400000,,,136808200000,,,718042600000,,,2477551000000,,,199137100000,,,309130500000,,,35630300000,,,35630300000,,,,,,120246100000,,,117498200000,,,4405390700000,,,0,0,1,0
592,2013Q4,CENTRAL BANK OF INDIA,93784500000,,,4781300000,,,658049300000,,,175889100000,,,1727848000000,,,27796700000,,,103470200000,,,2791619100000,,,40504400000,,,141248000000,,,2330839000000,,,2279088800000,,,109343100000,,,649251800000,,,1486717900000,,,33776000000,,,0,,,51750200000,,,51750200000,,,,,,195852200000,,,83175500000,,,2791619100000,,,0,0,1,0
593,2013Q4,CORPORATION BANK,114789659000,,,5702133000,,,521333946000,,,136196712000,,,1235298055000,,,4479447000,,,41429722000,,,2059229674000,,,1675419000,,,94836944000,,,1778452584000,,,1758104673000,,,137366517000,,,204343014000,,,1164203925000,,,66285900000,,,185905317000,,,20347911000,,,20347911000,,,,,,95704719000,,,88560008000,,,2059229674000,,,0,0,1,0
594,2013Q4,DENA BANK,44043218000,,,4727265000,,,282939638000,,,67270531000,,,689264548000,,,11155326000,,,27983745000,,,1127384271000,,,7186423000,,,62702926000,,,960813976000,,,922712446000,,,57466522000,,,216329922000,,,581912672000,,,27905730000,,,39097600000,,,38101530000,,,38101530000,,,,,,67115519000,,,29565427000,,,1127384271000,,,0,0,1,0
595,2013Q4,IDBI BANK LIMITED,101438309000,,,8039445000,,,571180904000,,,350363524000,,,1619680365000,,,29261779000,,,75084064000,,,2755048390000,,,16039393000,,,214100274000,,,1931617623000,,,1723677021000,,,156296284000,,,234477155000,,,1162347142000,,,26155710000,,,144400730000,,,207940602000,,,207940602000,,,,,,432339877000,,,160951223000,,,2755048390000,,,0,1,1,0
596,2013Q4,INDIAN BANK,57049400000,,,53818000000,,,378586400000,,,115231200000,,,1032852800000,,,16363400000,,,56347400000,,,1710248600000,,,8297700000,,,120075400000,,,1488196900000,,,1487720700000,,,59266900000,,,343419400000,,,910955800000,,,58551300000,,,115527300000,,,476200000,,,476200000,,,,,,37679600000,,,55999000000,,,1710248600000,,,0,0,1,0
597,2013Q4,INDIAN OVERSEAS BANK,103999433000,,,64451874000,,,607686354000,,,75591833000,,,1474931850000,,,16894302000,,,93441057000,,,2436996703000,,,11538483000,,,138178188000,,,2052584412000,,,2051030167000,,,110974099000,,,380507885000,,,1381132186000,,,98050271000,,,80365726000,,,1554245000,,,1554245000,,,,,,141068438000,,,93627182000,,,2436996703000,,,0,0,1,0
598,2013Q4,ORIENTAL BANK OF COMMERCE,86192700000,,,2548600000,,,456741700000,,,162944200000,,,1313526400000,,,12360600000,,,53815000000,,,2088129200000,,,2998500000,,,134380500000,,,1824698400000,,,1821921300000,,,107583900000,,,327222600000,,,1093427000000,,,34650300000,,,259037500000,,,2777100000,,,2777100000,,,,,,90550800000,,,35501000000,,,2088129200000,,,0,0,1,0
599,2013Q4,PUNJAB AND SIND BANK,40321443000,,,15305171000,,,209657239000,,,78301983000,,,565406891000,,,8382702000,,,19882059000,,,937257488000,,,4752842000,,,44539348000,,,832282752000,,,776204753000,,,41827547000,,,124005938000,,,531438173000,,,16367099000,,,62565996000,,,56077999000,,,56077999000,,,,,,21600445000,,,34082101000,,,937257488000,,,0,0,1,0
600,2013Q4,PUNJAB NATIONAL BANK,197649147000,,,153420927000,,,1149478482000,,,288335493000,,,2900565734000,,,33343193000,,,104685448000,,,4827478424000,,,3620699000,,,351991878000,,,3984767775000,,,3876326093000,,,245049570000,,,1337666614000,,,2089320551000,,,93800700000,,,110488658000,,,108441682000,,,108441682000,,,,,,338508571000,,,148589501000,,,4827478424000,,,0,0,1,0
601,2013Q4,STATE BANK OF BIKANER AND JAIPUR,36478400000,,,4836700000,,,183139100000,,,12453600000,,,597143800000,,,2557300000,,,23673700000,,,860282600000,,,700000000,,,50571900000,,,706131400000,,,701010700000,,,29212100000,,,233615800000,,,407563200000,,,15933300000,,,14686300000,,,5120700000,,,5120700000,,,,,,74170000000,,,28709300000,,,860282600000,,,0,0,1,0
602,2013Q4,STATE BANK OF HYDERABAD,67238074000,,,15493758000,,,341568588000,,,49809015000,,,938210976000,,,5630317000,,,31208557000,,,1449159285000,,,207500000,,,81866209000,,,1208004879000,,,1200563246000,,,77015483000,,,243382815000,,,802816741000,,,27382012000,,,49966195000,,,7441633000,,,7441633000,,,,,,93712728000,,,65367969000,,,1449159285000,,,0,0,1,0
603,2013Q4,STATE BANK OF INDIA,2569253600000,,,709529200000,,,13463276800000,,,2573579600000,,,37335102400000,,,296598000000,,,2353918400000,,,59301258000000,,,27361200000,,,4276424000000,,,50344881600000,,,50051386000000,,,3183930800000,,,17882778800000,,,24582489600000,,,4402186800000,,,0,,,293495600000,,,293495600000,,,,,,2342616000000,,,2309975200000,,,59301258000000,,,0,0,1,0
604,2013Q4,STATE BANK OF MYSORE,28700991000,,,7033300000,,,156846305000,,,29251709000,,,448928270000,,,8512032000,,,15292677000,,,694565284000,,,480134000,,,45109578000,,,574185890000,,,568131271000,,,25297496000,,,165694813000,,,331647116000,,,2164805000,,,43327041000,,,6054619000,,,6054619000,,,,,,51326015000,,,23463667000,,,694565284000,,,0,0,1,0
605,2013Q4,STATE BANK OF PATIALA,40953900000,,,26390300000,,,228793000000,,,27410900000,,,744864500000,,,4471300000,,,41117800000,,,1114001700000,,,2947500000,,,52528400000,,,913040100000,,,909866100000,,,51815600000,,,199735300000,,,510797700000,,,27784500000,,,119733000000,,,3174000000,,,3174000000,,,,,,94273000000,,,51212700000,,,1114001700000,,,0,0,1,0
606,2013Q4,STATE BANK OF TRAVANCORE,44521148000,,,17999154000,,,247026150000,,,47845635000,,,679568231000,,,3091750000,,,22207589000,,,1062259657000,,,500000000,,,44908714000,,,924993584000,,,914911427000,,,24082903000,,,142790561000,,,473644451000,,,228884863000,,,45508649000,,,10082157000,,,10082157000,,,,,,64427846000,,,27429513000,,,1062259657000,,,0,0,1,0
607,2013Q4,SYNDICATE BANK,72590300000,,,68020500000,,,469445700000,,,46061400000,,,1224621100000,,,14381500000,,,74384800000,,,1969505300000,,,6019500000,,,110539600000,,,1697689300000,,,1652363100000,,,124109600000,,,381199300000,,,1055818600000,,,44805900000,,,46429700000,,,45326200000,,,45326200000,,,,,,91190900000,,,64066000000,,,1969505300000,,,0,0,1,0
608,2013Q4,UCO BANK,76452200000,,,15747200000,,,494724300000,,,130796100000,,,1241939200000,,,6149900000,,,91832200000,,,2057641100000,,,25756300000,,,80720100000,,,1757347500000,,,1757347500000,,,267312000000,,,319980100000,,,1046868600000,,,57585300000,,,65601500000,,,0,,,0,,,,,,118588500000,,,75228700000,,,2057641100000,,,0,0,1,0
609,2013Q4,UNION BANK OF INDIA,117647600000,,,37897500000,,,680910700000,,,259939800000,,,2059216300000,,,25305200000,,,65376300000,,,3246293400000,,,7413100000,,,173833400000,,,2808375800000,,,2708259000000,,,196999800000,,,590134200000,,,1710933500000,,,146857900000,,,63333600000,,,100116800000,,,100116800000,,,,,,156038800000,,,100632300000,,,3246293400000,,,0,0,1,0
610,2013Q4,UNITED BANK OF INDIA,53467132000,,,27686805000,,,293300647000,,,74129436000,,,760822300000,,,8814484000,,,27904816000,,,1246125620000,,,13547481000,,,35344081000,,,1098906648000,,,1066857474000,,,58311019000,,,323215122000,,,650346809000,,,3214524000,,,31770000000,,,32049174000,,,32049174000,,,,,,49026987000,,,49300423000,,,1246125620000,,,0,0,1,0
611,2013Q4,VIJAYA BANK,54469424000,,,72414488000,,,304391296000,,,83923116000,,,721150576000,,,4995066000,,,30735898000,,,1272079864000,,,17544735000,,,41664029000,,,1148346564000,,,1147391633000,,,47106110000,,,157775330000,,,788164163000,,,21682822000,,,132663208000,,,954931000,,,954931000,,,,,,29281301000,,,35243235000,,,1272079864000,,,0,0,1,0
612,2014Q1,AB BANK LIMITED,17700000,,,962900000,,,213800000,,,28300000,,,643200000,,,7400000,,,201000000,,,2074300000,,,369800000,,,452900000,,,1229700000,,,238300000,,,147000000,,,8600000,,,82700000,,,0,,,0,,,991400000,,,991400000,,,,,,0,,,21900000,,,2074300000,,,1,0,0,0
613,2014Q1,ABU DHABI COMMERCIAL BANK PJSC,620538000,,,7749359000,,,2656783000,,,174900000,,,11200764000,,,62903000,,,531061000,,,22996308000,,,2170187000,,,1221884000,,,16459200000,,,16420223000,,,1125545000,,,417067000,,,600422000,,,14277189000,,,0,,,38977000,,,38977000,,,,,,1933399000,,,1211638000,,,22996308000,,,1,0,0,0
614,2014Q1,AMERICAN EXPRESS BANKING CORP.,660697000,,,882127000,,,5332740000,,,0,,,21229948000,,,454127000,,,1237272000,,,29796911000,,,7527444000,,,-2886807000,,,6880577000,,,6880577000,,,0,,,0,,,6880577000,,,0,,,0,,,0,,,0,,,,,,8690108000,,,9585589000,,,29796911000,,,1,0,0,0
615,2014Q1,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,2009000000,,,9854000000,,,15655000000,,,0,,,20472300000,,,146100000,,,8646300000,,,56782700000,,,11311100000,,,428800000,,,21560800000,,,21548600000,,,1345800000,,,100000,,,14406200000,,,5796500000,,,0,,,12200000,,,12200000,,,,,,14378600000,,,9103400000,,,56782700000,,,1,0,0,0
616,2014Q1,"BANK OF AMERICA , NATIONAL ASSOCIATION",4737431000,,,2493312000,,,92587462000,,,16492936000,,,85150773000,,,596256000,,,67241564000,,,269299734000,,,9853492000,,,42346792000,,,80934181000,,,78155565000,,,35475485000,,,1591554000,,,41074694000,,,13832000,,,0,,,2778616000,,,2778616000,,,,,,71253835000,,,64911434000,,,269299734000,,,1,0,0,0
617,2014Q1,BANK OF BAHRAIN & KUWAIT B.S.C.,349727000,,,1188348000,,,2355123000,,,425967000,,,7368705000,,,47065000,,,418934000,,,12153869000,,,2027350000,,,958054000,,,8398532000,,,8386497000,,,1325748000,,,225035000,,,1110067000,,,5725647000,,,0,,,12035000,,,12035000,,,,,,142500000,,,627433000,,,12153869000,,,1,0,0,0
618,2014Q1,BANK OF CEYLON,61801000,,,860392000,,,546908000,,,0,,,1612580000,,,13620000,,,135258000,,,3230559000,,,1149843000,,,709412000,,,1281316000,,,894832000,,,105901000,,,47607000,,,222787000,,,518537000,,,0,,,386484000,,,386484000,,,,,,30804000,,,59184000,,,3230559000,,,1,0,0,0
619,2014Q1,BANK OF NOVA SCOTIA,2395899000,,,2141306000,,,38925119000,,,245000000,,,46738378000,,,82912000,,,14473225000,,,105001839000,,,8394130000,,,10234948000,,,32675924000,,,28638012000,,,4520596000,,,407805000,,,23052059000,,,657552000,,,0,,,4037912000,,,4037912000,,,,,,51571582000,,,2125255000,,,105001839000,,,1,0,0,0
620,2014Q1,BARCLAYS BANK PLC,2748127000,,,1974677000,,,69941266000,,,71308865000,,,80999740000,,,175135000,,,102432991000,,,329580801000,,,52495224000,,,-193825000,,,108590707000,,,107477290000,,,3707964000,,,614611000,,,31687529000,,,71467186000,,,0,,,1113417000,,,1113417000,,,,,,51381893000,,,117306802000,,,329580801000,,,1,0,0,0
621,2014Q1,BNP PARIBAS,7221000000,,,4747700000,,,51694400000,,,5769500000,,,124313200000,,,1295200000,,,92544000000,,,287585000000,,,19186900000,,,14045900000,,,124376900000,,,121214500000,,,16822200000,,,494100000,,,42534300000,,,61363900000,,,0,,,3162400000,,,3162400000,,,,,,22938400000,,,107036900000,,,287585000000,,,1,0,0,0
622,2014Q1,CITIBANK N.A,47750791000,,,27421498000,,,496761632000,,,16667554000,,,565193113000,,,16595336000,,,280124228000,,,1450514152000,,,37438375000,,,147201351000,,,783130299000,,,781123549000,,,195239534000,,,126679310000,,,189956317000,,,269248388000,,,0,,,2006750000,,,2006750000,,,,,,264147188000,,,218596939000,,,1450514152000,,,1,0,0,0
623,2014Q1,COMMONWEALTH BANK OF AUSTRALIA,163510000,,,274165000,,,637164000,,,0,,,3419886000,,,11773000,,,35906000,,,4542404000,,,1747253000,,,-346960000,,,597492000,,,595080000,,,30598000,,,19579000,,,178379000,,,366524000,,,0,,,2412000,,,2412000,,,,,,2382029000,,,162590000,,,4542404000,,,1,0,0,0
624,2014Q1,COOPERATIEVE RABOBANK U.A.,258542000,,,1212767000,,,1559846000,,,0,,,8515578000,,,36523000,,,2085659000,,,13668915000,,,6000433000,,,412049000,,,4074964000,,,4074964000,,,76179000,,,111000,,,3998674000,,,0,,,0,,,0,,,0,,,,,,1279427000,,,1902042000,,,13668915000,,,1,0,0,0
625,2014Q1,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,997350000,,,9749176000,,,23880958000,,,2569800000,,,26076151000,,,276597000,,,1709398000,,,65259430000,,,9783701000,,,8769358000,,,10408901000,,,10348512000,,,645923000,,,38710000,,,9430103000,,,233776000,,,0,,,60389000,,,60389000,,,,,,33460735000,,,2836735000,,,65259430000,,,1,0,0,0
626,2014Q1,CREDIT SUISSE AG,796011000,,,381860000,,,28539241000,,,35996574000,,,8580553000,,,23613000,,,2002858000,,,76320710000,,,11350000000,,,2413798000,,,52674054000,,,52674054000,,,150130000,,,2929000,,,7769939000,,,44751056000,,,0,,,0,,,0,,,,,,6565246000,,,3317612000,,,76320710000,,,1,0,0,0
627,2014Q1,"CTBC BANK CO., LTD.",179947000,,,1982935000,,,695052000,,,678654000,,,3090582000,,,28750000,,,306667000,,,6962587000,,,3408499000,,,-189928000,,,2498427000,,,2498427000,,,383719000,,,48748000,,,2064014000,,,1946000,,,0,,,0,,,0,,,,,,1098853000,,,146736000,,,6962587000,,,1,0,0,0
628,2014Q1,DBS BANK INDIA LTD.,8689080000,,,13496209000,,,116054879000,,,64952730000,,,151548369000,,,515726000,,,99559673000,,,454816666000,,,25438861000,,,14722527000,,,174718849000,,,174718849000,,,16687769000,,,1192121000,,,85858182000,,,70980777000,,,0,,,0,,,0,,,,,,145606437000,,,94329992000,,,454816666000,,,1,0,0,0
629,2014Q1,DEUTSCHE BANK AG,35652446000,,,4199544000,,,157538990000,,,39929952000,,,290144048000,,,1660229000,,,48182631000,,,577307840000,,,44971087000,,,45293322000,,,261135039000,,,260657419000,,,108642375000,,,11198613000,,,72098761000,,,68717670000,,,0,,,477620000,,,477620000,,,,,,159505954000,,,66402438000,,,577307840000,,,1,0,0,0
630,2014Q1,FIRSTRAND BANK LTD,360043000,,,933423000,,,4702313000,,,4187636000,,,1989610000,,,76412000,,,1257114000,,,13506551000,,,5393329000,,,-1826254000,,,1481843000,,,1411709000,,,241027000,,,159131000,,,922468000,,,89083000,,,0,,,70134000,,,70134000,,,,,,6714467000,,,1743166000,,,13506551000,,,1,0,0,0
631,2014Q1,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,37270600000,,,115398800000,,,462986300000,,,103349900000,,,402044100000,,,9628500000,,,188653800000,,,1319332000000,,,44991700000,,,117466200000,,,717275200000,,,690641600000,,,142760000000,,,63170900000,,,273256900000,,,211453800000,,,0,,,26633600000,,,26633600000,,,,,,231530700000,,,208068200000,,,1319332000000,,,1,0,0,0
632,2014Q1,HSBC BANK OMAN S.A.O.G.,58300000,,,553300000,,,1202900000,,,15900000,,,13900000,,,430800000,,,44000000,,,2319100000,,,1585100000,,,-482800000,,,1172100000,,,1172000000,,,65800000,,,41200000,,,88800000,,,976200000,,,0,,,100000,,,100000,,,,,,0,,,44700000,,,2319100000,,,1,0,0,0
633,2014Q1,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,233119000,,,2979349000,,,1377379000,,,0,,,4356264000,,,20524000,,,109847000,,,9076482000,,,4554480000,,,494599000,,,2255173000,,,2255173000,,,732393000,,,2591000,,,1520189000,,,0,,,0,,,0,,,0,,,,,,1639632000,,,132598000,,,9076482000,,,1,0,0,0
634,2014Q1,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,6629084000,,,14836568000,,,144305376000,,,57939415000,,,44252705000,,,16156000,,,16949596000,,,284928900000,,,31074990000,,,34594205000,,,132780773000,,,117670395000,,,27730323000,,,0,,,74422087000,,,15517985000,,,0,,,15110378000,,,15110378000,,,,,,68278439000,,,18200493000,,,284928900000,,,1,0,0,0
635,2014Q1,KBC BANK NV,207300000,,,124200000,,,1315200000,,,0,,,6817000000,,,55300000,,,921700000,,,9440700000,,,1603900000,,,964800000,,,733600000,,,359700000,,,167600000,,,0,,,145500000,,,46600000,,,0,,,373900000,,,373900000,,,,,,5900100000,,,238300000,,,9440700000,,,1,0,0,0
636,2014Q1,KRUNG THAI BANK PUBLIC COMPANY LIMITED,94518000,,,1852018000,,,491771000,,,21400000,,,128297000,,,1958000,,,123375000,,,2713337000,,,358445000,,,183669000,,,2117470000,,,2117127000,,,759386000,,,70927000,,,1286814000,,,0,,,0,,,343000,,,343000,,,,,,0,,,53753000,,,2713337000,,,1,0,0,0
637,2014Q1,MASHREQ BANK PSC,0,,,454479000,,,390652000,,,108800000,,,1782300000,,,6031000,,,465275000,,,3207537000,,,483812000,,,866989000,,,1234522000,,,4695000,,,1670000,,,207000,,,441000,,,2377000,,,0,,,1229827000,,,1229827000,,,,,,506596000,,,115618000,,,3207537000,,,1,0,0,0
638,2014Q1,MIZUHO BANK LTD,4332868000,,,405786000,,,18037031000,,,1306742000,,,71515283000,,,549495000,,,6482569000,,,102629774000,,,30443353000,,,7441554000,,,19393804000,,,19347055000,,,5637199000,,,78776000,,,13629132000,,,1948000,,,0,,,46749000,,,46749000,,,,,,42940547000,,,2410516000,,,102629774000,,,1,0,0,0
639,2014Q1,MUFG Bank Ltd,6998390000,,,22062029000,,,41744211000,,,19263863000,,,58329520000,,,474739000,,,5735483000,,,154608235000,,,28805399000,,,7034934000,,,48282568000,,,48224711000,,,15113000000,,,962546000,,,31750126000,,,399039000,,,0,,,57857000,,,57857000,,,,,,64603586000,,,5881748000,,,154608235000,,,1,0,0,0
640,2014Q1,NATIONAL AUSTRALIA BANK,22388000,,,4727493000,,,2042426000,,,0,,,3791342000,,,33736000,,,121909000,,,10739294000,,,7003500000,,,4511000,,,3887000,,,3887000,,,0,,,0,,,0,,,3887000,,,0,,,0,,,0,,,,,,3615505000,,,111891000,,,10739294000,,,1,0,0,0
641,2014Q1,NatWest Markets Plc,9205380000,,,600031000,,,54455857000,,,0,,,111351628000,,,782463000,,,27345676000,,,203741035000,,,1690151000,,,28518091000,,,116256485000,,,115882002000,,,25169171000,,,20871866000,,,49685618000,,,20155347000,,,0,,,374483000,,,374483000,,,,,,16445634000,,,40830674000,,,203741035000,,,1,0,0,0
642,2014Q1,PT BANK MAYBANK INDONESIA TBK,33921000,,,769006000,,,1082866000,,,0,,,514516000,,,34511000,,,156643000,,,2591463000,,,2088802000,,,-237836000,,,570000,,,570000,,,275000,,,244000,,,51000,,,0,,,0,,,0,,,0,,,,,,599150000,,,140777000,,,2591463000,,,1,0,0,0
643,2014Q1,SBERBANK,355869000,,,14825000,,,196189000,,,0,,,3280000000,,,20799000,,,17594000,,,3885276000,,,1934788000,,,-41571000,,,815983000,,,815343000,,,43531000,,,0,,,771812000,,,0,,,0,,,640000,,,640000,,,,,,1100000000,,,76076000,,,3885276000,,,1,0,0,0
