,Quarter,Banks,Cash Funds_Domestic Operation,Cash Funds_Global Operation,Cash Funds_Overseas Operation,Due from Banks/FIs/CCPs_Domestic Operation,Due from Banks/FIs/CCPs_Global Operation,Due from Banks/FIs/CCPs_Overseas Operation,SLR/Approved Securities_Domestic Operation,SLR/Approved Securities_Global Operation,SLR/Approved Securities_Overseas Operation,Non-SLR Investments_Domestic Operation,Non-SLR Investments_Global Operation,Non-SLR Investments_Overseas Operation,Net Loans and Advances_Domestic Operation,Net Loans and Advances_Global Operation,Net Loans and Advances_Overseas Operation,Fixed Assets (net)_Domestic Operation,Fixed Assets (net)_Global Operation,Fixed Assets (net)_Overseas Operation,Other Assets_Domestic Operation,Other Assets_Global Operation,Other Assets_Overseas Operation,Total Assets_Domestic Operation,Total Assets_Global Operation,Total Assets_Overseas Operation,Paid-up Share Capital_Domestic Operation,Paid-up Share Capital_Global Operation,Paid-up Share Capital_Overseas Operation,Reserves &amp; Surplus_Domestic Operation,Reserves &amp; Surplus_Global Operation,Reserves &amp; Surplus_Overseas Operation,Total Deposits (a+b)_Domestic Operation,Total Deposits (a+b)_Global Operation,Total Deposits (a+b)_Overseas Operation,a. Customer Deposits (i+ii+iii+iv+v)_Domestic Operation,a. Customer Deposits (i+ii+iii+iv+v)_Global Operation,a. Customer Deposits (i+ii+iii+iv+v)_Overseas Operation,i. Current Deposits_Domestic Operation,i. Current Deposits_Global Operation,i. Current Deposits_Overseas Operation,ii. Savings Deposits_Domestic Operation,ii. Savings Deposits_Global Operation,ii. Savings Deposits_Overseas Operation,iii. Time Deposits_Domestic Operation,iii. Time Deposits_Global Operation,iii. Time Deposits_Overseas Operation,iV. NRI Deposits_Domestic Operation,iV. NRI Deposits_Global Operation,iV. NRI Deposits_Overseas Operation,V. Certificates of Deposits _Domestic Operation,V. Certificates of Deposits _Global Operation,V. Certificates of Deposits _Overseas Operation,b. Deposits of Banks  (i+ii)_Domestic Operation,b. Deposits of Banks  (i+ii)_Global Operation,b. Deposits of Banks  (i+ii)_Overseas Operation,i. Banks in India_Domestic Operation,i. Banks in India_Global Operation,i. Banks in India_Overseas Operation,ii. Overseas Banks_Domestic Operation,ii. Overseas Banks_Global Operation,ii. Overseas Banks_Overseas Operation,Total Borrowings_Domestic Operation,Total Borrowings_Global Operation,Total Borrowings_Overseas Operation,Other liabilities_Domestic Operation,Other liabilities_Global Operation,Other liabilities_Overseas Operation,Total capital &amp; Liabilities_Domestic Operation,Total capital &amp; Liabilities_Global Operation,Total capital &amp; Liabilities_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
2241,2018Q2,CENTRAL BANK OF INDIA,330320800000,330320800000,,2455400000,2455400000,,824348400000,824348400000,,294441500000,294441500000,,1520635400000,1520635400000,0,43150700000,43150700000,,235510100000,235510100000,0,3250862300000,3250862300000,0,26181558000,26181558000,,138458371000,138458371000,0,2935948000000,2935948000000,,2898082924000,2898082924000,,121908934000,121908934000,,1107481776000,1107481776000,,1603039430000,1603039430000,,65652784000,65652784000,,0,0,,37865076000,37865076000,,37865032000,37865032000,,44000,44000,,54201500000,54201500000,,96072871000,96072871000,0,3250862300000,3250862300000,0,0,0,1,0
2242,2018Q2,CORPORATION BANK,89444256000,89444256000,,2591865000,2591865000,,433661735000,433661735000,,121314932000,121314932000,,1163119277000,1163119277000,0,11492674000,11492674000,,175432061000,175432061000,0,1997056800000,1997056800000,0,3331097000,3331097000,,105977069000,105977069000,0,1765162187000,1765162187000,,1763342687000,1763342687000,,108443466000,108443466000,,371369721000,371369721000,,1151996519000,1151996519000,,131532981000,131532981000,,,0,,1819500000,1819500000,,1819500000,1819500000,,,0,,66914650000,66914650000,,55671797000,55671797000,0,1997056800000,1997056800000,0,0,0,1,0
2243,2018Q2,DENA BANK,68995003000,68995003000,,884457000,884457000,,298171317000,298171317000,,80604823000,80604823000,,607131716000,607131716000,0,15268710000,15268710000,,103491090000,103491090000,0,1174547116000,1174547116000,0,22590463000,22590463000,,62206925000,62206925000,0,1030195612000,1030195612000,,1020445670000,1020445670000,,51630737000,51630737000,,351655069000,351655069000,,553919176000,553919176000,,45389113000,45389113000,,17851575000,17851575000,,9749942000,9749942000,,9749942000,9749942000,,0,0,,34050000000,34050000000,,25504116000,25504116000,0,1174547116000,1174547116000,0,0,0,1,0
2244,2018Q2,IDBI BANK LIMITED,124757616000,124757616000,0,37669483000,37867090000,197606000,743705187000,743705187000,,242063438000,246854446000,4791008000,1488025924000,1597987678000,109961753000,66522894000,66523522000,627000,447812808000,461551867000,13739059000,3150557350000,3279247406000,128690053000,41811893000,41811893000,0,240129910000,224996536000,-15133375000,2390793827000,2398961225000,8167398000,2208087733000,2216255131000,8167398000,222542340000,224570516000,2028176000,526968208000,526968208000,0,1363481675000,1369620897000,6139222000,95095510000,95095510000,0,,,,182706094000,182706094000,0,178040296000,178040296000,0,4665798000,4665798000,0,323915403000,459406488000,135491085000,153906317000,154071264000,164945000,3150557350000,3279247406000,128690053000,0,1,1,0
2245,2018Q2,INDIAN BANK,102588882000,103442874000,853992000,26268062000,32387517000,6119455000,575117161000,594050266000,18933105000,84883393000,85184144000,300751000,1521938652000,1584332943000,62394291000,33958178000,34257692000,299514000,86910022000,87460440000,550418000,2431664350000,2521115876000,89451526000,4802916000,4802916000,,181960164000,181960164000,0,2042746584000,2101697416000,58950832000,2041816251000,2072865680000,31049429000,114757169000,118833004000,4075835000,637151924000,637975434000,823510000,1171435601000,1197585685000,26150084000,93815034000,93815034000,,24656523000,24656523000,,930333000,28831736000,27901403000,930333000,948431000,18098000,,27883305000,27883305000,146668792000,153787709000,7118917000,55485894000,78867671000,23381777000,2431664350000,2521115876000,89451526000,0,0,1,0
2246,2018Q2,INDIAN OVERSEAS BANK,100574549000,100772894000,198345000,94478318000,109316533000,14838215000,536063404000,577391787000,41328383000,134468085000,139002053000,4533968000,1204093396000,1298548538000,94455142000,22627022000,29238880000,6611858000,245270140000,247406284000,2136144000,2337574914000,2501676969000,164102055000,48907700000,48907700000,0,71822301000,75105223000,3282922000,2077192047000,2131680596000,54488549000,2077057705000,2131546033000,54488328000,113196424000,119127313000,5930889000,624964317000,626881136000,1916819000,1172383404000,1198420373000,26036969000,166513560000,187117211000,20603651000,0,0,0,134342000,134563000,221000,134342000,134563000,221000,0,0,0,68354689000,81033659000,12678970000,71298177000,164949791000,93651614000,2337574914000,2501676969000,164102055000,0,0,1,0
2247,2018Q2,ORIENTAL BANK OF COMMERCE,95845100000,95845100000,,31702000000,31702000000,,511157500000,511157500000,,149200000000,149200000000,,1341929000000,1341929000000,0,25196300000,25196300000,,175696700000,175696700000,0,2330726600000,2330726600000,0,6327700000,6327700000,,107553200000,107553200000,0,2017740120000,2017740120000,,2017037020000,2017037020000,,128098320000,128098320000,,495490200000,495490200000,,1315360700000,1315360700000,,53179400000,53179400000,,24908400000,24908400000,,703100000,703100000,,692000000,692000000,,11100000,11100000,,127742200000,127742200000,,71363380000,71363380000,0,2330726600000,2330726600000,0,0,0,1,0
2248,2018Q2,PUNJAB AND SIND BANK,43522064000,43522064000,,7979761000,7979761000,,230724010000,230724010000,,90446974000,90446974000,,663619492000,663619492000,0,10735724000,10735724000,,64175459000,64175459000,0,1111203484000,1111203484000,0,5649123000,5649123000,,52197545000,52197545000,0,997475459000,997475459000,,982124410000,982124410000,,39959448000,39959448000,,199383418000,199383418000,,708432471000,708432471000,,25477788000,25477788000,,8871285000,8871285000,,15351049000,15351049000,,15351049000,15351049000,,,0,,34328294000,34328294000,,21553063000,21553063000,0,1111203484000,1111203484000,0,0,0,1,0
2249,2018Q2,PUNJAB NATIONAL BANK,416059295000,416137370000,78075000,388472574000,477157288000,88684714000,1407087682000,1422263367000,15175685000,502652815000,547600312000,44947497000,3828728702000,4147264469000,318535767000,62041754000,62045813000,4059000,354150152000,359938482000,5788330000,6959192974000,7432407101000,473214127000,5521146000,5521146000,,398457567000,396478699000,-1978868000,6005647743000,6303114093000,297466350000,5843621060000,5855275480000,11654420000,332154960000,332154960000,,2185829150000,2185829150000,,3144524139000,3144524139000,0,181112811000,192767231000,11654420000,,0,,162026683000,447838613000,285811930000,162026683000,255574853000,93548170000,,192263760000,192263760000,273101013000,433177626000,160076613000,276465505000,294115537000,17650032000,6959192974000,7432407101000,473214127000,0,0,1,0
2250,2018Q2,STATE BANK OF INDIA,5134475212000,5141246684000,6771472000,245333024000,1665101404000,1419768380000,34082368000000,34082368000000,,6562274000000,8456602596000,1894328596000,64464384024000,75030938004000,10566553980000,1579393788000,1603461552000,24067764000,9880415492000,7816220860000,-2064194632000,121948643540000,133795939100000,11847295560000,35698352000,35698352000,,8296980944000,8567861784000,270880840000,106158833904000,109912528824000,3753694920000,105540267688000,109185047732000,3644780044000,6273960112000,6548819020000,274858908000,39374627040000,39692447552000,317820512000,51695622936000,54747723560000,3052100624000,8196057600000,8196057600000,,,,,618566216000,727481092000,108914876000,618566216000,618566216000,0,,108914876000,108914876000,3415433400000,11117972668000,7702539268000,4041696940000,4161877472000,120180532000,121948643540000,133795939100000,11847295560000,0,0,1,0
2251,2018Q2,SYNDICATE BANK,110974000000,110974345000,345000,76995915000,77050573000,54658000,690936654000,690936654000,,85447074000,109470487000,24023413000,1628926142000,1958991681000,330065539000,24659604000,24687788000,28184000,124482006000,97911852000,-26570154000,2742421395000,3070023380000,327601985000,14172721000,14172721000,,122267772000,122508190000,240418000,2360020618000,2656635811000,296615193000,2337118663000,2394396477000,57277814000,99426259000,99426259000,,662690907000,662690907000,,1506697892000,1506697892000,0,68303605000,125581419000,57277814000,,0,,22901955000,262239334000,239337379000,22901955000,22901955000,0,,239337379000,239337379000,169876861000,197155649000,27278788000,76083423000,79551009000,3467586000,2742421395000,3070023380000,327601985000,0,0,1,0
2252,2018Q2,UCO BANK,81600996000,81723557000,122561000,63622374000,68972448000,5350074000,515894388000,532347307000,16452919000,171737572000,183594438000,11856866000,873498604000,985732860000,112234256000,23709788000,28671140000,4961352000,269801033000,271570629000,1769596000,1999864755000,2152612379000,152747624000,39551400000,39551400000,,101383393000,104189410000,2806017000,1704081446000,1782115781000,78034335000,1688022913000,1750845637000,62822724000,81830254000,81830254000,,544302946000,544302946000,,1009499964000,1009499964000,0,52389749000,115212473000,62822724000,,,,16058533000,31270144000,15211611000,16058533000,16058533000,0,,15211611000,15211611000,85985520000,86088257000,102737000,68862996000,140667531000,71804535000,1999864755000,2152612379000,152747624000,0,0,1,0
2253,2018Q2,UNION BANK OF INDIA,173259241000,173563956000,304715000,167176501000,234402578000,67226077000,997218145000,997218145000,,311470532000,333760877000,22290345000,2745856168000,2924766268000,178910100000,37719932000,37792131000,72199000,345419347000,353335299000,7915952000,4778119866000,5054839254000,276719388000,11685734000,11685734000,,367675201000,367675201000,0,4021223411000,4058602119000,37378708000,3954870726000,3968222551000,13351825000,215388408000,215388408000,0,1105610057000,1105610057000,0,2451069554000,2451069554000,0,146940980000,160292805000,13351825000,35861727000,35861727000,0,66352685000,90379568000,24026883000,66352685000,66352685000,0,,24026883000,24026883000,336092114000,473966648000,137874534000,41443406000,142909552000,101466146000,4778119866000,5054839254000,276719388000,0,0,1,0
2254,2018Q2,UNITED BANK OF INDIA,59799170000,59799170000,,126843849000,126843849000,,318349010000,318349010000,,209836784000,209836784000,,608550283000,608550283000,0,12708239000,12708239000,,94841941000,94841941000,0,1430929276000,1430929276000,0,30074876000,30074876000,,51931298000,51931298000,0,1285673576000,1285673576000,,1271998188000,1271998188000,,78960684000,78960684000,,539649466000,539649466000,,649827365000,649827365000,,3560673000,3560673000,,0,0,,13675388000,13675388000,,11621925000,11621925000,,2053463000,2053463000,,23645676000,23645676000,,39603850000,39603850000,0,1430929276000,1430929276000,0,0,0,1,0
2255,2018Q2,VIJAYA BANK,71418315000,71418315000,,10407921000,10407921000,,348298046000,348298046000,,48595189000,48595189000,,1196662692000,1196662692000,0,13000331000,13000331000,,92817352000,92817352000,0,1781199846000,1781199846000,0,13041480000,13041480000,,94581903000,94581903000,0,1573262492000,1573262492000,,1573151997000,1573151997000,,70484448000,70484448000,,310310140000,310310140000,,1086286406000,1086286406000,,44118100000,44118100000,,61952903000,61952903000,,110495000,110495000,,58020000,58020000,,52475000,52475000,,67922243000,67922243000,,32391728000,32391728000,0,1781199846000,1781199846000,0,0,0,1,0
2256,2018Q2,AU SMALL FINANCE BANK LIMITED,6429233000,6429233000,,5119248000,5119248000,,27393669000,27393669000,,10022098000,10022098000,,151718960000,151718960000,0,3862083000,3862083000,,3945850000,3945850000,0,208491141000,208491141000,0,2900341000,2900341000,,25531983000,25531983000,0,99989831000,99989831000,,76910998000,76910998000,,3003195000,3003195000,,18985326000,18985326000,,35478774000,35478774000,,161173000,161173000,,19282530000,19282530000,,23078833000,23078833000,,23078833000,23078833000,,,0,,68747257000,68747257000,,11321729000,11321729000,0,208491141000,208491141000,0,0,0,0,1
2257,2018Q2,CAPITAL SMALL FINANCE BANK LIMITED,1561994000,1561994000,,4731034000,4731034000,,8676152000,8676152000,,40000000,40000000,,19328530000,19328530000,0,688836000,688836000,,670600000,670600000,0,35697146000,35697146000,0,284807000,284807000,,2083852000,2083852000,0,31104250000,31104250000,,30312931000,30312931000,,1087711000,1087711000,,10168027000,10168027000,,15310560000,15310560000,,3746633000,3746633000,,,0,,791319000,791319000,,791319000,791319000,,,0,,1871800000,1871800000,,352437000,352437000,0,35697146000,35697146000,0,0,0,0,1
2258,2018Q2,EQUITAS SMALL FINANCE BANK LIMITED,3846025000,3846025000,,5808190000,5808190000,,36785586000,36785586000,,8752409000,8752409000,,82972194000,82972194000,0,1993165000,1993165000,,4923825000,4923825000,0,145081394000,145081394000,0,10059434000,10059434000,,10720546000,10720546000,0,68659852000,68659852000,,52690827000,52690827000,,5127164000,5127164000,,13056913000,13056913000,,23723545000,23723545000,,251246000,251246000,,10531959000,10531959000,,15969025000,15969025000,,15969025000,15969025000,,0,0,,49421922000,49421922000,,6219640000,6219640000,0,145081394000,145081394000,0,0,0,0,1
2259,2018Q2,ESAF SMALL FINANCE BANK LIMITED,1763595000,1763595000,,4309639000,4309639000,,9510766000,9510766000,,1506763000,1506763000,,33454559000,33454559000,0,716725000,716725000,,891926000,891926000,0,52153973000,52153973000,0,3119452000,3119452000,,334177000,334177000,0,27416090000,27416090000,,21560514000,21560514000,,138485000,138485000,,2892874000,2892874000,,18494131000,18494131000,,35024000,35024000,,,0,,5855576000,5855576000,,5855576000,5855576000,,,0,,19432815000,19432815000,,1851439000,1851439000,0,52153973000,52153973000,0,0,0,0,1
2260,2018Q2,FINCARE SMALL FINANCE BANK LIMITED,637478000,637478000,,2530687000,2530687000,,3329841000,3329841000,,0,0,,18276181000,18276181000,0,189833000,189833000,,1361563000,1361563000,0,26325583000,26325583000,0,374594000,374594000,,3108853000,3108853000,0,10561634000,10561634000,,5593255000,5593255000,,1662000,1662000,,1055885000,1055885000,,4535708000,4535708000,,0,0,,0,0,,4968379000,4968379000,,4968379000,4968379000,,0,0,,9665658000,9665658000,,2614844000,2614844000,0,26325583000,26325583000,0,0,0,0,1
2261,2018Q2,JANA SMALL FINANCE BANK LIMITED,2139776000,2139776000,,6989425000,6989425000,,15442199000,15442199000,,1000000,1000000,,52398560000,52398560000,0,3762845000,3762845000,,2372194000,2372194000,0,83105999000,83105999000,0,392886000,392886000,,6974913000,6974913000,0,4300069000,4300069000,,4300069000,4300069000,,42000,42000,,378000,378000,,4299649000,4299649000,,0,0,,0,0,,0,0,,0,0,,0,0,,67143219000,67143219000,,4294912000,4294912000,0,83105999000,83105999000,0,0,0,0,1
2262,2018Q2,NORTH EAST SMALL FINANCE BANK LIMITED,289596000,289596000,,2701647000,2701647000,,1716611000,1716611000,,300321000,300321000,,11141959000,11141959000,0,106428000,106428000,,352839000,352839000,0,16609401000,16609401000,0,2933850000,2933850000,,354555000,354555000,0,1044100000,1044100000,,433644000,433644000,,5000,5000,,42206000,42206000,,391433000,391433000,,,0,,,0,,610456000,610456000,,0,0,,610456000,610456000,,11772778000,11772778000,,504118000,504118000,0,16609401000,16609401000,0,0,0,0,1
2263,2018Q2,SURYODAY SMALL FINANCE BANK LIMITED,323508000,323508000,,1105724000,1105724000,,3646181000,3646181000,,,0,,18263533000,18263533000,0,117466000,117466000,,683460000,683460000,0,24139872000,24139872000,0,674967000,674967000,,4900693000,4900693000,0,8551783000,8551783000,,3956095000,3956095000,,79799000,79799000,,717561000,717561000,,2864894000,2864894000,,0,0,,293841000,293841000,,4595688000,4595688000,,4595688000,4595688000,,,0,,9171749000,9171749000,,840680000,840680000,0,24139872000,24139872000,0,0,0,0,1
2264,2018Q2,UJJIVAN SMALL FINANCE BANK LIMITED,1835882000,1835882000,,2980867000,2980867000,,12037142000,12037142000,,1000000,1000000,,76048438000,76048438000,0,1436689000,1436689000,,2842388000,2842388000,0,97182406000,97182406000,0,14400368000,14400368000,,2530313000,2530313000,0,38034435000,38034435000,,28507909000,28507909000,,118317000,118317000,,2270425000,2270425000,,8660291000,8660291000,,,0,,17458876000,17458876000,,9526526000,9526526000,,9526526000,9526526000,,,0,,39446428000,39446428000,,2770862000,2770862000,0,97182406000,97182406000,0,0,0,0,1
2265,2018Q2,UTKARSH SMALL FINANCE BANK LIMITED,1473097000,1473097000,,2405217000,2405217000,,7495195000,7495195000,,699072000,699072000,,33016935000,33016935000,0,861849000,861849000,,1233523000,1233523000,0,47184888000,47184888000,0,7370500000,7370500000,,-204761000,-204761000,0,24261076000,24261076000,,11796647000,11796647000,,286315000,286315000,,753621000,753621000,,9322422000,9322422000,,,0,,1434289000,1434289000,,12464429000,12464429000,,12464429000,12464429000,,,0,,13922378000,13922378000,,1835695000,1835695000,0,47184888000,47184888000,0,0,0,0,1
2266,2018Q3,AB BANK LIMITED,21600000,21600000,,706700000,706700000,,315200000,315200000,,,0,,999000000,999000000,0,7800000,7800000,,316100000,316100000,0,2366400000,2366400000,0,369800000,369800000,,608700000,608700000,0,1345300000,1345300000,,268100000,268100000,,34800000,34800000,,7500000,7500000,,206200000,206200000,,19600000,19600000,,,0,,1077200000,1077200000,,1077200000,1077200000,,,0,,,0,,42600000,42600000,0,2366400000,2366400000,0,1,0,0,0
2267,2018Q3,ABU DHABI COMMERCIAL BANK PJSC,1089381000,1089381000,,2486755000,2486755000,,7943688000,7943688000,,2347454000,2347454000,,14059321000,14059321000,0,64444000,64444000,,1029375000,1029375000,0,29020418000,29020418000,0,2170187000,2170187000,,1786218000,1786218000,0,17546616000,17546616000,,16993846000,16993846000,,2156432000,2156432000,,214508000,214508000,,1399236000,1399236000,,7279196000,7279196000,,5944474000,5944474000,,552770000,552770000,,250000000,250000000,,302770000,302770000,,6702470000,6702470000,,814927000,814927000,0,29020418000,29020418000,0,1,0,0,0
2268,2018Q3,AMERICAN EXPRESS BANKING CORP.,1635697000,1635697000,,601017000,601017000,,22472773000,22472773000,,,0,,52574040000,52574040000,0,251666000,251666000,,2466795000,2466795000,0,80001988000,80001988000,0,15887924000,15887924000,,-2476439000,-2476439000,0,18408729000,18408729000,,18408729000,18408729000,,,0,,,0,,18408729000,18408729000,,,0,,,0,,,0,,,0,,,0,,14943270000,14943270000,,33238504000,33238504000,0,80001988000,80001988000,0,1,0,0,0
2269,2018Q3,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,2484088000,2484088000,,7806312000,7806312000,,26439803000,26439803000,,0,0,,22691510000,22691510000,0,64955000,64955000,,18381885000,18381885000,0,77868553000,77868553000,0,11311074000,11311074000,,2592070000,2592070000,0,37051795000,37051795000,,36832864000,36832864000,,5386754000,5386754000,,14000,14000,,31420462000,31420462000,,25634000,25634000,,0,0,,218931000,218931000,,0,0,,218931000,218931000,,2748963000,2748963000,,24164651000,24164651000,0,77868553000,77868553000,0,1,0,0,0
2270,2018Q3,"BANK OF AMERICA , NATIONAL ASSOCIATION",14372840000,14372840000,,71354395000,71354395000,,96046603000,96046603000,,2905987000,2905987000,,157817840000,157817840000,0,1059024000,1059024000,,55499132000,55499132000,0,399055821000,399055821000,0,9853492000,9853492000,,73412795000,73412795000,0,223078207000,223078207000,,219417786000,219417786000,,100900019000,100900019000,,586673000,586673000,,117925299000,117925299000,,5795000,5795000,,0,0,,3660421000,3660421000,,2635714000,2635714000,,1024707000,1024707000,,10056778000,10056778000,,82654549000,82654549000,0,399055821000,399055821000,0,1,0,0,0
2271,2018Q3,BANK OF BAHRAIN & KUWAIT B.S.C.,789691000,789691000,,1357324000,1357324000,,5141958000,5141958000,,207415000,207415000,,18695353000,18695353000,0,231240000,231240000,,771952000,771952000,0,27194933000,27194933000,0,2928863000,2928863000,,1472133000,1472133000,0,18995660000,18995660000,,18971847000,18971847000,,3293324000,3293324000,,377861000,377861000,,4011309000,4011309000,,11289353000,11289353000,,,0,,23813000,23813000,,47000,47000,,23766000,23766000,,3087226000,3087226000,,711051000,711051000,0,27194933000,27194933000,0,1,0,0,0
2272,2018Q3,BANK OF CEYLON,84450000,84450000,,930761000,930761000,,552218000,552218000,,,0,,3315793000,3315793000,0,1957000,1957000,,88679000,88679000,0,4973858000,4973858000,0,1350005000,1350005000,,1007628000,1007628000,0,2482860000,2482860000,,1990642000,1990642000,,258817000,258817000,,87835000,87835000,,1303049000,1303049000,,340941000,340941000,,,0,,492218000,492218000,,0,0,,492218000,492218000,,,0,,133365000,133365000,0,4973858000,4973858000,0,1,0,0,0
2273,2018Q3,BANK OF NOVA SCOTIA,3250000000,3250000000,,141280000,141280000,,39616608000,39616608000,,2829000,2829000,,28996905000,28996905000,0,28197000,28197000,,18246307000,18246307000,0,90282126000,90282126000,0,8394130000,8394130000,,9365419000,9365419000,0,36728576000,36728576000,,36711073000,36711073000,,1287484000,1287484000,,184545000,184545000,,35063636000,35063636000,,175408000,175408000,,,0,,17503000,17503000,,0,0,,17503000,17503000,,20094402000,20094402000,,15699599000,15699599000,0,90282126000,90282126000,0,1,0,0,0
2274,2018Q3,BARCLAYS BANK PLC,6029502000,6029502000,,2602173000,2602173000,,48695269000,48695269000,,18734211000,18734211000,,120620565000,120620565000,0,165773000,165773000,,99873630000,99873630000,0,296721123000,296721123000,0,52495224000,52495224000,,11956033000,11956033000,0,81136969000,81136969000,,71715194000,71715194000,,9334100000,9334100000,,854724000,854724000,,57982311000,57982311000,,3544059000,3544059000,,0,0,,9421775000,9421775000,,7496000000,7496000000,,1925775000,1925775000,,32210485000,32210485000,,118922412000,118922412000,0,296721123000,296721123000,0,1,0,0,0
2275,2018Q3,BNP PARIBAS,32373330000,32373330000,,22568575000,22568575000,,96883558000,96883558000,,37866323000,37866323000,,169985885000,169985885000,0,919426000,919426000,,133584919000,133584919000,0,494182016000,494182016000,0,33615788000,33615788000,,30085662000,30085662000,0,266398943000,266398943000,,243653679000,243653679000,,26570084000,26570084000,,476566000,476566000,,209801706000,209801706000,,6805323000,6805323000,,,0,,22745264000,22745264000,,22261508000,22261508000,,483756000,483756000,,26787629000,26787629000,,137293994000,137293994000,0,494182016000,494182016000,0,1,0,0,0
2276,2018Q3,CITIBANK N.A,154849165000,154849165000,,20491357000,20491357000,,557168522000,557168522000,,63234889000,63234889000,,586667379000,586667379000,0,13825919000,13825919000,,217902803000,217902803000,0,1614140034000,1614140034000,0,37438375000,37438375000,,202799483000,202799483000,0,1121570602000,1121570602000,,1115931198000,1115931198000,,404205121000,404205121000,,202455957000,202455957000,,390352149000,390352149000,,118917971000,118917971000,,,0,,5639404000,5639404000,,1468000,1468000,,5637936000,5637936000,,44212493000,44212493000,,208119081000,208119081000,0,1614140034000,1614140034000,0,1,0,0,0
2277,2018Q3,COOPERATIEVE RABOBANK U.A.,1578557000,1578557000,,6540826000,6540826000,,9666859000,9666859000,,15437000,15437000,,33889447000,33889447000,0,22221000,22221000,,1967319000,1967319000,0,53680666000,53680666000,0,12200775000,12200775000,,-2575205000,-2575205000,0,27099254000,27099254000,,27099254000,27099254000,,1168080000,1168080000,,0,0,,20457483000,20457483000,,0,0,,5473691000,5473691000,,0,0,,0,0,,0,0,,13587531000,13587531000,,3368311000,3368311000,0,53680666000,53680666000,0,1,0,0,0
2278,2018Q3,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,1516920000,1516920000,,381074000,381074000,,22398562000,22398562000,,0,0,,52934606000,52934606000,0,180186000,180186000,,73717064000,73717064000,0,151128412000,151128412000,0,9783701000,9783701000,,5425653000,5425653000,0,29303509000,29303509000,,29248794000,29248794000,,2605315000,2605315000,,11232000,11232000,,26366645000,26366645000,,265602000,265602000,,0,0,,54715000,54715000,,0,0,,54715000,54715000,,28334129000,28334129000,,78281420000,78281420000,0,151128412000,151128412000,0,1,0,0,0
2279,2018Q3,CREDIT SUISSE AG,3900843000,3900843000,,12814084000,12814084000,,25753331000,25753331000,,15834566000,15834566000,,13588689000,13588689000,0,13218000,13218000,,5623175000,5623175000,0,77527906000,77527906000,0,17750000000,17750000000,,10164309000,10164309000,0,33774353000,33774353000,,33774353000,33774353000,,1413704000,1413704000,,8994000,8994000,,16759957000,16759957000,,14617809000,14617809000,,973889000,973889000,,0,0,,0,0,,0,0,,13300998000,13300998000,,2538246000,2538246000,0,77527906000,77527906000,0,1,0,0,0
2280,2018Q3,"CTBC BANK CO., LTD.",240810000,240810000,,189698000,189698000,,2181050000,2181050000,,,0,,7670681000,7670681000,0,47108000,47108000,,546431000,546431000,0,10875778000,10875778000,0,3408500000,3408500000,,-360287000,-360287000,0,5700060000,5700060000,,5700060000,5700060000,,1909649000,1909649000,,14214000,14214000,,3279606000,3279606000,,4822000,4822000,,491769000,491769000,,,0,,,0,,,0,,1972138000,1972138000,,155367000,155367000,0,10875778000,10875778000,0,1,0,0,0
2281,2018Q3,DBS BANK INDIA LTD.,32899019000,32899019000,,46511877000,46511877000,,131442475000,131442475000,,30049573000,30049573000,,196357487000,196357487000,0,543479000,543479000,,92762260000,92762260000,0,530566170000,530566170000,0,37057895000,37057895000,,7401899000,7401899000,0,314450834000,314450834000,,268872926000,268872926000,,40069676000,40069676000,,10062191000,10062191000,,169792562000,169792562000,,48948497000,48948497000,,0,0,,45577908000,45577908000,,43060583000,43060583000,,2517325000,2517325000,,72714582000,72714582000,,98940960000,98940960000,0,530566170000,530566170000,0,1,0,0,0
2282,2018Q3,DEUTSCHE BANK AG,22272829000,22272829000,,59025256000,59025256000,,147076652000,147076652000,,14452906000,14452906000,,450591783000,450591783000,0,747194000,747194000,,246318948000,246318948000,0,940485568000,940485568000,0,47341087000,47341087000,,75629315000,75629315000,0,517168440000,517168440000,,504101568000,504101568000,,234443449000,234443449000,,15943871000,15943871000,,220890328000,220890328000,,32823920000,32823920000,,,0,,13066872000,13066872000,,54542000,54542000,,13012330000,13012330000,,89468733000,89468733000,,210877993000,210877993000,0,940485568000,940485568000,0,1,0,0,0
2283,2018Q3,DOHA BANK Q.P.S.C,244200000,244200000,,776600000,776600000,,2245000000,2245000000,,0,0,,9231000000,9231000000,0,497500000,497500000,,505300000,505300000,0,13499600000,13499600000,0,3042000000,3042000000,,80100000,80100000,0,7541000000,7541000000,,7400700000,7400700000,,147100000,147100000,,98400000,98400000,,213400000,213400000,,6941800000,6941800000,,0,0,,140300000,140300000,,0,0,,140300000,140300000,,2520900000,2520900000,,315600000,315600000,0,13499600000,13499600000,0,1,0,0,0
