,Quarter,Banks,1. Total Interest Income (Net of Interest Tax) (April to Date)_Domestic Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Global Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Overseas Operation,2. Interest Expense (April to Date)_Domestic Operation,2. Interest Expense (April to Date)_Global Operation,2. Interest Expense (April to Date)_Overseas Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Domestic Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Global Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Overseas Operation,4. Other Operating Income (OOI) (April to Date) _Domestic Operation,4. Other Operating Income (OOI) (April to Date) _Global Operation,4. Other Operating Income (OOI) (April to Date) _Overseas Operation,5. Total Operating Income (April to Date) [3 + 4]_Domestic Operation,5. Total Operating Income (April to Date) [3 + 4]_Global Operation,5. Total Operating Income (April to Date) [3 + 4]_Overseas Operation,6. Operating Expense (OE) (April to Date)_Domestic Operation,6. Operating Expense (OE) (April to Date)_Global Operation,6. Operating Expense (OE) (April to Date)_Overseas Operation,Of Which: Staff Expenses (April to Date)_Domestic Operation,Of Which: Staff Expenses (April to Date)_Global Operation,Of Which: Staff Expenses (April to Date)_Overseas Operation,7. Net Operating Income (April to Date) [5 - 6]_Domestic Operation,7. Net Operating Income (April to Date) [5 - 6]_Global Operation,7. Net Operating Income (April to Date) [5 - 6]_Overseas Operation,8. Capital Gains/(Losses) (April to Date)_Domestic Operation,8. Capital Gains/(Losses) (April to Date)_Global Operation,8. Capital Gains/(Losses) (April to Date)_Overseas Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Domestic Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Global Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Overseas Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Domestic Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Global Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Overseas Operation,11. Risk Provisions - Total (April to Date)_Domestic Operation,11. Risk Provisions - Total (April to Date)_Global Operation,11. Risk Provisions - Total (April to Date)_Overseas Operation,12. Write Offs - Total (April to Date) _Domestic Operation,12. Write Offs - Total (April to Date) _Global Operation,12. Write Offs - Total (April to Date) _Overseas Operation,13. Provisions For Liabilities (April to Date) _Domestic Operation,13. Provisions For Liabilities (April to Date) _Global Operation,13. Provisions For Liabilities (April to Date) _Overseas Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Domestic Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Global Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Overseas Operation,15. Provision For Income Taxes (April to Date) _Domestic Operation,15. Provision For Income Taxes (April to Date) _Global Operation,15. Provision For Income Taxes (April to Date) _Overseas Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Domestic Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Global Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
1612,2016Q4,BARCLAYS BANK PLC,12655514000,12655514000,0,6310354000,6310354000,,6345160000,6345160000,0,5153259000,5153259000,,11498419000,11498419000,0,3161625000,3161625000,,1738848000,1738848000,,8336794000,8336794000,0,0,0,,0,0,,8336794000,8336794000,0,-1592153000,-1592153000,,1625391000,1625391000,,1758000,1758000,,8301798000,8301798000,0,3877447000,3877447000,,4424351000,4424351000,0,1,0,0,0
1613,2016Q4,BNP PARIBAS,17986522000,17986522000,0,11847815000,11847815000,,6138707000,6138707000,0,1982473000,1982473000,,8121180000,8121180000,0,3805214000,3805214000,,1350310000,1350310000,,4315966000,4315966000,0,205000,205000,,,0,,4316171000,4316171000,0,-962000,-962000,,,0,,,0,,4317133000,4317133000,0,1976871000,1976871000,,2340262000,2340262000,0,1,0,0,0
1614,2016Q4,CITIBANK N.A,78974047000,78974047000,0,28519950000,28519950000,,50454097000,50454097000,0,27886829000,27886829000,,78340926000,78340926000,0,28666012000,28666012000,,9286520000,9286520000,,49674914000,49674914000,0,110931000,110931000,,,0,,49785845000,49785845000,0,-230596000,-230596000,,3008868000,3008868000,,0,0,,47007573000,47007573000,0,19575522000,19575522000,,27432051000,27432051000,0,1,0,0,0
1615,2016Q4,COMMONWEALTH BANK OF AUSTRALIA,163438000,163438000,0,59825000,59825000,,103613000,103613000,0,-7790000,-7790000,,95823000,95823000,0,231546000,231546000,,131543000,131543000,,-135723000,-135723000,0,,0,,,0,,-135723000,-135723000,0,-13745000,-13745000,,,0,,,0,,-121978000,-121978000,0,,0,,-121978000,-121978000,0,1,0,0,0
1616,2016Q4,COOPERATIEVE RABOBANK U.A.,1697808000,1697808000,0,842008000,842008000,,855800000,855800000,0,297733000,297733000,,1153533000,1153533000,0,746987000,746987000,,305604000,305604000,,406546000,406546000,0,,0,,,0,,406546000,406546000,0,895454000,895454000,,,0,,,0,,-488908000,-488908000,0,-152409000,-152409000,,-336499000,-336499000,0,1,0,0,0
1617,2016Q4,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,3361721000,3361721000,0,1833084000,1833084000,,1528637000,1528637000,0,529604000,529604000,,2058241000,2058241000,0,977353000,977353000,,401849000,401849000,,1080888000,1080888000,0,-1832000,-1832000,,0,0,,1079056000,1079056000,0,2434375000,2434375000,,0,0,,0,0,,-1355319000,-1355319000,0,-633562000,-633562000,,-721757000,-721757000,0,1,0,0,0
1618,2016Q4,CREDIT SUISSE AG,4694914000,4694914000,0,2992038000,2992038000,,1702876000,1702876000,0,2531299000,2531299000,,4234175000,4234175000,0,609247000,609247000,,372505000,372505000,,3624928000,3624928000,0,0,0,,0,0,,3624928000,3624928000,0,-185818000,-185818000,,0,0,,0,0,,3810746000,3810746000,0,1647981000,1647981000,,2162765000,2162765000,0,1,0,0,0
1619,2016Q4,"CTBC BANK CO., LTD.",454366000,454366000,0,157066000,157066000,,297300000,297300000,0,63746000,63746000,,361046000,361046000,0,262051000,262051000,,144196000,144196000,,98995000,98995000,0,52000,52000,,,0,,99047000,99047000,0,460916000,460916000,,,0,,,0,,-361869000,-361869000,0,23275000,23275000,,-385144000,-385144000,0,1,0,0,0
1620,2016Q4,DBS BANK INDIA LTD.,20056806000,20056806000,0,14115249000,14115249000,,5941557000,5941557000,0,3990596000,3990596000,,9932153000,9932153000,0,6356484000,6356484000,,2586760000,2586760000,,3575669000,3575669000,0,12000,12000,,0,0,,3575681000,3575681000,0,3555388000,3555388000,,-3902000,-3902000,,0,0,,24195000,24195000,0,13001000,13001000,,11194000,11194000,0,1,0,0,0
1621,2016Q4,DEUTSCHE BANK AG,38722516000,38722516000,0,17937565000,17937565000,,20784951000,20784951000,0,8507513000,8507513000,,29292464000,29292464000,0,10656230000,10656230000,,3637416000,3637416000,,18636234000,18636234000,0,-15431000,-15431000,,,0,,18620803000,18620803000,0,2862281000,2862281000,,128165000,128165000,,,0,,15630357000,15630357000,0,8002300000,8002300000,,7628057000,7628057000,0,1,0,0,0
1622,2016Q4,DOHA BANK Q.P.S.C,619658000,619658000,0,428816000,428816000,,190842000,190842000,0,40882000,40882000,,231724000,231724000,0,238631000,238631000,,79503000,79503000,,-6907000,-6907000,0,244000,244000,,0,0,,-6663000,-6663000,0,49454000,49454000,,0,0,,0,0,,-56117000,-56117000,0,-43189000,-43189000,,-12928000,-12928000,0,1,0,0,0
1623,2016Q4,FIRST ABU DHABI BANK PJSC,142101000,142101000,0,649000,649000,,141452000,141452000,0,183018000,183018000,,324470000,324470000,0,297452000,297452000,,138942000,138942000,,27018000,27018000,0,0,0,,0,0,,27018000,27018000,0,9000,9000,,0,0,,0,0,,27009000,27009000,0,12775000,12775000,,14234000,14234000,0,1,0,0,0
1624,2016Q4,FIRSTRAND BANK LTD,1081784000,1081784000,0,673995000,673995000,,407789000,407789000,0,351669000,351669000,,759458000,759458000,0,818816000,818816000,,394252000,394252000,,-59358000,-59358000,0,,0,,,0,,-59358000,-59358000,0,48298000,48298000,,,0,,,0,,-107656000,-107656000,0,,0,,-107656000,-107656000,0,1,0,0,0
1625,2016Q4,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,66684212000,66684212000,0,31175087000,31175087000,,35509125000,35509125000,0,15929613000,15929613000,,51438738000,51438738000,0,21587395000,21587395000,,9163200000,9163200000,,29851343000,29851343000,0,-22200000,-22200000,,0,0,,29829143000,29829143000,0,3215200000,3215200000,,404400000,404400000,,0,0,,26209543000,26209543000,0,11336200000,11336200000,,14873343000,14873343000,0,1,0,0,0
1626,2016Q4,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,823848000,823848000,0,374899000,374899000,,448949000,448949000,0,259255000,259255000,,708204000,708204000,0,378736000,378736000,,267520000,267520000,,329468000,329468000,0,0,0,,0,0,,329468000,329468000,0,-45000,-45000,,0,0,,0,0,,329513000,329513000,0,169810000,169810000,,159703000,159703000,0,1,0,0,0
1627,2016Q4,INDUSTRIAL BANK OF KOREA,134392000,134392000,0,6318000,6318000,,128074000,128074000,0,38299000,38299000,,166373000,166373000,0,77964000,77964000,,34670000,34670000,,88409000,88409000,0,,0,,-11330000,-11330000,,77079000,77079000,0,7587000,7587000,,,0,,,0,,69492000,69492000,0,26462000,26462000,,43030000,43030000,0,1,0,0,0
1628,2016Q4,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,13668792000,13668792000,0,6113066000,6113066000,,7555726000,7555726000,0,6074202000,6074202000,,13629928000,13629928000,0,2171025000,2171025000,,1272712000,1272712000,,11458903000,11458903000,0,27000,27000,,,0,,11458930000,11458930000,0,67117000,67117000,,,0,,,0,,11391813000,11391813000,0,5041000000,5041000000,,6350813000,6350813000,0,1,0,0,0
1629,2016Q4,KEB HANA BANK,132457000,132457000,0,33024000,33024000,,99433000,99433000,0,32884000,32884000,,132317000,132317000,0,46449000,46449000,,31151000,31151000,,85868000,85868000,0,,0,,,0,,85868000,85868000,0,27863000,27863000,,,0,,,0,,58005000,58005000,0,,0,,58005000,58005000,0,1,0,0,0
1630,2016Q4,KRUNG THAI BANK PUBLIC COMPANY LIMITED,213218000,213218000,0,99301000,99301000,,113917000,113917000,0,5184000,5184000,,119101000,119101000,0,27588000,27588000,,8335000,8335000,,91513000,91513000,0,,0,,,0,,91513000,91513000,0,,0,,,0,,,0,,91513000,91513000,0,39725000,39725000,,51788000,51788000,0,1,0,0,0
1631,2016Q4,MASHREQ BANK PSC,128646000,128646000,0,9235000,9235000,,119411000,119411000,0,208485000,208485000,,327896000,327896000,0,137962000,137962000,,39356000,39356000,,189934000,189934000,0,15000,15000,,0,0,,189949000,189949000,0,-1469000,-1469000,,0,0,,0,0,,191418000,191418000,0,73071000,73071000,,118347000,118347000,0,1,0,0,0
1632,2016Q4,MIZUHO BANK LTD,6541127000,6541127000,0,2854944000,2854944000,,3686183000,3686183000,0,474025000,474025000,,4160208000,4160208000,0,1682788000,1682788000,,717955000,717955000,,2477420000,2477420000,0,65000,65000,,,0,,2477485000,2477485000,0,-113278000,-113278000,,,0,,,0,,2590763000,2590763000,0,1301000000,1301000000,,1289763000,1289763000,0,1,0,0,0
1633,2016Q4,MUFG Bank Ltd,9580422000,9580422000,0,5405477000,5405477000,,4174945000,4174945000,0,2772457000,2772457000,,6947402000,6947402000,0,1618839000,1618839000,,800649000,800649000,,5328563000,5328563000,0,-1231000,-1231000,,,0,,5327332000,5327332000,0,-377777000,-377777000,,,0,,,0,,5705109000,5705109000,0,2167495000,2167495000,,3537614000,3537614000,0,1,0,0,0
1634,2016Q4,NATIONAL AUSTRALIA BANK,399456000,399456000,0,3753000,3753000,,395703000,395703000,0,37788000,37788000,,433491000,433491000,0,240705000,240705000,,135713000,135713000,,192786000,192786000,0,,0,,,0,,192786000,192786000,0,9576000,9576000,,,0,,,0,,183210000,183210000,0,69110000,69110000,,114100000,114100000,0,1,0,0,0
1635,2016Q4,NatWest Markets Plc,4587023000,4587023000,0,1801979000,1801979000,,2785044000,2785044000,0,-284125000,-284125000,,2500919000,2500919000,0,3544375000,3544375000,,1840523000,1840523000,,-1043456000,-1043456000,0,-73791000,-73791000,,0,0,,-1117247000,-1117247000,0,-1386111000,-1386111000,,307000,307000,,0,0,,268557000,268557000,0,2023297000,2023297000,,-1754740000,-1754740000,0,1,0,0,0
1636,2016Q4,PT BANK MAYBANK INDONESIA TBK,162191000,162191000,0,34005000,34005000,,128186000,128186000,0,9510000,9510000,,137696000,137696000,0,146834000,146834000,,86895000,86895000,,-9138000,-9138000,0,-10000,-10000,,0,0,,-9148000,-9148000,0,88526000,88526000,,0,0,,0,0,,-97674000,-97674000,0,0,0,,-97674000,-97674000,0,1,0,0,0
1637,2016Q4,SBERBANK,258188000,258188000,0,61540000,61540000,,196648000,196648000,0,54296000,54296000,,250944000,250944000,0,117957000,117957000,,73930000,73930000,,132987000,132987000,0,,0,,,0,,132987000,132987000,0,49358000,49358000,,,0,,,0,,83629000,83629000,0,9512000,9512000,,74117000,74117000,0,1,0,0,0
1638,2016Q4,SBM BANK (INDIA) LTD.,859768000,859768000,0,581141000,581141000,,278627000,278627000,0,69798000,69798000,,348425000,348425000,0,174519000,174519000,,60239000,60239000,,173906000,173906000,0,-8000,-8000,,0,0,,173898000,173898000,0,150786000,150786000,,129974000,129974000,,0,0,,-106862000,-106862000,0,0,0,,-106862000,-106862000,0,1,0,0,0
1639,2016Q4,SHINHAN BANK,3279052000,3279052000,0,2070219000,2070219000,,1208833000,1208833000,0,263252000,263252000,,1472085000,1472085000,0,476293000,476293000,,259213000,259213000,,995792000,995792000,0,-16000,-16000,,,0,,995776000,995776000,0,36163000,36163000,,,0,,,0,,959613000,959613000,0,397500000,397500000,,562113000,562113000,0,1,0,0,0
1640,2016Q4,SOCIETE GENERALE,2461343000,2461343000,0,1582353000,1582353000,,878990000,878990000,0,381228000,381228000,,1260218000,1260218000,0,1025108000,1025108000,,355234000,355234000,,235110000,235110000,0,-152000,-152000,,10749000,10749000,,245707000,245707000,0,547474000,547474000,,0,0,,0,0,,-301767000,-301767000,0,-74702000,-74702000,,-227065000,-227065000,0,1,0,0,0
1641,2016Q4,SONALI BANK,23116000,23116000,0,14615000,14615000,,8501000,8501000,0,63561000,63561000,,72062000,72062000,0,46021000,46021000,,37403000,37403000,,26041000,26041000,0,,0,,,0,,26041000,26041000,0,,0,,,0,,,0,,26041000,26041000,0,,0,,26041000,26041000,0,1,0,0,0
1642,2016Q4,STANDARD CHARTERED BANK,70694200000,70694200000,0,31567100000,31567100000,,39127100000,39127100000,0,16580400000,16580400000,,55707500000,55707500000,0,23115500000,23115500000,,10695100000,10695100000,,32592000000,32592000000,0,17200000,17200000,,0,0,,32609200000,32609200000,0,7799602000,7799602000,,-466513000,-466513000,,0,0,,25276111000,25276111000,0,9260346000,9260346000,,16015765000,16015765000,0,1,0,0,0
1643,2016Q4,SUMITOMO MITSUI BANKING CORPORATION,5635631000,5635631000,0,3193160000,3193160000,,2442471000,2442471000,0,355923000,355923000,,2798394000,2798394000,0,823235000,823235000,,434664000,434664000,,1975159000,1975159000,0,,0,,,0,,1975159000,1975159000,0,208277000,208277000,,,0,,,0,,1766882000,1766882000,0,906964000,906964000,,859918000,859918000,0,1,0,0,0
1644,2016Q4,UNITED OVERSEAS BANK LTD,748449000,748449000,0,240726000,240726000,,507723000,507723000,0,106777000,106777000,,614500000,614500000,0,178582000,178582000,,97094000,97094000,,435918000,435918000,0,0,0,,0,0,,435918000,435918000,0,-3059000,-3059000,,,0,,,0,,438977000,438977000,0,183100000,183100000,,255877000,255877000,0,1,0,0,0
1645,2016Q4,WESTPAC BANKING CORPORATION,1722710000,1722710000,0,711008000,711008000,,1011702000,1011702000,0,-41717000,-41717000,,969985000,969985000,0,329148000,329148000,,135250000,135250000,,640837000,640837000,0,0,0,,,0,,640837000,640837000,0,-2867000,-2867000,,,0,,,0,,643704000,643704000,0,277226000,277226000,,366478000,366478000,0,1,0,0,0
1646,2016Q4,WOORI BANK,542627000,542627000,0,223818000,223818000,,318809000,318809000,0,49460000,49460000,,368269000,368269000,0,141794000,141794000,,61528000,61528000,,226475000,226475000,0,,0,,,0,,226475000,226475000,0,2773000,2773000,,,0,,,0,,223702000,223702000,0,96773000,96773000,,126929000,126929000,0,1,0,0,0
1647,2016Q4,AXIS BANK LIMITED,318471500000,333740100000,15268600000,190476600000,200094900000,9618300000,127994900000,133645200000,5650300000,83107800000,86811400000,3703600000,211102700000,220456600000,9353900000,87215800000,88328800000,1113000000,28959200000,29438900000,479700000,123886900000,132127800000,8240900000,-29900000,-29900000,0,0,0,0,123857000000,132097900000,8240900000,66340300000,89728400000,23388100000,5584400000,5628700000,44300000,0,0,0,51932300000,36740800000,-15191500000,12198900000,12198900000,0,39733400000,24541900000,-15191500000,0,1,0,0
1648,2016Q4,BANDHAN BANK LIMITED,28303712000,28303712000,0,11165962000,11165962000,,17137750000,17137750000,0,2819814000,2819814000,,19957564000,19957564000,0,7329394000,7329394000,,3960411000,3960411000,,12628170000,12628170000,0,0,0,,0,0,,12628170000,12628170000,0,519919000,519919000,,,0,,0,0,,12108251000,12108251000,0,4212841000,4212841000,,7895410000,7895410000,0,0,1,0,0
1649,2016Q4,CITY UNION BANK LIMITED,23738828000,23738828000,0,14856749000,14856749000,,8882079000,8882079000,0,3580978000,3580978000,,12463057000,12463057000,0,5002087000,5002087000,,2203581000,2203581000,,7460970000,7460970000,0,29000,29000,,,0,,7460999000,7460999000,0,2327097000,2327097000,,,0,,-30000000,-30000000,,5163902000,5163902000,0,1425000000,1425000000,,3738902000,3738902000,0,0,1,0,0
1650,2016Q4,CSB BANK LIMITED,10024236000,10024236000,0,7776351000,7776351000,,2247885000,2247885000,0,2448933000,2448933000,,4696818000,4696818000,0,3148573000,3148573000,,2102060000,2102060000,,1548245000,1548245000,0,-1525000,-1525000,,,0,,1546720000,1546720000,0,1002330000,1002330000,,,0,,,0,,544390000,544390000,0,188490000,188490000,,355900000,355900000,0,0,1,0,0
1651,2016Q4,DCB BANK LIMITED,15270900000,15270900000,0,9502600000,9502600000,,5768300000,5768300000,0,1858900000,1858900000,,7627200000,7627200000,0,4598200000,4598200000,,2265100000,2265100000,,3029000000,3029000000,0,-400000,-400000,,,0,,3028600000,3028600000,0,775600000,775600000,,,0,,,0,,2253000000,2253000000,0,784900000,784900000,,1468100000,1468100000,0,0,1,0,0
1652,2016Q4,FEDERAL BANK LTD,63512974000,63614388000,101414000,41474933000,41511867000,36924000,22038041000,22102521000,64490000,7548764000,7617280000,68515000,29586805000,29719801000,133005000,15935980000,15964738000,28758000,9001629000,9007223000,5594000,13650825000,13755063000,104247000,1789000,1789000,0,0,0,0,13652614000,13756852000,104247000,4419586000,4444636000,25050000,512398000,512398000,0,0,0,0,8720630000,8799818000,79197000,3057900000,3057900000,0,5662730000,5741918000,79197000,0,1,0,0
1653,2016Q4,HDFC BANK LTD.,504331694000,511915753000,7585210000,266070624000,271074373000,5004901000,238261070000,240841380000,2580309000,87676516000,88182546000,721009000,325937586000,329023926000,3301318000,143143738000,143415539000,486778000,49016901000,49310088000,293187000,183116150000,185930689000,2814540000,-2514000,-2514000,0,0,0,0,183113636000,185928175000,2814540000,23140141000,23003445000,-136696000,1398005000,1398005000,0,311509000,311512000,0,158263981000,161215213000,2951236000,55528120000,55619249000,91129000,102735861000,105595964000,2860107000,0,1,0,0
1654,2016Q4,ICICI BANK LIMITED,371797079000,405877528000,34080449000,225121548000,248125859000,23004311000,146675531000,157751669000,11076138000,158869868000,166810971000,7941103000,305545399000,324562640000,19017241000,106012646000,108876850000,2864204000,40988459000,42532560000,1544101000,199478714000,215631751000,16153037000,20874000,20465000,-409000,0,0,0,199499588000,215652216000,16152628000,33833498000,51186369000,17352871000,65449752000,73817665000,8367913000,0,0,0,100216338000,90648182000,-9568156000,12277200000,12883708000,606508000,87939138000,77764474000,-10174664000,0,1,0,0
1655,2016Q4,IDBI BANK LIMITED,200508953000,209079752000,8570801000,161092395000,166863982000,5771587000,39416558000,42215770000,2799214000,31248626000,31882570000,633943000,70665184000,74098340000,3433157000,38185736000,38357970000,172233000,17591999000,17633336000,41337000,28627744000,31888666000,3260924000,-2179000,-2179000,0,0,0,0,28625565000,31886487000,3260924000,48265784000,49993998000,1728214000,18589838000,18589838000,0,1284564000,1284564000,0,-39514621000,-37981913000,1532710000,-18398558000,-18398558000,0,-21116063000,-19583355000,1532710000,0,1,1,0
1656,2016Q4,IDFC FIRST BANK LIMITED,63093370000,63093370000,0,47940950000,47940950000,,15152420000,15152420000,0,9623646000,9623646000,,24776066000,24776066000,0,9800128000,9800128000,,4788207000,4788207000,,14975938000,14975938000,0,-43819000,-43819000,,,0,,14932119000,14932119000,0,2777071000,2777071000,,,0,,,0,,12155048000,12155048000,0,3717177000,3717177000,,8437871000,8437871000,0,0,1,0,0
1657,2016Q4,INDUSIND BANK LTD,105607617000,105759635000,152018000,61753933000,61805099000,51166000,43853684000,43954536000,100852000,29214174000,29597855000,383681000,73067858000,73552391000,484533000,34761539000,34765683000,4144000,11264200000,11267265000,3065000,38306319000,38786708000,480389000,1060000,1060000,0,0,0,0,38307379000,38787768000,480389000,3165748000,3165748000,,3446220000,3446220000,,,,,31695411000,32175800000,480389000,11012990000,11012990000,,20682421000,21162810000,480389000,0,1,0,0
1658,2016Q4,JAMMU & KASHMIR BANK LTD,50076100000,50076100000,0,31506300000,31506300000,,18569800000,18569800000,0,3683000000,3683000000,,22252800000,22252800000,0,12073000000,12073000000,,8228800000,8228800000,,10179800000,10179800000,0,0,0,,0,0,,10179800000,10179800000,0,20320600000,20320600000,,0,0,,0,0,,-10140800000,-10140800000,0,639100000,639100000,,-10779900000,-10779900000,0,0,1,0,0
1659,2016Q4,KARNATAKA BANK LTD,38909061000,38909061000,0,27524467000,27524467000,,11384594000,11384594000,0,4977614000,4977614000,,16362208000,16362208000,0,9695725000,9695725000,,4783159000,4783159000,,6666483000,6666483000,0,-1208000,-1208000,,0,0,,6665275000,6665275000,0,3674519000,3674519000,,0,0,,0,0,,2990756000,2990756000,0,-148085000,-148085000,,3138841000,3138841000,0,0,1,0,0
1660,2016Q4,KARUR VYSYA BANK LTD,41891097000,41891097000,0,26954027000,26954027000,,14937070000,14937070000,0,5498647000,5498647000,,20435717000,20435717000,0,11695963000,11695963000,,4699720000,4699720000,,8739754000,8739754000,0,3626000,3626000,,0,0,,8743380000,8743380000,0,2804193000,2804193000,,,0,,,0,,5939187000,5939187000,0,2055000000,2055000000,,3884187000,3884187000,0,0,1,0,0
1661,2016Q4,KOTAK MAHINDRA BANK LTD.,132659484000,132669299000,9815000,73021579000,73021457000,-122000,59637905000,59647842000,9937000,24447727000,24640114000,192387000,84085632000,84287956000,202324000,41561085000,41564853000,3768000,20638175000,20640321000,2146000,42524547000,42723103000,198556000,104990000,104990000,0,,,,42629537000,42828093000,198556000,4138590000,4151305000,12715000,1542425000,1542425000,0,,,,36948522000,37134363000,185841000,12784196000,12784196000,0,24164326000,24350167000,185841000,0,1,0,0
1662,2016Q4,LAKSHMI VILAS BANK LTD,21145197000,21145197000,0,15582534000,15582534000,,5562663000,5562663000,0,3697893000,3697893000,,9260556000,9260556000,0,4704735000,4704735000,,2493068000,2493068000,,4555821000,4555821000,0,1216000,1216000,,0,0,,4557037000,4557037000,0,1457928000,1457928000,,,0,,,0,,3099109000,3099109000,0,1060000000,1060000000,,2039109000,2039109000,0,0,1,0,0
1663,2016Q4,NAINITAL BANK LTD,4111587000,4111587000,0,2720102000,2720102000,,1391485000,1391485000,0,440477000,440477000,,1831962000,1831962000,0,879196000,879196000,,560990000,560990000,,952766000,952766000,0,0,0,,0,0,,952766000,952766000,0,317418000,317418000,,0,0,,0,0,,635348000,635348000,0,233500000,233500000,,401848000,401848000,0,0,1,0,0
1664,2016Q4,RBL BANK LIMITED,27268481000,27268481000,0,18576620000,18576620000,,8691861000,8691861000,0,5189213000,5189213000,,13881074000,13881074000,0,7494283000,7494283000,,3332789000,3332789000,,6386791000,6386791000,0,-146000,-146000,,0,0,,6386645000,6386645000,0,1337772000,1337772000,,201318000,201318000,,29098000,29098000,,4818457000,4818457000,0,1659112000,1659112000,,3159345000,3159345000,0,0,1,0,0
1665,2016Q4,SOUTH INDIAN BANK LTD,43763734000,43763734000,0,31400424000,31400424000,,12363310000,12363310000,0,5787048000,5787048000,,18150358000,18150358000,0,8803819000,8803819000,,5103151000,5103151000,,9346539000,9346539000,0,-8526000,-8526000,,,0,,9338013000,9338013000,0,3927558000,3927558000,,563154000,563154000,,,0,,4847301000,4847301000,0,1677600000,1677600000,,3169701000,3169701000,0,0,1,0,0
